name,canonical_id,entity_type,gender,outcome,locations,num_trial_appearances,is_super_witness,became_accused
Jannon femme a Nicolas Goery de Dompierre,,unknown,unknown,,[],1,False,False
Estienne Henry de Pajaille,,unknown,unknown,,[],1,False,False
Fleuratte,,unknown,unknown,,[],1,False,False
Jennon Aulbry,,unknown,unknown,,[],1,False,False
George Mongeat,,unknown,unknown,,[],1,False,False
Demenge Mongeon,,unknown,unknown,,[],1,False,False
Bastien Demenge Remy,,unknown,unknown,,[],1,False,False
Colas Claudon Claude,,unknown,unknown,,[],1,False,False
Dieudonnee femme Jean Marguis du Vivier,,unknown,unknown,,[],1,False,False
Claudon Corbel,,unknown,unknown,,[],1,False,False
Francois Richard drappier de St Nicolas,,unknown,unknown,,[],1,False,False
Mongeote femme Marc Thiebault bourgeois de Bruyeres,,unknown,unknown,,[],1,False,False
Catherine femme Jean le Maire,,unknown,unknown,,[],1,False,False
Jehenne veuve honnble homme Claude Brabant,,unknown,unknown,,[],1,False,False
B 8680 no 2; witch 172,,unknown,unknown,,[],1,False,False
Barbelline femme Colas Goudot,,unknown,unknown,,[],1,False,False
Colas Poirat de Fontenay,,unknown,unknown,,[],1,False,False
Jean Bourcy,,unknown,unknown,,[],1,False,False
Barbelline femme Jean Danel,,unknown,unknown,,[],1,False,False
B 8707 no 7; witch 259,,unknown,unknown,,[],1,False,False
Margueritte femme Chrestofle Lhuillier,,unknown,unknown,,[],1,False,False
Hanezo Didier,,unknown,unknown,,[],1,False,False
Catherine femme Claudel Jacquelin,,unknown,unknown,,[],1,False,False
Adam Fleurant,,unknown,unknown,,[],1,False,False
Poline femme Jean Bastien Jeandel de Develine,,unknown,unknown,,[],1,False,False
Jacot Hidoult,,unknown,unknown,,[],1,False,False
Thoussainct Jalley de Mazelay,,unknown,unknown,,[],1,False,False
George Mongeatte,,unknown,unknown,,[],1,False,False
Nicolas Fontaine d'Einville,,unknown,unknown,,[],1,False,False
Adrien Villemin,,unknown,unknown,,[],1,False,False
Parizat Bailliat de Fontenay,,unknown,unknown,,[],1,False,False
Claudon Colas Marion de Sainct Remy,,unknown,unknown,,[],1,False,False
Jean Camus bourgeois de Saint Dié,,unknown,unknown,,[],1,False,False
Denys Tourneur,,unknown,unknown,,[],1,False,False
Curien Hurale (?),,unknown,unknown,,[],1,False,False
Marcques Paris de Bathelemont,,unknown,unknown,,[],1,False,False
B 2512; witch 012,,unknown,unknown,,[],1,False,False
"B 8691 no 1; witch 212, François Marion de Raon",,unknown,unknown,,[],1,False,False
Nicolas Guerlot,,unknown,unknown,,[],1,False,False
Jean Valentin,,unknown,unknown,,[],1,False,False
Guillaume,,unknown,unknown,,[],1,False,False
Estienne Francois,,unknown,unknown,,[],1,False,False
Colas François de Sarupt,,unknown,unknown,,[],1,False,False
Nicolas le Rouyer d'Entre-deux-Eaux,,unknown,unknown,,[],1,False,False
"B 8691 no 18; witch 229, Idoult Charpentier, de la Chapelle",,unknown,unknown,,[],1,False,False
Jeannon femme Demenge Gros Demenge,,unknown,unknown,,[],1,False,False
Claudon Crolbesnier de Reillon,,unknown,unknown,,[],1,False,False
Jean Grand Michiel,,unknown,unknown,,[],1,False,False
Georgeatte femme à Jacquat Frouart,,unknown,unknown,,[],1,False,False
Chrestienne Chabrouillat native d'Essegney,,unknown,unknown,,[],1,False,False
Pierot Blaise Andre demeurant a Seuch,,unknown,unknown,,[],1,False,False
B 8707 no 2; witch 254,,unknown,unknown,,[],1,False,False
Catherine femme du precedent,,unknown,unknown,,[],1,False,False
Alizon femme Michiel le Geay de Rozieres,,unknown,unknown,,[],1,False,False
Jean Virion de Domjevin,,unknown,unknown,,[],1,False,False
Jacquot Charpentier de St Remy,,unknown,unknown,,[],1,False,False
"Jean Guezey
Long reputation; 6 years earlier had passed Jean in woods without sa",,unknown,unknown,,[],1,False,False
Mengeot Brichelot,,unknown,unknown,,[],1,False,False
Jean Clement lieutenant de prevost àAnould,,unknown,unknown,,[],1,False,False
Mengin Colin Michiel dit Bejalley,,unknown,unknown,,[],1,False,False
Jehennon veuve George Colas Bergier de La Bolle,,unknown,unknown,,[],1,False,False
Viryot Didier,,unknown,unknown,,[],1,False,False
Vincent Jeandel,,unknown,unknown,,[],1,False,False
Bresson Jeandel,,unknown,unknown,,[],1,False,False
Francoise femme Claude Bracconnier,,unknown,unknown,,[],1,False,False
Jean Ferry de Saincte Margaree,,unknown,unknown,,[],1,False,False
"Witch 161; B8677 no 7, Claudatte veuve Estienne Jean Saulcy, d’Entre-deux-Eaux",,unknown,unknown,,[],1,False,False
Jacquin Thiebault,,unknown,unknown,,[],1,False,False
Vaultrin Vaultrin,,unknown,unknown,,[],1,False,False
Jennon femme Gerard Godat,,unknown,unknown,,[],1,False,False
B 8682 no 8; witch 186,,unknown,unknown,,[],1,False,False
Gratien Doridant,,unknown,unknown,,[],1,False,False
Demenge Grand Ferry,,unknown,unknown,,[],1,False,False
Nicolas fils Holbin le Jalley,,unknown,unknown,,[],1,False,False
Anthoine Rougier,,unknown,unknown,,[],1,False,False
Claudon Pellier de la Chapelle,,unknown,unknown,,[],1,False,False
Lougdevic Thoussainct,,unknown,unknown,,[],1,False,False
Hantz Wacquer,,unknown,unknown,,[],1,False,False
Jean Hoult,,unknown,unknown,,[],1,False,False
Simon Honguey de Ste Margaree,,unknown,unknown,,[],1,False,False
Valentin Dion de la Goutte,,unknown,unknown,,[],1,False,False
Villaume Jean,,unknown,unknown,,[],1,False,False
Nicolle femme Jean Dauphin,,unknown,unknown,,[],1,False,False
Penthecoste femme Georgeon Didier Miette de la Rochatte,,unknown,unknown,,[],1,False,False
Didielle femme Demenge Colinel,,unknown,unknown,,[],1,False,False
Claudon Hermemant,,unknown,unknown,,[],1,False,False
Mathieu Sterby de la Grandefosse,,unknown,unknown,,[],1,False,False
Blaison Jeantaire,,unknown,unknown,,[],1,False,False
Margueritte femme Demenge Petit Jean,,unknown,unknown,,[],1,False,False
Cesar Colas de Brux,,unknown,unknown,,[],1,False,False
Anon veuve Didier Vosgien de Bassing,,unknown,unknown,,[],1,False,False
le maire Jean Waultrin,,unknown,unknown,,[],1,False,False
Barbon femme Claudin Vernier,,unknown,unknown,,[],1,False,False
Jean Florentin Maron de St Remy,,unknown,unknown,,[],1,False,False
Alizon femme Demenge Barbouiller,,unknown,unknown,,[],1,False,False
Jacquatte,,unknown,unknown,,[],1,False,False
B 8691 no 11; witch 222,,unknown,unknown,,[],1,False,False
Liebaire femme Nicolas Le Comte de Dompierre,,unknown,unknown,,[],1,False,False
Annon Bourguignotte,,unknown,unknown,,[],1,False,False
de Sarupt,,unknown,unknown,,[],1,False,False
Valentin Jean Andreu,,unknown,unknown,,[],1,False,False
"B 8979 no 5; witch 328, Jehanne Villaume, veuve Pierre Louvet, drappier de St",,unknown,unknown,,[],1,False,False
Colas Herteman,,unknown,unknown,,[],1,False,False
B 6723 no 2; witch 108,,unknown,unknown,,[],1,False,False
Demenge Chaudron,,unknown,unknown,,[],1,False,False
Didier Malgendre,,unknown,unknown,,[],1,False,False
B 8721 no 5; Witch 297,,unknown,unknown,,[],1,False,False
Demenge Jean Didier le tixerant,,unknown,unknown,,[],1,False,False
"B 3325 no 3; witch 036, Jennon femme Gerardin Friot de Domjevin",,unknown,unknown,,[],1,False,False
Mengel Colas des Rozes de la Pelliere,,unknown,unknown,,[],1,False,False
"B 3327 no 1; witch 037, Chrestienne femme Nicolas Barret de Domjevin",,unknown,unknown,,[],1,False,False
de Mandray,,unknown,unknown,,[],1,False,False
Jean Houberlan,,unknown,unknown,,[],1,False,False
Nicolas Saffrois,,unknown,unknown,,[],1,False,False
"Demenge Jourdain
Start of deposition missing; wife had died from illness she sus",,unknown,unknown,,[],1,False,False
"B 8699; witch 235, Claudatte veuve Jean Henri de Lubine",,unknown,unknown,,[],1,False,False
Colin Guidot,,unknown,unknown,,[],1,False,False
Maurice Houchard,,unknown,unknown,,[],1,False,False
Claude Vincent Lyenard du Chanoy,,unknown,unknown,,[],1,False,False
Dilan Parmentier,,unknown,unknown,,[],1,False,False
Bastienne femme Colas Simonatte de Domjevin,,unknown,unknown,,[],1,False,False
Aulbry Colas Aulbry de la Fosse,,unknown,unknown,,[],1,False,False
Jeanne Collignon,,unknown,unknown,,[],1,False,False
Barbe femme Demenge le Clerc,,unknown,unknown,,[],1,False,False
Claudey Michiel,,unknown,unknown,,[],1,False,False
Laurent Pasquin,,unknown,unknown,,[],1,False,False
Venerable et religieuse personne Domp Jean de Triollier,,unknown,unknown,,[],1,False,False
Nicolas Estienne,,unknown,unknown,,[],1,False,False
Marguitte femme Charles ?,,unknown,unknown,,[],1,False,False
Marguerite femme de Nicolas le Clerc,,unknown,unknown,,[],1,False,False
Odille femme Mengin Bailly de Condé,,unknown,unknown,,[],1,False,False
Didier Doyen,,unknown,unknown,,[],1,False,False
Collette,,unknown,unknown,,[],1,False,False
Anthoine Epvre,,unknown,unknown,,[],1,False,False
Marie Alexey,,unknown,unknown,,[],1,False,False
Margueritte,,unknown,unknown,,[],1,False,False
Catherine femme Nicolas Symmonet,,unknown,unknown,,[],1,False,False
Claudon Pierre,,unknown,unknown,,[],1,False,False
Jehenne femme Estienne Haxaire de Rozieres,,unknown,unknown,,[],1,False,False
Jean Parmentier de Neufviller,,unknown,unknown,,[],1,False,False
Jacques Hugo,,unknown,unknown,,[],1,False,False
Chrestofle Jean,,unknown,unknown,,[],1,False,False
B 2574; Witch 014; Claude Hocquart,,unknown,unknown,,[],1,False,False
Nicolas Ferry,,unknown,unknown,,[],1,False,False
Adam Vaulthier,,unknown,unknown,,[],1,False,False
Elie,,unknown,unknown,,[],1,False,False
Jean de Frambois,,unknown,unknown,,[],1,False,False
Demenge Reullemant,,unknown,unknown,,[],1,False,False
Demenge Michiel de Combrimont,,unknown,unknown,,[],1,False,False
Claudatte femme Colas Vaultin de Moyenmoutier,,unknown,unknown,,[],1,False,False
"B 8680 no 5; witch 175, Mongeatte femme Claude Tendon, de Saulcy-sur-Meurthe",,unknown,unknown,,[],1,False,False
Didier Braunschwicks,,unknown,unknown,,[],1,False,False
Jean George de Foinzé,,unknown,unknown,,[],1,False,False
Colas Thouvenin laboureur de St. Prancher,,unknown,unknown,,[],1,False,False
Anne femme Mathieu Hachon,,unknown,unknown,,[],1,False,False
Jehennon femme Demenge Foelix,,unknown,unknown,,[],1,False,False
"B 8979 no 4; witch 327, Mengeotte Gourdot, femme Jean Pierre Cordier de St Nicolas",,unknown,unknown,,[],1,False,False
Noel Ferry,,unknown,unknown,,[],1,False,False
Damien,,unknown,unknown,,[],1,False,False
Adrian Jacot de Moriviller,,unknown,unknown,,[],1,False,False
"Marguitte femme Colas Demenge Anthoine
Quarrel when witness and her husband had ",,unknown,unknown,,[],1,False,False
Mengeon Jacquat,,unknown,unknown,,[],1,False,False
Jean Pordon,,unknown,unknown,,[],1,False,False
Didier Drouin,,unknown,unknown,,[],1,False,False
Catherine femme Didier Marchal,,unknown,unknown,,[],1,False,False
Didier Collignon,,unknown,unknown,,[],1,False,False
B 8726 no 3; witch 308,,unknown,unknown,,[],1,False,False
Hannix femme Demenge Martin,,unknown,unknown,,[],1,False,False
Paccatte femme Remy Claudon Bustal,,unknown,unknown,,[],1,False,False
B 8979 no 3; witch 326,,unknown,unknown,,[],1,False,False
Mengeotte femme Mengeon Jacquot Fery,,unknown,unknown,,[],1,False,False
Colas Jeannel,,unknown,unknown,,[],1,False,False
Martin,,unknown,unknown,,[],1,False,False
Francois Farrant du Grand Rombach,,unknown,unknown,,[],1,False,False
Margueritte femme Claudon Chastellain,,unknown,unknown,,[],1,False,False
Jean Lienard serviteur du precedent,,unknown,unknown,,[],1,False,False
Annon femme du precedent,,unknown,unknown,,[],1,False,False
Bastienne femme Claude Gerardin de la Voivrelle,,unknown,unknown,,[],1,False,False
Mathieu Huchon,,unknown,unknown,,[],1,False,False
Berthremin Michiel Flandrey,,unknown,unknown,,[],1,False,False
Margueritte femme Aubertin Polain,,unknown,unknown,,[],1,False,False
Jean Demenge Jeandel de Haillieulle,,unknown,unknown,,[],1,False,False
B 8693 no 1; witch 230,,unknown,unknown,,[],1,False,False
Fleurant,,unknown,unknown,,[],1,False,False
Colatte veuve Colas de la Ruelle alias Girey,,unknown,unknown,,[],1,False,False
"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",,unknown,unknown,,[],1,False,False
Noel Daulphin,,unknown,unknown,,[],1,False,False
veuve Demenge Mourel de,,unknown,unknown,,[],1,False,False
Catherine femme a Claudon Valtin,,unknown,unknown,,[],1,False,False
Hellenix Hottin,,unknown,unknown,,[],1,False,False
Anne veuve honorable homme Daniel Charpentier de St Nicolas,,unknown,unknown,,[],1,False,False
Catherine femme Vincent Crolbecier,,unknown,unknown,,[],1,False,False
de Nutting,,unknown,unknown,,[],1,False,False
Barbe femme Jean Robert de Girecourt,,unknown,unknown,,[],1,False,False
"B 8707 no 3; witch 255, Claude Mengeon Grivel, alias des Feignes, de Sachemont",,unknown,unknown,,[],1,False,False
Claudon Jean Claudon du Vivier,,unknown,unknown,,[],1,False,False
Nicolas Jan Virion,,unknown,unknown,,[],1,False,False
Dieudonné Valence,,unknown,unknown,,[],1,False,False
Chesnon femme a Crestaille Gaillard d'Essegney,,unknown,unknown,,[],1,False,False
Remiere,,unknown,unknown,,[],1,False,False
Jean Thierion le vieux de Brehimont,,unknown,unknown,,[],1,False,False
Mengeotte femme de Guillaume Redoubte de Charmes,,unknown,unknown,,[],1,False,False
Mengeon Colas,,unknown,unknown,,[],1,False,False
Mongeatte femme Jean Johel de Moyenmoutier,,unknown,unknown,,[],1,False,False
Nicolas Barry tailleur de Charmes,,unknown,unknown,,[],1,False,False
Alyson femme Michiel,,unknown,unknown,,[],1,False,False
Lucas Jean Peltre,,unknown,unknown,,[],1,False,False
Claudel Jacquelin,,unknown,unknown,,[],1,False,False
Dieudonnee femme Claudon Montoille de Rozieres,,unknown,unknown,,[],1,False,False
Bastienne Tanchot,,unknown,unknown,,[],1,False,False
François Didier,,unknown,unknown,,[],1,False,False
Thoussainct Gomay,,unknown,unknown,,[],1,False,False
Lucresse femme de Gaspard de la Neufville,,unknown,unknown,,[],1,False,False
Jean Chaudron,,unknown,unknown,,[],1,False,False
Laurent Holbin,,unknown,unknown,,[],1,False,False
Michel Schouter,,unknown,unknown,,[],1,False,False
Pierron Frampart,,unknown,unknown,,[],1,False,False
"Demenge Colas Girard
Previous year Thierion had closed off an ancient passage",,unknown,unknown,,[],1,False,False
"Nicolas Ratonge de la Vacherie
Two years earlier had employed Jennon's daughter ",,unknown,unknown,,[],1,False,False
Gros Demenge,,unknown,unknown,,[],1,False,False
Mengeon Jacquot,,unknown,unknown,,[],1,False,False
"Witch 344: Vosges G563, Jehennon Colin, femme Jean Poirson, de Giriviller, 1594",,unknown,unknown,,[],1,False,False
Demenge Anguevin dit Barbier,,unknown,unknown,,[],1,False,False
Barbe femme Jean Bregeat,,unknown,unknown,,[],1,False,False
Francois Vicaire fils Claude Vicaire de Mouriviller,,unknown,unknown,,[],1,False,False
Jean Marguis,,unknown,unknown,,[],1,False,False
Claude Colas Woinier,,unknown,unknown,,[],1,False,False
Catherine femme Nicolas Moullot,,unknown,unknown,,[],1,False,False
Valtin Claudon Valtin de la Chapelle,,unknown,unknown,,[],1,False,False
"Witch 159: B8677 no 5, Blason Charpentier de La Chapelle",,unknown,unknown,,[],1,False,False
Epnon femme de Claudel Jean le Masson de La Pelliere,,unknown,unknown,,[],1,False,False
Demenge Mathis huillier de St Nicolas,,unknown,unknown,,[],1,False,False
Jennon femme Nicolas Hanna,,unknown,unknown,,[],1,False,False
Claudel Demenge Martin,,unknown,unknown,,[],1,False,False
Mengeon Claudon Noel,,unknown,unknown,,[],1,False,False
Anthenatte femme Claudon Jean marchal du Viel Marché,,unknown,unknown,,[],1,False,False
Idoul Odniat,,unknown,unknown,,[],1,False,False
mulnier d'Amange (this is the,,unknown,unknown,,[],1,False,False
Nicolle femme Colas Mathiot,,unknown,unknown,,[],1,False,False
Laurent Jean Laurent de Brehimont,,unknown,unknown,,[],1,False,False
Sabel femme Nicolas Hanry,,unknown,unknown,,[],1,False,False
B 8691 no 5; witch 216,,unknown,unknown,,[],1,False,False
Marie servante au precedent,,unknown,unknown,,[],1,False,False
Jeanne Queriot femme Nicolas Demenge Henry manouvrier de St Nicolas,,unknown,unknown,,[],1,False,False
Thiebault Hannast,,unknown,unknown,,[],1,False,False
Louy Denys,,unknown,unknown,,[],1,False,False
"Mengeatte veuve Lienard Demenge
Lienard",,unknown,unknown,,[],1,False,False
Pierron Jardolle,,unknown,unknown,,[],1,False,False
Anthoine Gerard de Clemecey,,unknown,unknown,,[],1,False,False
B 3327 no 4; Witch 040,,unknown,unknown,,[],1,False,False
Jean Bertremin,,unknown,unknown,,[],1,False,False
Marie femme de Jean Bocquel le jeune de Dignonville,,unknown,unknown,,[],1,False,False
Jean Carillon,,unknown,unknown,,[],1,False,False
"Witch 211; B 8689 no 3, Jeannon veuve Valentin Poirot, Moyemont",,unknown,unknown,,[],1,False,False
Jeanne femme Austette Petter Frels,,unknown,unknown,,[],1,False,False
Colin Douche,,unknown,unknown,,[],1,False,False
Didier Regnauldin,,unknown,unknown,,[],1,False,False
Jean Brice George de Xouarupt,,unknown,unknown,,[],1,False,False
Jeanne femme Claudin Bigenel de Villers-sous-Preny,,unknown,unknown,,[],1,False,False
Georgel Voiry dit Melynne,,unknown,unknown,,[],1,False,False
Idoul Odinat,,unknown,unknown,,[],1,False,False
Anthoine Mareschal,,unknown,unknown,,[],1,False,False
B 8275 no 2; witch 129,,unknown,unknown,,[],1,False,False
Jean Thierion le jeune,,unknown,unknown,,[],1,False,False
Lienard Jean Jacquemin de Develline,,unknown,unknown,,[],1,False,False
Demenge Masson de Vacqueville,,unknown,unknown,,[],1,False,False
Thomas Demenge Gerard,,unknown,unknown,,[],1,False,False
Nicolas fils Estienne Aulbry,,unknown,unknown,,[],1,False,False
Yzabel femme Didier Doyen de Domjevin,,unknown,unknown,,[],1,False,False
Andreu Pieron,,unknown,unknown,,[],1,False,False
"B 7137 no 2; witch 116, Jennon veuve Florentin Bouvier, de Parey-sous-Montfort",,unknown,unknown,,[],1,False,False
Demenge Bagard,,unknown,unknown,,[],1,False,False
Elisabethe femme Nicolas Cabossel de Bathelemont,,unknown,unknown,,[],1,False,False
Claudon Hachon,,unknown,unknown,,[],1,False,False
Claudon Colas Colin Dentandt,,unknown,unknown,,[],1,False,False
Didier Parmentier de Bathelemont,,unknown,unknown,,[],1,False,False
Georgeon Jacot,,unknown,unknown,,[],1,False,False
"B 3792 no 4; witch 065, Thomasse femme Jean Poirot, de Dompierre",,unknown,unknown,,[],1,False,False
Didier Demenge alias le Parle,,unknown,unknown,,[],1,False,False
"Jehennon femme Georgeon Colas Holbin
Long reputation. About 2 and a half years e",,unknown,unknown,,[],1,False,False
Claudon Guillemotte,,unknown,unknown,,[],1,False,False
Double Hans,,unknown,unknown,,[],1,False,False
Demenge Petit Jean,,unknown,unknown,,[],1,False,False
Jehenne femme Jean Grandidier,,unknown,unknown,,[],1,False,False
Joseph Guillemin,,unknown,unknown,,[],1,False,False
Fiacre Barbier d'Albestorff,,unknown,unknown,,[],1,False,False
Gerard Choppat,,unknown,unknown,,[],1,False,False
Colas Marchal de Moyenmoutier,,unknown,unknown,,[],1,False,False
Catherine femme Delon Choffel,,unknown,unknown,,[],1,False,False
Barbeline femme Jean Jacques Gerardin,,unknown,unknown,,[],1,False,False
Esdeline,,unknown,unknown,,[],1,False,False
Martinotte,,unknown,unknown,,[],1,False,False
Jean le Martenatte,,unknown,unknown,,[],1,False,False
Blaisotte,,unknown,unknown,,[],1,False,False
"B 2199 no 3; witch 007, Collatte veuve Cesar Lorette, of Laitre-sous-Amance",,unknown,unknown,,[],1,False,False
Chrestien Jeune,,unknown,unknown,,[],1,False,False
"B 3728; witch 055, Jeanne veuve Valentin Claude Thihard du Void de Belmont",,unknown,unknown,,[],1,False,False
Catherine femme Colas George Mongenat de la Chapelle,,unknown,unknown,,[],1,False,False
Marguerite femme du precedent,,unknown,unknown,,[],1,False,False
Nicolas Vincent,,unknown,unknown,,[],1,False,False
Nicolas Petit,,unknown,unknown,,[],1,False,False
Jean du Sellier,,unknown,unknown,,[],1,False,False
Demenge Pecry,,unknown,unknown,,[],1,False,False
Jean Gerardin de la Neufville,,unknown,unknown,,[],1,False,False
Bastien Jean,,unknown,unknown,,[],1,False,False
Mengey Lienard,,unknown,unknown,,[],1,False,False
Fleurance femme Claudon Viberat,,unknown,unknown,,[],1,False,False
t. 2,,unknown,unknown,,[],1,False,False
Beniste le Houff de Norbepaire (Wisembach),,unknown,unknown,,[],1,False,False
"Witch 162; B8677 no 8, Jean Blaise Laulney d’Entre-deux-Eaux",,unknown,unknown,,[],1,False,False
Francoise veuve Demenge Maillard,,unknown,unknown,,[],1,False,False
"B 8691 no 5; witch 216, Babelon femme Hanry Jean Hanry, of St Blaise",,unknown,unknown,,[],1,False,False
Demenge Valentin de Sainte Margarée,,unknown,unknown,,[],1,False,False
Claudatte femme Nicolas le Clerc,,unknown,unknown,,[],1,False,False
Claude Matheu,,unknown,unknown,,[],1,False,False
le maire Nicolas Thirion,,unknown,unknown,,[],1,False,False
A.D. Moselle,,unknown,unknown,,[],1,False,False
Mathiot Paulot,,unknown,unknown,,[],1,False,False
Suzanne femme Benigne Piot,,unknown,unknown,,[],1,False,False
Demenge Lucas Mongin,,unknown,unknown,,[],1,False,False
Claudon femme Jean Cachette,,unknown,unknown,,[],1,False,False
Demenge Barbellin,,unknown,unknown,,[],1,False,False
Durand Demenge,,unknown,unknown,,[],1,False,False
Isabillon,,unknown,unknown,,[],1,False,False
"B 2211 no 1; witch 011, Margueritte femme Jean Estienne, d'Amance",,unknown,unknown,,[],1,False,False
"B 3789 No 3; Witch 060, Petroniere femme Jean Varnier dit Bessat, de Bruyères",,unknown,unknown,,[],1,False,False
Asdeline femme Jean Methieu le jeune,,unknown,unknown,,[],1,False,False
d'Aydoilles,,unknown,unknown,,[],1,False,False
Jean Aulbert,,unknown,unknown,,[],1,False,False
Mengeon Thiehay de la Voivrelle,,unknown,unknown,,[],1,False,False
Didier Remy,,unknown,unknown,,[],1,False,False
B 8691 no 13; witch 224,,unknown,unknown,,[],1,False,False
Demenge Mengin,,unknown,unknown,,[],1,False,False
Mengeatte femme Colas Lorion,,unknown,unknown,,[],1,False,False
Magdelaine femme Jean Grand Didier,,unknown,unknown,,[],1,False,False
Mengeon Chandel de La Hault,,unknown,unknown,,[],1,False,False
Collignon Bouchier,,unknown,unknown,,[],1,False,False
Jean Berque de Brehimont,,unknown,unknown,,[],1,False,False
Claudatte femme Vincent Laurent,,unknown,unknown,,[],1,False,False
Catherine veuve Nicolas d'Acraigne,,unknown,unknown,,[],1,False,False
Colas Perrin de Moyemont,,unknown,unknown,,[],1,False,False
B 3325 no 1; witch 034,,unknown,unknown,,[],1,False,False
"B 8275 no 2; witch 129, Babon femme Willaume Laboureur, de Preny",,unknown,unknown,,[],1,False,False
Jeannette,,unknown,unknown,,[],1,False,False
of St Blaise,,unknown,unknown,,[],1,False,False
Remy Grand,,unknown,unknown,,[],1,False,False
Estienne Chastelain,,unknown,unknown,,[],1,False,False
(6) Barbe fille de feu Rock Olry,,unknown,unknown,,[],1,False,False
Claudin Henryot,,unknown,unknown,,[],1,False,False
Colas Blasat,,unknown,unknown,,[],1,False,False
Aubertin Polain,,unknown,unknown,,[],1,False,False
Demenge Valtrin,,unknown,unknown,,[],1,False,False
Jennon femme Demenge Durand,,unknown,unknown,,[],1,False,False
Jean Claudon du Vivier,,unknown,unknown,,[],1,False,False
Mengeon femme Collignon Bouchier,,unknown,unknown,,[],1,False,False
George Tabourin,,unknown,unknown,,[],1,False,False
Claudon le Petit Anthoine de Voinchere,,unknown,unknown,,[],1,False,False
Margueritte veuve Dedier Roy,,unknown,unknown,,[],1,False,False
Jean Gerardat,,unknown,unknown,,[],1,False,False
Colas Mandray,,unknown,unknown,,[],1,False,False
B 9554 no 3; witch 333,,unknown,unknown,,[],1,False,False
Dion femme Demenge Charpentier,,unknown,unknown,,[],1,False,False
"B 8735 no 2; witch 310, Didier Chaudron le jeune, de Raon",,unknown,unknown,,[],1,False,False
Nicolas Maitrey le jeune,,unknown,unknown,,[],1,False,False
"B 9573; witch 334, Barbelline fille Guillaume Jean Chaperey de Ste Croix",,unknown,unknown,,[],1,False,False
Didier Bande,,unknown,unknown,,[],1,False,False
Toussainct Aulbertin du Viel Marché,,unknown,unknown,,[],1,False,False
Claudon Gerardin doyen en la justice,,unknown,unknown,,[],1,False,False
Alizon femme du precedent,,unknown,unknown,,[],1,False,False
Alizon veuve Cugnin Aubertin,,unknown,unknown,,[],1,False,False
B 4444 Witch 081,,unknown,unknown,,[],1,False,False
Marion femme Jean Warin,,unknown,unknown,,[],1,False,False
"B 8721 no 5; Witch 297, Beniste le Houff de Norbepaire (Wisembach)",,unknown,unknown,,[],1,False,False
"B 8702 no 8; witch 247, Sebille femme Etienne Pescheur, de La Neuveville-les-Raon",,unknown,unknown,,[],1,False,False
"B 8708 no 1; witch 262, Agathe femme Claudon Urbain, de Sachemont",,unknown,unknown,,[],1,False,False
Jehennon femme Jean Gaultrin,,unknown,unknown,,[],1,False,False
Dieudonnee,,unknown,unknown,,[],1,False,False
Cathin femme Robinet Ganard,,unknown,unknown,,[],1,False,False
femme Didier Martin,,unknown,unknown,,[],1,False,False
Florentin Mongenot,,unknown,unknown,,[],1,False,False
"B 8682 no 6; witch 184, Colatte veuve Jean le Parmentier, de Girompaire",,unknown,unknown,,[],1,False,False
Claudon femme au maire Pieron George,,unknown,unknown,,[],1,False,False
Jeanne Petiotte veuve Pierre Maulgrais de St Nicolas,,unknown,unknown,,[],1,False,False
Mesline,,unknown,unknown,,[],1,False,False
Babon femme Mre Pierre Charles de Raon,,unknown,unknown,,[],1,False,False
Pierre d'Aspremont portier de la porte St Nicolas,,unknown,unknown,,[],1,False,False
Anthoine fils Jean Claude demeurant a la Bourgonce,,unknown,unknown,,[],1,False,False
Claude Colin Michiel dit Bejolley,,unknown,unknown,,[],1,False,False
la Grosse Alison de Monteigneiz,,unknown,unknown,,[],1,False,False
"B 8708 no 3; witch 264, Marguitte veuve Jean Laurent de Brehimont",,unknown,unknown,,[],1,False,False
Jeanne femme Gerardin Marchal,,unknown,unknown,,[],1,False,False
Jean Moyne,,unknown,unknown,,[],1,False,False
Jean Merielle,,unknown,unknown,,[],1,False,False
Claudon Lallemant de Fontenay,,unknown,unknown,,[],1,False,False
Marthiolle Fran,,unknown,unknown,,[],1,False,False
Jean Gerard Domecourt,,unknown,unknown,,[],1,False,False
Marguitte femme à Claude Jehandel du Paire,,unknown,unknown,,[],1,False,False
Jehenne fille Jean Claudon de Domjevin,,unknown,unknown,,[],1,False,False
Nicolas Bregeot,,unknown,unknown,,[],1,False,False
B 8708 no 9; witch 270,,unknown,unknown,,[],1,False,False
Mre Anthoine,,unknown,unknown,,[],1,False,False
B 4098; witch 075,,unknown,unknown,,[],1,False,False
Didier Mairase,,unknown,unknown,,[],1,False,False
Demenge Claude Menginot,,unknown,unknown,,[],1,False,False
Claudon Parisot des Trois Maisons,,unknown,unknown,,[],1,False,False
Catherine femme Francois Grillat de Mathchey,,unknown,unknown,,[],1,False,False
Didiere femme Jehan Andreu,,unknown,unknown,,[],1,False,False
Colas de Lavelline,,unknown,unknown,,[],1,False,False
Mengeatte fille Robert le Vert,,unknown,unknown,,[],1,False,False
"B 8675 no 2; witch 155, Jehennon Napuel, veuve Demenge Mourel de",,unknown,unknown,,[],1,False,False
Guillaume Redoubte,,unknown,unknown,,[],1,False,False
