name,canonical_id,entity_type,gender,outcome,locations,num_trial_appearances,is_super_witness,became_accused
didier chatron,E01054,witness,unknown,,[],2,False,False
george crenelé,E01055,witness,unknown,,[],1,False,False
hans grand bernard,E01056,witness,unknown,,[],1,False,False
claus arnolt,E01057,witness,unknown,,[],1,False,False
wirych grand jean,E01058,witness,male,,[],1,False,False
didier tixerant,E01059,witness,unknown,,[],1,False,False
jean gigoux,E01060,witness,male,,[],1,False,False
estienne garsonnet,E01061,witness,unknown,,[],1,False,False
didier colas le maire,E01062,witness,unknown,,[],1,False,False
warin manouvrier,E01063,witness,unknown,,[],1,False,False
bingel kutz nickel,E01064,witness,female,,[],1,False,False
odille schwaben mathis,E01065,witness,female,,[],1,False,False
sybille stoffel schmidt,E01066,witness,female,,[],1,False,False
bette hans,E01067,witness,female,,[],1,False,False
apelonne stoffel portier,E01068,witness,female,,[],1,False,False
dimenche schweitzer,E01069,witness,unknown,,[],1,False,False
françois oudat,E01070,witness,unknown,,[],1,False,False
la grosse anne,E01071,witness,female,,[],1,False,False
jean caillat,E01072,witness,male,,[],3,True,False
fleische hanns,E01073,witness,unknown,,[],1,False,False
jean tixerant,E01074,witness,male,,[],1,False,False
françoise colas le petit masson,E01075,witness,female,,[],1,False,False
jeanne stro hanns,E01076,witness,female,,[],1,False,False
bonnen petter,E01077,witness,unknown,,[],1,False,False
schu thiebault sergent en la justice,E01078,witness,unknown,,['Amange'],1,False,False
humbert bousendorff,E01079,witness,unknown,,[],1,False,False
jean schu adam,E01080,witness,male,,[],1,False,False
barthelemin cousturier,E01081,witness,unknown,,[],1,False,False
jean jacques woitsch,E01082,witness,male,,[],1,False,False
bignelle frantz man,E01083,witness,female,,[],1,False,False
mengette christman (at wars in low countries),E01084,witness,female,,[],1,False,False
ysambart vieulx maire,E01085,witness,unknown,,[],1,False,False
hanns fritsch,E01086,witness,unknown,,[],1,False,False
cornelius marchal,E01087,witness,unknown,,[],1,False,False
marguitte,E01088,witness,female,,['Raon'],62,True,False
jacob moitsch,E01089,witness,unknown,,[],1,False,False
jehenne adam marchal,E01090,witness,female,,['Amange'],1,False,False
hanns cordonnier,E01091,witness,unknown,,[],1,False,False
fritsch spoule,E01092,witness,unknown,,[],1,False,False
fiacre barbier,E01093,witness,unknown,,['Albestorff'],1,False,False
barthel weisskopff,E01094,witness,unknown,,['Albestorff'],1,False,False
philippe bouleman,E01095,witness,unknown,,['Nelling'],1,False,False
fritzen hanns,E01096,witness,unknown,,['Nelling'],1,False,False
contzen nickel,E01097,witness,unknown,,[],1,False,False
mariette thonius,E01098,witness,female,,[],2,False,False
jean laiffer,E01099,witness,male,,[],1,False,False
jean tixerand,E01100,witness,male,,[],1,False,False
synelle,E01101,witness,female,,[],1,False,False
daniel melon,E01102,witness,unknown,,[],1,False,False
odile femme,E01103,witness,female,,['Henry Cousturier'],1,False,False
clemens hanns,E01104,witness,unknown,,[],1,False,False
thomas tourneur,E01105,witness,unknown,,[],1,False,False
sybille stoffel marchal,E01106,witness,female,,[],1,False,False
mathis schwab,E01107,witness,unknown,,[],1,False,False
stoffel marchal,E01108,witness,unknown,,[],1,False,False
luc reise,E01109,witness,unknown,,[],1,False,False
synnelle gaspar cherrier,E01110,witness,female,,[],1,False,False
estienne schwab,E01111,witness,unknown,,[],1,False,False
nicolas pescheur,E01112,witness,male,,[],1,False,False
guillaume thomas,E01113,witness,unknown,,[],1,False,False
bingel luc reise,E01114,witness,female,,[],1,False,False
fritsche cordonnier,E01115,witness,unknown,,[],1,False,False
simon barbier,E01116,witness,unknown,,[],1,False,False
dimenche welsche,E01117,witness,unknown,,[],1,False,False
jean cousturier,E01118,witness,male,,[],1,False,False
nicolas leuffer,E01119,witness,male,,[],1,False,False
double hans,E01120,witness,unknown,,[],1,False,False
francois adam,E01121,witness,unknown,,[],1,False,False
dieudonné paistre,E01122,witness,unknown,,['Boreche'],1,False,False
clemance collas moictrier,E01123,witness,female,,[],1,False,False
bastien le gros feltien,E01124,witness,female,,[],1,False,False
meclon didier lhuilier,E01125,witness,female,,[],1,False,False
zenelle,E01126,witness,female,,[],1,False,False
crisman lampert,E01127,witness,unknown,,[],1,False,False
nicolle au prece,E01128,witness,female,,[],1,False,False
austien le maire,E01129,witness,unknown,,[],1,False,False
hans le petit benet,E01130,witness,unknown,,[],1,False,False
michiel beze michel,E01131,witness,unknown,,[],1,False,False
cretaille estienne manouvrier,E01132,witness,unknown,,[],1,False,False
jeannon colas le maire,E01133,witness,female,,[],1,False,False
cretienne femme,E01134,witness,female,,['Couret'],1,False,False
mayetté krieer hans,E01135,witness,female,,[],1,False,False
simon lampert,E01136,witness,unknown,,[],1,False,False
blaisse pierre,E01137,witness,male,,[],1,False,False
claudin genin,E01138,witness,unknown,,[],1,False,False
jean dizard,E01139,witness,male,,[],1,False,False
nicolas marlier masson,E01140,witness,male,,['Einville'],1,False,False
bernard jacquot,E01141,witness,unknown,,['Einville'],1,False,False
estienne goudat,E01142,witness,unknown,,['Einville'],1,False,False
claudon villermin,E01143,witness,male,,['Einville'],1,False,False
aubertin tripa,E01144,witness,unknown,,['Einville'],1,False,False
jacquot bernard,E01145,witness,unknown,,['Einville'],1,False,False
caterine jacquot bernard,E01146,witness,female,,[],1,False,False
margueritte gregoire marchal,E01147,witness,female,,['Einville'],1,False,False
agnes nicolas herbel,E01148,witness,female,,['Einville'],1,False,False
jehenne aubertin tripa,E01149,witness,female,,['Einville'],1,False,False
barbe didier pinel,E01150,witness,female,,['Einville'],1,False,False
didier pinel,E01151,witness,unknown,,['Einville'],1,False,False
didier caillot,E01152,witness,unknown,,['Einville'],1,False,False
didier malgray,E01153,witness,unknown,,['Einville'],1,False,False
mengeatte claudin patenotte moictrier,E01154,witness,female,,[],1,False,False
claudin patenotte moictrier,E01155,witness,unknown,,[],1,False,False
gregoire marchal,E01156,witness,unknown,,['Einville'],1,False,False
didier cognient masson,E01157,witness,unknown,,['Einville'],1,False,False
claudon fourestier,E01158,witness,male,,['Einville'],1,False,False
nicolas barbellin,E01159,witness,female,,['Bathelemont'],1,False,False
jean richard,E01160,witness,male,,['Bathelemont'],1,False,False
jean barbellin,E01161,witness,female,,['Bathelemont'],2,False,False
jean frocquel,E01162,witness,male,,['Bathelemont'],1,False,False
laurent maurisse,E01163,witness,unknown,,['Bathelemont'],1,False,False
michel barbellin,E01164,witness,female,,['Bathelemont'],1,False,False
agnes jean loys,E01165,witness,female,,['Bathelemont'],3,True,False
claudon anthoine,E01166,witness,male,,['Bathelemont'],1,False,False
margueritte jean fercquel,E01167,witness,female,,['Bathelemont'],1,False,False
agnel noel gaidat,E01168,witness,female,,['Bathelemont'],1,False,False
agnel laurent masruy,E01169,witness,female,,['Bathelemont'],1,False,False
sybille pierron goudat,E01170,witness,female,,['Bathelemont'],1,False,False
girard husson,E01171,witness,male,,['Bathelemont'],2,False,False
catherine anthoine menzier,E01172,witness,female,,['Allemangne'],2,False,False
catherine clau,E01173,witness,female,,['Bathelemont'],8,True,False
anthoine epvre,E01174,witness,unknown,,['Bathelemont'],1,False,False
jean mengin,E01175,witness,male,,['Bathelemont'],8,True,False
jacotte claudon goudat,E01176,witness,female,,['Bathelemont'],2,False,False
catherine jean mengin,E01177,witness,female,,['Bathelemont'],1,False,False
jeanne gerard husson,E01178,witness,female,,['Bathelemont'],1,False,False
barbelline claudon vatrin,E01179,witness,female,,[],1,False,False
margueritte anthoine epvre,E01180,witness,female,,['Bathelemont'],1,False,False
jean harricquel,E01181,witness,male,,['Bathelemont'],1,False,False
symonin barbellin,E01182,witness,female,,['Bathelemont'],1,False,False
didier parmentier,E01183,witness,unknown,,['Bathelemont'],1,False,False
jean estienne,E01184,witness,male,,['Bathelemont'],2,False,False
margueritte nicolas olry,E01185,witness,female,,['Bathelemont'],1,False,False
girard toussains,E01186,witness,unknown,,['Bathelemont'],1,False,False
jean sainctrey,E01187,witness,male,,['Bathelemont'],1,False,False
annon didier parmentier,E01188,witness,female,,['Bathelemont'],1,False,False
claudon mengin,E01189,witness,male,,['Bathelemont'],3,True,False
nicolas goudat,E01190,witness,male,,['Bathelemont'],1,False,False
mengeatte jean barbellin,E01191,witness,female,,['Bathelemont'],1,False,False
ysabeau claudin anthoine,E01192,witness,female,,['Bathelemont'],1,False,False
perrise jean hauricquel,E01193,witness,female,,['Bathelemont'],1,False,False
hellebix nicolas ferry,E01194,witness,female,,['Bathelemont'],1,False,False
pieresson girard,E01195,witness,unknown,,['Bathelemont'],1,False,False
claudon thirion,E01196,witness,male,,['Bathelemont'],1,False,False
elizabethe nicolas bouchier,E01197,witness,female,,['Bathelemont'],1,False,False
claudon holbat holbat claudon,E01198,witness,female,,['Bathelemont'],1,False,False
marcques paris,E01199,witness,unknown,,['Bathelemont'],1,False,False
jennon didier lorrique,E01200,witness,female,,['Bathelemont'],1,False,False
jennon nicolas olry,E01201,witness,female,,['Bathelemont'],1,False,False
claudon marc paris,E01202,witness,female,,[],1,False,False
jean thirion,E01203,witness,male,,['Bathelemont'],1,False,False
toussaince jean bri,E01204,witness,female,,['Bathelemont'],1,False,False
margueritte nicolas adam,E01205,witness,female,,['Bathelemont'],1,False,False
bastienne gerard toussains,E01206,witness,female,,['Bathelemont'],1,False,False
idotte jean thirion,E01207,witness,female,,[],1,False,False
jeanne nicolas estienne,E01208,witness,female,,['Bathelemont'],1,False,False
jeanne francois husson,E01209,witness,female,,['Bathelemont'],1,False,False
margueritte nicolas vaultrin,E01210,witness,female,,['Bathelemont'],1,False,False
belatte michel barbellin,E01211,witness,female,,['Bathelemont'],1,False,False
nicolle bastien pieresson,E01212,witness,female,,['Bathelemont'],1,False,False
elisabethe nicolas cabossel,E01213,witness,female,,['Bathelemont'],1,False,False
claudon nicolas barbellin,E01214,witness,female,,['Bathelemont'],1,False,False
mengeatte barbellin michel,E01215,witness,female,,['Bathelemont'],1,False,False
jean choion le viel,E01216,witness,male,,[],1,False,False
anthoine brocquelat,E01217,witness,unknown,,[],2,False,False
nicolas harman,E01218,witness,male,,[],1,False,False
bernard didier symonin,E01219,witness,unknown,,[],1,False,False
anthoine vannier,E01220,witness,unknown,,[],2,False,False
jean bocquel,E01221,witness,male,,[],2,False,False
claudon le court,E01222,witness,male,,[],1,False,False
catherine jean purel le charier,E01223,witness,female,,[],1,False,False
zabel feu nicolas le comte,E01224,witness,female,,[],1,False,False
jean purel,E01225,witness,male,,['Flin'],1,False,False
jehenne nicolas mengeotte,E01226,witness,female,,[],1,False,False
jehenne feu estienne prieur,E01227,witness,female,,[],1,False,False
sebille jean thieriat,E01228,witness,female,,[],1,False,False
sabel nicolas hanry,E01229,witness,female,,[],2,False,False
jehenne nicolas martinbois,E01230,witness,female,,[],1,False,False
jennon claudon hursieu,E01231,witness,female,,[],1,False,False
alison nicolas gerardin,E01232,witness,female,,[],1,False,False
jehenne estienne saigeant,E01233,witness,female,,[],1,False,False
jean cachette le saulnier,E01234,witness,male,,['Mouriviller'],2,False,False
claudon jean cachette,E01235,witness,female,,[],1,False,False
george mengeotte,E01236,witness,female,,[],1,False,False
claudatte symon hanry,E01237,witness,female,,['Besmont'],3,True,False
had been crying in poisle,E01238,witness,unknown,,[],1,False,False
jennon clau,E01239,witness,female,,['Mesnil'],4,True,False
george mongeatte,E01240,witness,unknown,,[],1,False,False
jehenne jean halbix,E01241,witness,female,,[],1,False,False
jean gerardin,E01242,witness,male,,[],4,True,False
claudon le comte,E01243,witness,male,,[],1,False,False
jean belat,E01244,witness,male,,[],1,False,False
nicolas moictrier,E01245,witness,male,,[],4,True,False
symon hanry,E01246,witness,unknown,,[],1,False,False
dieudonnée jean vannier,E01247,witness,female,,[],1,False,False
nicolas martinbois,E01248,witness,male,,[],1,False,False
sabel feu nicolas le comte,E01249,witness,female,,[],1,False,False
jean symon,E01250,witness,male,,[],3,True,False
didier liebault,E01251,witness,unknown,,[],1,False,False
susanne jean rosselat,E01252,witness,female,,[],1,False,False
jacques boisleant,E01253,witness,male,,[],1,False,False
bastien wampel,E01254,witness,male,,[],1,False,False
toussaint thierry,E01255,witness,unknown,,[],1,False,False
jean mathieu le jeune,E01256,witness,male,,[],1,False,False
claudon au maire pieron george,E01257,witness,male,,['Wanemont'],2,False,False
jean mathieu le viel,E01258,witness,male,,[],3,True,False
georgeatte jean mathieu le jeune,E01259,witness,female,,[],2,False,False
margueritte claudon gasel,E01260,witness,female,,[],1,False,False
mengeatte gerard carel,E01261,witness,female,,[],1,False,False
claudon jacquot vannier,E01262,witness,female,,[],1,False,False
claudon gasel,E01263,witness,male,,[],1,False,False
alison toussaint thiebel,E01264,witness,female,,[],1,False,False
jennon poirson henry,E01265,witness,female,,[],1,False,False
catherine joseph charpentier,E01266,witness,female,,[],1,False,False
bietrix didier brouard,E01267,witness,female,,[],1,False,False
nicolle fleurat bruslé,E01268,witness,female,,[],1,False,False
françois martin,E01269,witness,unknown,,[],1,False,False
jean carriere,E01270,witness,male,,[],1,False,False
jean robert charrettier,E01271,witness,male,,['Girecourt'],2,False,False
francois mongeat,E01272,witness,unknown,,[],2,False,False
francoise claudot gillotte le jeune,E01273,witness,female,,[],1,False,False
philippe voyot,E01274,witness,unknown,,[],1,False,False
menne,E01275,witness,female,,[],1,False,False
nicolas voillot,E01276,witness,male,,[],1,False,False
ysabel,E01277,witness,female,,['Mesnil'],3,True,False
idatte clau,E01278,witness,female,,['Mesnil'],1,False,False
jean febuatte,E01279,witness,male,,['Vieville'],1,False,False
barbe jean robert,E01280,witness,female,,['Girecourt'],1,False,False
martinotte clau,E01281,witness,female,,['Girecourt'],1,False,False
jeannette jean febuatte,E01282,witness,female,,[],1,False,False
alix soeur,E01283,witness,unknown,,[],1,False,False
françois mecquart le viel,E01284,witness,unknown,,[],1,False,False
epurot mulot le viel,E01285,witness,unknown,,[],1,False,False
jeannotte georgeot cabled,E01286,witness,female,,[],1,False,False
hilaire george cabled,E01287,witness,male,,[],1,False,False
michiel colin,E01288,witness,unknown,,[],1,False,False
catherine abraham hilaire,E01289,witness,female,,[],1,False,False
aubry picquaud,E01290,witness,unknown,,[],1,False,False
jean poirel,E01291,witness,male,,[],1,False,False
nicolas bregeot,E01292,witness,male,,[],1,False,False
villemin perry,E01293,witness,unknown,,[],1,False,False
jean marchand di,E01294,witness,male,,[],1,False,False
colin grandidier,E01295,witness,unknown,,[],1,False,False
didon jean saulnier,E01296,witness,female,,[],1,False,False
le maire philippe,E01297,witness,unknown,,['Hault'],1,False,False
claudon didier drouot,E01298,witness,female,,[],1,False,False
jehenne jean grandidier,E01299,witness,female,,[],1,False,False
mainne didier mongenot,E01300,witness,female,,[],1,False,False
françoise jean mathieu le viel,E01301,witness,female,,[],1,False,False
as,E01302,witness,female,,[],1,False,False
isabelle remy rainville,E01303,witness,unknown,,[],1,False,False
jean vincent,E01304,witness,male,,[],2,False,False
thiery pieron,E01305,witness,unknown,,[],1,False,False
le maire gaspard vauthier,E01306,witness,unknown,,[],1,False,False
claudon françois,E01307,witness,male,,['Moyenmoutier'],2,False,False
pieron trenillot,E01308,witness,unknown,,[],1,False,False
bastien dirand,E01309,witness,male,,[],1,False,False
claudon claudon borain,E01310,witness,female,,[],1,False,False
margueritte jean husson,E01311,witness,female,,[],2,False,False
catherine jean laurens,E01312,witness,female,,[],1,False,False
margueritte jean gar,E01313,witness,female,,[],1,False,False
idotte claudin henryot,E01314,witness,female,,[],1,False,False
catherine servante a,E01315,witness,female,,['Robache'],3,True,False
jeannon nicolas mengenot,E01316,witness,female,,[],1,False,False
nicolas malcas,E01317,witness,male,,[],1,False,False
marguitte femme,E01318,witness,female,,['Sr Francois'],1,False,False
mengin francois,E01319,witness,unknown,,[],1,False,False
jean forgeot,E01320,witness,male,,[],1,False,False
thomas forgeot,E01321,witness,unknown,,[],1,False,False
nicolas forgeot,E01322,witness,male,,[],1,False,False
liegey prout,E01323,witness,unknown,,[],1,False,False
dieudonnée thomas forgeot,E01324,witness,female,,[],1,False,False
mengin françois,E01325,witness,unknown,,[],1,False,False
claudot henry,E01326,witness,unknown,,[],1,False,False
nicolas guerlot,E01327,witness,male,,[],1,False,False
mengeon jean,E01328,witness,male,,"['Corbessault', 'La Pelliere', 'Haillieulle', 'Treux']",7,True,False
françoise pierre bonnet,E01329,witness,female,,[],1,False,False
philippe grand,E01330,witness,male,,[],1,False,False
marguerite vincenot,E01331,witness,female,,[],1,False,False
girard jean girard,E01332,witness,male,,[],1,False,False
mengin regnard,E01333,witness,unknown,,[],1,False,False
isabeau,E01334,witness,female,,[],1,False,False
belotte jean marchal,E01335,witness,female,,[],1,False,False
jean rouyer,E01336,witness,male,,['St Nicolas'],3,True,False
nicolas petit jean,E01337,witness,male,,[],1,False,False
françois guerlot,E01338,witness,unknown,,[],1,False,False
jean michelet,E01339,witness,male,,[],1,False,False
jean voinchelin,E01340,witness,male,,[],1,False,False
jean pastel,E01341,witness,male,,[],1,False,False
philippe la tour,E01342,witness,unknown,,[],1,False,False
barthelemy jacques,E01343,witness,male,,[],1,False,False
didier françois,E01344,witness,unknown,,[],1,False,False
messire didier mathieu,E01345,witness,unknown,,[],1,False,False
baptiste florentin,E01346,witness,unknown,,[],1,False,False
vatellet,E01347,witness,unknown,,[],1,False,False
jeanne collignon,E01348,witness,female,,[],1,False,False
clere claudin grand villaume,E01349,witness,female,,[],1,False,False
mre didier gerdin,E01350,witness,unknown,,[],1,False,False
margueritte noel gerard,E01351,witness,female,,[],1,False,False
noel daulphin,E01352,witness,unknown,,[],1,False,False
marguerite jean guillemart,E01353,witness,female,,[],1,False,False
peirecte maillart,E01354,witness,unknown,,[],1,False,False
catherine françois colas,E01355,witness,female,,[],1,False,False
jean gillet,E01356,witness,male,,[],1,False,False
claudon mequin,E01357,witness,male,,[],1,False,False
jacquin mequin,E01358,witness,unknown,,[],1,False,False
mengin jenin,E01359,witness,unknown,,[],1,False,False
bastien thieriet,E01360,witness,male,,[],1,False,False
nicolas braconnier,E01361,witness,male,,[],1,False,False
anne mre george bertrand,E01362,witness,female,,[],1,False,False
claudin richard,E01363,witness,unknown,,[],1,False,False
claudin eulmont,E01364,witness,unknown,,[],1,False,False
jean braconnier,E01365,witness,male,,[],1,False,False
georgin masson,E01366,witness,unknown,,[],1,False,False
didier languille,E01367,witness,unknown,,[],1,False,False
mre george bertrand,E01368,witness,unknown,,[],1,False,False
mengeatte jean parisat,E01369,witness,female,,[],1,False,False
martin le,E01370,witness,unknown,,[],1,False,False
gergonne perlet,E01371,witness,unknown,,[],1,False,False
nicolle hazart,E01372,witness,unknown,,[],1,False,False
libaire noel ferry,E01373,witness,female,,[],1,False,False
catherine vaultrin vaultrin,E01374,witness,female,,['Haudouville'],2,False,False
catherine servante à mre george bertrand,E01375,witness,female,,[],1,False,False
laurent françois,E01376,witness,unknown,,[],1,False,False
jean thomassin,E01377,witness,male,,[],1,False,False
mengin millecy,E01378,witness,unknown,,[],1,False,False
jean bagard,E01379,witness,male,,[],1,False,False
bastien mangeot,E01380,witness,male,,[],1,False,False
didier symonin,E01381,witness,unknown,,[],1,False,False
claudin hylaire,E01382,witness,unknown,,[],1,False,False
claudin burthecourt,E01383,witness,unknown,,[],1,False,False
isabelle didier rouyer,E01384,witness,female,,[],1,False,False
nicolas chany,E01385,witness,male,,[],1,False,False
claudin galbain,E01386,witness,unknown,,[],1,False,False
cler nicolas chany told,E01387,witness,female,,[],1,False,False
dieudonnée claudin gaulbain le jeune after her mother-in-law had complaine,E01388,witness,female,,[],1,False,False
francoise didier riston told how one day they were returning from fresse a,E01389,witness,female,,[],1,False,False
la lourand jacquot had heard her late husband claim she had given him his,E01390,witness,female,,[],1,False,False
nicolle jean piedmontoy,E01391,witness,female,,[],1,False,False
nicolas thouvenin,E01392,witness,male,,[],1,False,False
dieudonnée claudin galbin,E01393,witness,female,,[],1,False,False
lucye jean galbin,E01394,witness,female,,[],3,True,False
paul jenin,E01395,witness,unknown,,[],1,False,False
nicolas jean henry,E01396,witness,male,,[],1,False,False
renée,E01397,witness,female,,[],1,False,False
arnauld,E01398,witness,unknown,,[],1,False,False
jean vinot,E01399,witness,male,,[],1,False,False
noel parisot,E01400,witness,unknown,,[],1,False,False
nicolas perrin,E01401,witness,male,,[],1,False,False
claudin houchelot cosson,E01402,witness,unknown,,[],1,False,False
gerardine noel,E01403,witness,unknown,,[],1,False,False
didier mairase,E01404,witness,unknown,,[],1,False,False
gigons jacques,E01405,witness,male,,[],1,False,False
didier michiel,E01406,witness,unknown,,[],2,False,False
colas bourlier,E01407,witness,unknown,,[],1,False,False
jean grassoye,E01408,witness,male,,[],1,False,False
jacquemin tout bon,E01409,witness,unknown,,[],1,False,False
didier jacques,E01410,witness,male,,[],1,False,False
thiery claudin thiery,E01411,witness,male,,[],1,False,False
thiebault robert,E01412,witness,unknown,,[],1,False,False
bastienne tanchot,E01413,witness,male,,[],1,False,False
colin fillette dit rengier,E01414,witness,female,,[],1,False,False
bastien grassoye,E01415,witness,male,,[],1,False,False
françoise chrestofle thirion,E01416,witness,female,,[],1,False,False
chrestofle thirion,E01417,witness,unknown,,[],1,False,False
françoise humbert jouenot,E01418,witness,female,,[],1,False,False
cathin claudin laurent,E01419,witness,female,,[],1,False,False
jeannon mengeot brichelot,E01420,witness,female,,[],1,False,False
lucye mengin saulvaige,E01421,witness,female,,[],1,False,False
mengin couillot,E01422,witness,unknown,,[],1,False,False
mariotte gergonne mengin,E01423,witness,female,,[],1,False,False
gergonne mengin,E01424,witness,unknown,,[],1,False,False
allix le gar,E01425,witness,unknown,,[],1,False,False
agnelz bastien pieton,E01426,witness,female,,[],1,False,False
toinotte colas collin,E01427,witness,female,,[],1,False,False
mengeon collignon bouchier,E01428,witness,female,,[],1,False,False
laurent holbin,E01429,witness,unknown,,[],1,False,False
cathin michiel perrin,E01430,witness,female,,[],1,False,False
lambert jean lambert asked about quarrel when one,E01431,witness,male,,[],1,False,False
françois vieville,E01432,witness,unknown,,[],1,False,False
mariotte pierresson vaixe had been wife,E01433,witness,female,,['Nicolas Harmant'],1,False,False
mariotte jean lambert had atten,E01434,witness,female,,[],1,False,False
anthoine chantaire,E01435,witness,unknown,,[],1,False,False
blaison vit,E01436,witness,unknown,,[],1,False,False
conince doyen en la justice,E01437,witness,unknown,,[],1,False,False
jean noel,E01438,witness,male,,[],3,True,False
jacques barbillon,E01439,witness,male,,[],1,False,False
jean baxot,E01440,witness,male,,[],1,False,False
mengin gerard,E01441,witness,unknown,,[],1,False,False
claudin joly,E01442,witness,unknown,,[],1,False,False
jean mengeot,E01443,witness,male,,[],2,False,False
drian gigould,E01444,witness,unknown,,[],1,False,False
didier malgendre,E01445,witness,unknown,,[],1,False,False
jeannon blaison jeantaire,E01446,witness,female,,[],1,False,False
blaison jeantaire,E01447,witness,male,,[],1,False,False
jean michault dit jeantaire,E01448,witness,male,,[],1,False,False
zacharye ragot,E01449,witness,unknown,,[],1,False,False
didier maurice,E01450,witness,unknown,,[],1,False,False
laurent pasquin,E01451,witness,unknown,,[],1,False,False
laurent collon,E01452,witness,unknown,,[],1,False,False
cathin robinet ganard,E01453,witness,female,,[],1,False,False
blaisotte pierron gaignon,E01454,witness,female,,[],1,False,False
pierron fillotte,E01455,witness,unknown,,['Remenonville'],1,False,False
coinctine gerard rouyer,E01456,witness,female,,[],1,False,False
pasquin vyon,E01457,witness,unknown,,[],1,False,False
martin jeaugente,E01458,witness,unknown,,[],1,False,False
barbe colin gillet garonnier,E01459,witness,female,,['Rozieres'],1,False,False
colin gillet garonnier,E01460,witness,unknown,,[],1,False,False
estienne gros jean,E01461,witness,male,,[],1,False,False
richard gontiere le jeune,E01462,witness,unknown,,[],1,False,False
bietrix jeune a colin gillet,E01463,witness,female,,[],1,False,False
margueritte claudon pierre loys,E01464,witness,female,,['Rozieres'],1,False,False
laurent laurent vigneron,E01465,witness,unknown,,['Rozieres'],1,False,False
dieudonnee claudon montoille,E01466,witness,female,,['Rozieres'],1,False,False
was her mother. (20) plaisance nicolas gerard,E01467,witness,female,,['Rozieres'],1,False,False
nicolas ozelle,E01468,witness,male,,['Rozieres'],1,False,False
claudon clau,E01469,witness,male,,['St'],4,True,False
barbon mathieu fachat,E01470,witness,female,,['Rozieres'],1,False,False
chrestienne alixy domballe paticier,E01471,witness,female,,['Rozieres'],1,False,False
francoise gerard barlet marchal,E01472,witness,female,,['Rozieres'],1,False,False
annon mengin regnault le jeune,E01473,witness,female,,[],1,False,False
mengeon claudon chapelier,E01474,witness,female,,['Rozieres'],1,False,False
catherine sr jean clerc mre echevin,E01475,witness,female,,[],1,False,False
jacquatte francois atiatte,E01476,witness,female,,['Rozieres'],1,False,False
chenne martin cugnin,E01477,witness,female,,[],1,False,False
jehenne estienne haxaire,E01478,witness,female,,['Rozieres'],1,False,False
estienne haxaire,E01479,witness,unknown,,['Rozieres'],1,False,False
nicolas brabant,E01480,witness,male,,['Raon'],2,False,False
yollan,E01481,witness,female,,[],1,False,False
didier malenser,E01482,witness,unknown,,['Rozieres'],1,False,False
honnorable homme didier lallemant controlleur,E01483,witness,unknown,,[],1,False,False
annette honnorable homme clau,E01484,witness,female,,[],1,False,False
catherine jean george,E01485,witness,female,,['Rozieres'],1,False,False
annon mengin regnau,E01486,witness,female,,[],1,False,False
thiery racine,E01487,witness,unknown,,['Rozieres'],1,False,False
jehenne clau,E01488,witness,female,,['Raon'],6,True,False
pierre,E01489,witness,male,,['Aspremont'],8,True,False
francois riesselin,E01490,witness,unknown,,[],1,False,False
pierre clau,E01491,witness,male,,['St Nicolas'],1,False,False
jeanne claudon bessy,E01492,witness,female,,[],1,False,False
jeanne francois tiesselin,E01493,witness,female,,[],1,False,False
jean gantier,E01494,witness,male,,[],1,False,False
colas gagaire,E01495,witness,unknown,,['La Bolle'],2,False,False
marguitte jean anthoine,E01496,witness,female,,['Haillieulle'],1,False,False
marguitte veuve,E01497,witness,female,,['Jean Gamel'],2,False,False
mathiatte,E01498,witness,female,,['Saint Dié'],5,True,False
colas colin,E01499,witness,male,,['Haillieulle'],4,True,False
jehennon claudon george,E01500,witness,female,,['Saincte Margarée'],1,False,False
mengeon valentin,E01501,witness,unknown,,['Saincte Margarée'],2,False,False
jean perry,E01502,witness,male,,['Sainct Margarée'],1,False,False
jean wanemont,E01503,witness,male,,['Saincte Margarée'],1,False,False
le maire clau,E01504,witness,male,,['Sainct Margarée'],3,True,False
didier george le clerc,E01505,witness,unknown,,['Saincte Margarée'],1,False,False
nicolas petit didier de ? had known accused for 20 years; 16 years before he had,E01506,witness,male,,['Avould'],2,False,False
colas hanry,E01507,witness,unknown,,['Sainte Margarée'],1,False,False
jean charramont,E01508,witness,male,,['Vanifosse'],1,False,False
barbelline veuve,E01509,witness,female,,['Jean Vannier'],1,False,False
jean doyen,E01510,witness,male,,['Combrimont'],1,False,False
jean clement lieutenant,E01511,witness,male,,[],3,True,False
colas hanriat,E01512,witness,unknown,,['Faing'],1,False,False
jehennon à jean didier l’hoste,E01513,witness,female,,['Sainte Margerée'],1,False,False
mengeon didier hanriot,E01514,witness,unknown,,['Faing'],1,False,False
noel cayel,E01515,witness,unknown,,['Faing'],1,False,False
vincent hanriot,E01516,witness,unknown,,['Faing'],1,False,False
colin guidat,E01517,witness,unknown,,['Faing'],2,False,False
colas jobert,E01518,witness,unknown,,['Faing'],1,False,False
colas dion,E01519,witness,unknown,,['Faing'],1,False,False
colas jean alix maire,E01520,witness,male,,['Neufviller'],1,False,False
simon honguey,E01521,witness,unknown,,[],2,False,False
humbert colin guidat,E01522,witness,female,,['Vannemont'],1,False,False
bertremin michel flandrey,E01523,witness,unknown,,['Faing'],3,True,False
colas andreu,E01524,witness,unknown,,['Sainte Margarée'],2,False,False
colas didier noel,E01525,witness,unknown,,['Paire'],2,False,False
