name,entity_type,gender,location,authority_role,num_trial_appearances,is_super_witness,personal_suspicion,was_witness_then_accused
Jean Bagay,witness,male,Fontenay,,1,False,False,False
Jean Thiriat,witness,male,Aydoile,,1,False,False,False
Mengeon Philipe Lanson jeune fils,witness,male,,,1,False,False,False
"Claude fille du Sr. Jean Pilot homme de chambre de S.A. residant au chateu de
S.",witness,female,Sr,,1,False,False,False
Mengeon Jean Colas Ferry,witness,male,Thiriville,,1,False,False,False
Mengeon Francois le Jeune,witness,unknown,,,1,False,False,False
Sebille fille de feu Harmant Aulbry,witness,female,Charmes,,1,False,False,False
Isabel femme,witness,female,Jean Pordon,,2,False,False,False
Nicolas Sellier,witness,male,Charmes,,2,False,True,False
Barbe Sellier,witness,female,,,1,False,False,False
Claude Rossel,witness,male,Charmes,,1,False,False,False
Dieudonne Jean,witness,male,,,1,False,False,False
Mongeatte veuve,witness,female,Aulbry Jean,,1,False,False,False
Claudon femme à Jean,witness,female,Besange,,1,False,False,False
Jean Morel serrurier,witness,male,Charmes,,1,False,False,False
George gros Jean drappier à Charmes,witness,male,,,1,False,False,False
Mongeatte femme,witness,female,Jean Jacquat,,1,False,False,False
Idatte femme,witness,female,Jean Bourcy,,2,False,False,False
Cuevrin Dieudonne,witness,unknown,Charmes,,1,False,False,False
Robert fils,witness,male,Nicolas Thierat,,1,False,False,False
Alison femme à Nicolas Thieriat,witness,female,,,1,False,False,False
Claude Didelot charbonnier,witness,male,Porsieux,,1,False,False,False
Didier Morel,witness,unknown,Charmes,,1,False,False,False
Nicolas Barry tailleur,witness,male,Charmes,,1,False,False,False
Francoise la Roche veuve,witness,female,Nicolas Gaillot,,1,False,False,False
Parisot Cugnin,witness,unknown,Charmes,,1,False,False,False
Agnez femme,witness,female,Claude Vallon,,1,False,False,False
Jacques Bouchier,witness,male,Charmes,,1,False,False,False
Andreu Bouillon cordonnier,witness,unknown,Charmes,,1,False,False,False
Jacquatte femme,witness,female,Didier Loys,,1,False,False,False
Jannon vauve Claude Marchal,witness,male,Essegney,,1,False,False,False
Claudon femme a Jean Grainel,witness,female,Essegney,,1,False,False,False
Jannon Marchal femme,witness,female,Claudon Maurice,,1,False,False,False
Chesnon femme a Crestaille Gaillard,witness,female,Essegney,,1,False,False,False
Jannon Jannest femme a Bastien Adan,witness,female,Essegney,,1,False,True,False
Chrestaille Gaillard,witness,unknown,Essegney,,1,False,False,False
Catherine fille de feu Francois Didion,witness,female,,,1,False,True,False
Jead Musnier,witness,unknown,Essegney,,1,False,False,False
Bastien Prevost,witness,male,Essegney,,1,False,True,False
Didier Cure,witness,unknown,Langley,,1,False,False,False
le maire Thiery Prevost,witness,unknown,Essegney,mayor,1,False,False,False
Adam Martin,witness,unknown,Essegney,,1,False,False,False
Jannon fille de feu Francois Couturier,witness,female,Essegney,,1,False,False,False
Jacquat Thiery,witness,unknown,Essegney,,1,False,False,False
Pieron Bocatte,witness,unknown,Essegney,,1,False,False,False
Claude Jean Andreu,witness,male,Essegney,,1,False,False,False
Demenge Caille alias Fanel,witness,male,,,1,False,False,False
Catherine femme a Laurent Forestier alias Gregoire,witness,female,,,1,False,False,False
Jean Grainel,witness,male,Essegney,laboureur,1,False,True,False
Nicolas Perinan,witness,male,Essegney,,1,False,False,False
Isabillon femme,witness,female,Poirson Garat,,1,False,False,False
Barbion Garat veuve,witness,female,Colas Graniere,,1,False,False,False
Pellerin Couturiuex,witness,unknown,Essegney,,1,False,False,False
Mathiotte fille,witness,female,Claudon Gregoire,,1,False,False,False
Chrestienne Chabrouillat native,witness,unknown,Essegney,,1,False,False,False
Barbe fille de feu Claudon Musnier,witness,female,Essegney,,1,False,False,False
Pierre Grand Jean bouchier,witness,male,Charmes,,1,False,False,False
Margueritte Harmant femme,witness,female,Nicolas Gegoult,,1,False,True,False
Barbon fille,witness,female,Jean Michiel,,1,False,False,False
Nicolas Claudert,witness,male,Charmes,,1,False,False,False
Mengeotte femme,witness,female,Guillaume Redoubte,,2,False,False,False
Mongeon femme,witness,female,Demenge,,1,False,True,False
Nicolas Gegoult marchal,witness,male,Charmes,,1,False,False,False
Cuguin Flaux,witness,unknown,Charmes,,1,False,False,False
Anne femme,witness,female,Nicolas Meschy,,1,False,False,False
Chesnon veuve de feu Linard Martin,witness,female,Charmes,,1,False,False,False
Bastienne veuve Demenge Ferry,witness,female,Charmes,,1,False,False,False
Cuguin Maillard,witness,unknown,,,1,False,False,False
Pierson Rouyer,witness,unknown,,,1,False,False,False
Claudon Maillard,witness,male,,,1,False,False,False
Hannix fille Husson Bourguignon,witness,female,,,1,False,False,False
Claude fille Thierry Maillard,witness,female,,,1,False,False,False
Françoise veuve Demenge Maillard,witness,female,,,1,False,True,False
Nicolas fils Claude Noel,witness,male,,,1,False,False,False
Jean Moyne,witness,male,,,1,False,False,False
Cesar Maillard,witness,unknown,,,1,False,False,False
Magdelaine,witness,unknown,,,1,False,False,False
Nicolas George,witness,male,,,1,False,False,False
Jean Aulbry le vieux,witness,male,,,2,False,False,False
Marie veuve Colas Moyne,witness,female,,,1,False,False,False
Pentecoste veuve Estienne Moyne,witness,female,,,2,False,False,False
Nicolas Aulbry,witness,male,,,1,False,False,False
Margueritte femme Claudon Chastellain,witness,female,,,1,False,False,False
Francoise veuve Demenge Maillard,witness,female,,,1,False,False,False
Jean Moine,witness,male,,,1,False,False,False
Claude Coinat jeune fils,witness,male,,,1,False,False,False
Jean Coinat,witness,male,,,1,False,False,False
Jean Aulbry le jeune,witness,male,,,1,False,True,False
Aulbry Aulbry,witness,unknown,,,1,False,False,False
Laurent Simonin,witness,unknown,,,1,False,False,False
Remy Grand Remy,witness,unknown,,,1,False,False,False
Denis Barbel,witness,female,,,1,False,False,False
Hannix Masson,witness,unknown,,,1,False,False,False
Claude fils Estienne Chastelain,witness,male,,,1,False,False,False
Thomas Genin dit Phillipe,witness,unknown,,,1,False,False,False
Idatte veuve,witness,female,Didier Gregy,,1,False,False,False
Anthoine Gerardin jadis maieur,witness,unknown,Rugney,,1,False,False,False
Jean Grandidier,witness,male,,,1,False,False,False
Remy Eurat vigneron,witness,unknown,Rugney,,1,False,False,False
Lucie fille,witness,female,Claudon Mihiel,,1,False,False,False
Catherine fille,witness,female,Claudon Mihiel,,1,False,False,False
Claude Batillot dit Michiel,witness,male,,,1,False,False,False
Francois Marchal,witness,unknown,,laboureur,1,False,False,False
Nicolas Batillot,witness,male,,,1,False,False,False
Alix femme du maire Laurent Laurent,witness,female,Brantigny,,1,False,False,False
Mengin Sauffroy labouraur,witness,unknown,Brantigny,,1,False,False,False
Demenge Sauffroy,witness,male,Brantigny,,1,False,False,False
Claudon Robert,witness,male,Brantigny,,1,False,False,False
Francois Sauffroy,witness,unknown,Brantigny,laboureur,1,False,False,False
Claudon Batillot,witness,male,Brantigny,,1,False,False,False
Idatte femme à Laurent Thiebault,witness,female,Brantigny,,1,False,False,False
Bastienne femme à Jean Sauffroy,witness,female,Brantigny,,1,False,False,False
Janne femme à Claude Vaultrin,witness,female,,,1,False,False,False
Catherine veuve Bastien Richard,witness,female,Charmes,,1,False,False,False
Anne femme à Remy Paris boulenger,witness,female,Charmes,,1,False,False,False
Janne servante au maire Claude Ulriet,witness,female,,,1,False,False,False
Didier Simon mercier à Charmes,witness,unknown,,,1,False,False,False
Anne fille,witness,female,Didier Simon,,1,False,True,False
Claudon fille,witness,female,Didier Simon,,1,False,False,False
Bastienne femme à Germain Soyer tailleur d'habits,witness,female,Charmes,,1,False,False,False
Barbe femme,witness,female,Jean,,3,False,False,False
Lucie femme,witness,female,Nicolas Remy,,1,False,False,False
Margueritte fille de la precedente,witness,female,,,1,False,False,False
Honn homme Panchras Vienot,witness,unknown,,,1,False,True,False
Henry Errard,witness,unknown,,,1,False,False,False
Didier Wiriot,witness,unknown,,,1,False,False,False
Isabel femme Mengin Wiriot,witness,female,,,1,False,False,False
Jannotte femme Jean Vidier,witness,female,,,1,False,False,False
Alix femme Claudon Bonnier,witness,female,,,1,False,False,False
Mathiotte veuve Claudin Gegoust,witness,female,,,1,False,False,False
Laurence femme au maire Panchras Vincenot,witness,female,,,1,False,False,False
Barbe femme Didier Remy,witness,female,,,1,False,False,False
Famion femme Didier Wiriot,witness,female,,,1,False,False,False
Didier Masselat,witness,unknown,,,1,False,False,False
"and (16) Two unnamed witnesses to same effect as above.
(17) Didier Messel",witness,unknown,,,1,False,False,False
Honn homme Claudin Mourot,witness,unknown,,,1,False,False,False
Alizon femme Claudin Mourot,witness,female,,,1,False,False,False
Cleron,witness,unknown,,,1,False,False,False
Mengeotte femme Mathiot Paulot,witness,female,,,1,False,False,False
Barbe femme Jean Serge,witness,female,,,1,False,False,False
Claudatte fille feu Claudin Videllot,witness,female,,,1,False,False,False
Gillemin Huet,witness,unknown,,,1,False,False,False
Alix femme Jacquot des Pres,witness,female,,,1,False,False,False
Perrin Boulengier,witness,unknown,St,laboureur,1,False,False,False
Claude femme,witness,female,Jean Marsellot,,2,False,True,False
Claudin Didillot,witness,unknown,St,laboureur,1,False,False,False
Gerard Pierrot,witness,unknown,St,laboureur,1,False,False,False
Colas Thouvenin,witness,unknown,St,laboureur,1,False,False,False
Jean Petit Jean,witness,male,St,laboureur,2,False,False,False
Izabellon femme à Jean Petit Jean,witness,female,,,1,False,False,False
Marie veuve,witness,female,Clement Behel,,1,False,False,False
Claudin Husson boulengier,witness,unknown,St,,1,False,True,False
Margueritte femme à Claudon Didellot,witness,female,St,,1,False,False,False
Ydeline femme,witness,female,Colas Thouvenin,,1,False,False,False
Clement Behel,witness,unknown,St,,1,False,False,False
Mengeon veuve,witness,female,Bartremin Collin,,2,False,False,False
Mre Jean Vincenot chirurgien,witness,male,St,,1,False,False,False
Symon Baltaire,witness,unknown,St,laboureur,1,False,True,False
Claudin Petit,witness,unknown,St,laboureur,1,False,False,False
Claudon femme,witness,female,Perrin Boulengier,,2,False,False,False
Didier Marsellot,witness,unknown,St,laboureur,1,False,False,False
Sebille fille,witness,female,Didier Marsellot,,1,False,False,False
Didier Messe,witness,unknown,St,laboureur,1,False,False,False
Jacquot,witness,unknown,Prey,,1,False,False,False
Claudon Talleron,witness,male,St,laboureur,1,False,False,False
Toussaincts Licaire,witness,unknown,St,,1,False,False,False
Andreu Jacquinot,witness,unknown,St,laboureur,1,False,False,False
Jean Georgeon,witness,male,St,laboureur,1,False,False,False
Claudon Gobel,witness,male,St,laboureur,1,False,False,False
Le maire Pancras Vincenot,witness,unknown,St,mayor,1,False,False,False
Viriot Petit Jean,witness,male,St,,1,False,False,False
Barbe femme à Anthoine Bon Jean de la Nenfville,witness,female,,,1,False,False,False
Jeannon femme à Nicolas Deny de la Neufville,witness,female,,,1,False,False,False
Phelippa veuve,witness,female,Mengin Badel,,1,False,False,False
Nicodemus Utchin,witness,unknown,,,1,False,False,False
Mengin Gardeme de la Neufville,witness,unknown,,,1,False,False,False
Jean Ferry de la Neufville,witness,male,,,1,False,False,False
Florentin Moictessier,witness,unknown,,,1,False,False,False
Nicolas Denys de la Neufville,witness,male,,,1,False,False,False
Vincent Badel de la Neufville,witness,unknown,,,1,False,False,False
Yzabel femme,witness,female,Adam Varin,,1,False,False,False
Jalby femme,witness,female,Jean Willaume,,1,False,False,False
Mongin Tonnerel,witness,unknown,,laboureur,1,False,False,False
Adrienne femme,witness,female,Mongin Tonnerel,,1,False,False,False
Jean Willaume surnomme Brancquebourg,witness,male,,,1,False,False,False
Mengin Michiel mainouvrier de la Neufville,witness,unknown,,,1,False,False,False
Adam Varin de la Neufville,witness,unknown,,,1,False,False,False
Jean Villaume le Jeune de la Neufville,witness,male,,,1,False,False,False
Mathieu Varin de la Neufville,witness,unknown,,,1,False,False,False
Nicolas Gegoult hostellier de la Neufville,witness,male,,,1,False,False,False
Jean Vanyer de la Neufville,witness,male,,,1,False,True,False
Ysabeau femme à Jean Villaume temoin precedent (!),witness,female,,,1,False,False,False
Barbe femme d’Andreu Basle de la Neufville,witness,female,,,1,False,False,False
Halbix veuve Florentin Mongenot bouchier de la Neufville,witness,female,,,1,False,False,False
Didier Bouvard,witness,unknown,,,1,False,False,False
Ysabel femme,witness,female,Jacquot Gudine,,1,False,False,False
Jehan Thouvenel,witness,unknown,,,1,False,False,False
Cathin femme à Jehan Thouvenel,witness,female,,,1,False,False,False
Claudet fils,witness,male,Claude Cabled,,1,False,False,False
Lucresse femme,witness,female,Gaspard,,1,False,False,False
Jannon femme à Claude Cabled de la Neufville,witness,female,,,1,False,False,False
Andreu Baille de la Neuiville,witness,unknown,,,1,False,False,False
Thierry Toussainct de la Neufville,witness,unknown,,,1,False,False,False
Claudot Cabled de la Neufville,witness,unknown,,,1,False,False,False
Janotte femme,witness,female,Jehan Vastron,,1,False,False,False
Thomasse femme à Claude Utchin substitut,witness,female,,,1,False,False,False
Cathin femme,witness,female,Jehan Cabled,,1,False,False,False
Guennotte fille,witness,female,Jean Louys,,1,False,False,False
Barthelemy fils,witness,male,Jean Molen,,1,False,False,False
Claude Magister,witness,male,,laboureur,1,False,False,False
Mongeotte femme du precedent,witness,female,,,1,False,False,False
Magdelaine fille feu Florentin Pernot (surnomme Visage,witness,female,Ange,,1,False,False,False
Anne femme Mengin Claude tisserand en la meme rue,witness,female,,,1,False,False,False
Didiere femme Pierre Roussel,witness,female,,,1,False,False,False
Jacques Amand tisserand,witness,male,Neufchateau,,1,False,False,False
Balthazar la Hyre,witness,unknown,,,1,False,True,False
Francois Naville paistre des menues bestes,witness,unknown,Condé,,1,False,False,False
Claudon des Chiens femme Jean Genereux,witness,female,Condé,,1,False,False,False
Mengeon Francois femme Nicolas Chardin,witness,female,Condé,,1,False,False,False
Claudon Vincent femme Jean Pieron,witness,female,Condé,,1,False,False,False
Jean Renesson Vigenberg,witness,male,Condé,,1,False,False,False
Jean Vaulthier paistre des bestes rouges,witness,male,Condé,,1,False,False,False
Mengin Bailly,witness,unknown,Condé,,1,False,False,False
Claude Louis vigneron,witness,male,Condé,,1,False,False,False
Noel Roussel,witness,unknown,,,1,False,False,False
Jean Genereux,witness,male,Condé,,1,False,False,False
Nicolas Mathelin vigneron,witness,male,Condé,,1,False,False,False
Odille femme Mengin Bailly,witness,female,Condé,,1,False,False,False
Francoise femme Claude Bracconnier,witness,female,,,1,False,False,False
Barthelemy Francois serrurier,witness,unknown,Condé,,1,False,False,False
Claude Bracconnier bouchier,witness,male,Condé,,1,False,False,False
Maizon femme Jean Vauchier paistre des rouges bestes,witness,female,Condé,,1,False,False,False
Jenon femme Claudin Peletier,witness,female,,,2,False,False,False
Agnelle femme Petter Lhore,witness,female,,,1,False,False,False
Claudin Hamon,witness,unknown,,,1,False,False,False
Petter Boulengier,witness,unknown,,,1,False,False,False
Petter Lhore,witness,unknown,,,1,False,False,False
Loys Melanicq,witness,unknown,,,1,False,False,False
Moritz Manouvrier,witness,unknown,,,1,False,False,False
Claudin Peletier,witness,unknown,,,2,False,False,False
Francois Melenicque,witness,unknown,,,1,False,False,False
Schlosspetter Mre echevin,witness,unknown,,,1,False,False,False
Noel Waultrin,witness,unknown,,,1,False,False,False
Rose femme Colas Tixerand,witness,female,,,1,False,False,False
Mengeotte femme du maire Hannel,witness,female,,,1,False,False,False
Colin Oudenot manouvrier,witness,unknown,,,1,False,False,False
Hamans Petter,witness,unknown,,,1,False,False,False
Barthelhans Huyllier,witness,unknown,,,1,False,False,False
Nickels Petter,witness,unknown,,,1,False,False,False
Britz,witness,unknown,,,1,False,False,False
Jean Mathieu manouvrier,witness,male,,,1,False,False,False
Agnelle femme Petter Lorre,witness,female,,,1,False,False,False
Jenon femme Jean Denys,witness,female,,,1,False,False,False
Marie femme Moritz manouvrier,witness,female,,,1,False,False,False
Claudin Haman,witness,unknown,,,1,False,False,False
Petter Boulangier,witness,unknown,,,1,False,False,False
Petter Lore,witness,unknown,,,1,False,False,False
Loys Melenicque,witness,unknown,,,1,False,False,False
Morise manouvrier,witness,unknown,,,1,False,False,False
Francoys Melenicque,witness,unknown,,,1,False,False,False
Schlosspetter,witness,unknown,,,1,False,False,False
Clemence,witness,unknown,,,1,False,False,False
Mengin Finel,witness,unknown,,,1,False,False,False
Le vieux Haman,witness,unknown,,,1,False,False,False
Rictel Schoullen,witness,unknown,,,1,False,False,False
Andreu Gralp Kopff,witness,unknown,,,1,False,False,False
Thomen Senuiet,witness,unknown,,,1,False,False,False
Arnolt Mengin,witness,unknown,,,1,False,False,False
Jehan Mathieu alias Gros Jehan,witness,unknown,,,1,False,False,False
Colla Symeon,witness,unknown,,,1,False,False,False
Quentin Le Roy,witness,unknown,,,1,False,False,False
Didier Braunschwicks,witness,unknown,,,1,False,False,False
Marie veuve Steff,witness,female,,,1,False,False,False
Engel femme au Schouller,witness,female,,,1,False,False,False
Elizabeth femme au vieulx Haman,witness,female,,,1,False,False,False
Alyson femme Michiel,witness,female,,,1,False,True,False
Jehanne femme Demenge Sollier,witness,female,,,1,False,False,False
Nesso femme George,witness,female,,,1,False,False,False
Alyson femme Bernard Mathieu,witness,female,,,1,False,False,False
Jacobs Haman,witness,unknown,,,1,False,False,False
Engel veuve Michel Schouter,witness,female,,,1,False,False,False
Elysabeth femme Jacobs Haman,witness,female,,,1,False,False,False
Alyson femme jeune Haman,witness,female,,,1,False,False,False
Geoffroy Pérot Sellier,witness,unknown,,,1,False,False,False
Annel femme du precedent,witness,female,,,1,False,False,False
Marie femme Hannssman,witness,female,,,1,False,False,False
Sennelle femme Arnould Mengin,witness,female,,,1,False,False,False
Barbe femme Quentin le Roy,witness,female,,,1,False,False,False
Annel veuve Jean Thomas,witness,female,,,1,False,False,False
Catherine jadis femme Laurent Parmentier (now lepreux),witness,female,,,1,False,False,False
Quentin le Roy,witness,unknown,,,1,False,False,False
Estienne Mulnier,witness,unknown,,,1,False,False,False
Le jeune Haman,witness,unknown,,,1,False,False,False
Barbe femme Faulhanns,witness,female,,,1,False,False,False
Le maire Michiel,witness,unknown,,mayor,1,False,False,False
Margueritte femme Grand Austien,witness,female,,,1,False,False,False
Sibille femme Rebenhanns,witness,female,,,1,False,False,False
Christienne femme Nickel Marchal,witness,female,,,1,False,True,False
Anthoine fils Berkerhanns,witness,male,,,1,False,False,False
Laurent Hoch,witness,unknown,Angviller,,1,False,False,False
Margueritte femme Niclaus Baller,witness,female,,,1,False,False,False
Doctor Nickel,witness,unknown,,,1,False,True,False
Margueritte femme Hermans Hanns,witness,female,,,1,False,False,False
Mayette femme Anthoine Charpentier,witness,female,,,1,False,False,False
Barbe femme Steffen Faulhanns,witness,female,,,1,False,False,False
Bride femme Klein Nickel,witness,female,,,1,False,False,False
Walter Adam,witness,unknown,,,1,False,True,False
Estienne Cherrier,witness,unknown,,,1,False,False,False
Mayette femme Viryot Didier,witness,female,Salm,,1,False,False,False
Culryo Petit Symon,witness,unknown,,,1,False,False,False
Estienne Blosson,witness,unknown,,,1,False,False,False
Chrestien le Clerc,witness,unknown,,,1,False,False,False
Colas Phlippe,witness,unknown,,,1,False,False,False
Michiel gendre Curien Charpentier,witness,unknown,,,1,False,True,False
Lienhard Marchal,witness,unknown,,,1,False,False,False
Pelto Hardier dit Brayotte,witness,unknown,,,1,False,False,False
Adam Peterquin,witness,unknown,,,1,False,True,False
Le maire Conradt,witness,unknown,,mayor,1,False,False,False
Didier Chatron,witness,unknown,,,2,False,True,False
George Crenelé,witness,unknown,,,1,False,False,False
Hans Grand Bernard,witness,unknown,,,1,False,False,False
Claus Arnolt,witness,unknown,,,1,False,False,False
Wirych Grand Jean,witness,male,,,1,False,False,False
Didier Tixerant,witness,unknown,,,1,False,False,False
Jean Gigoux,witness,male,,,1,False,False,False
Estienne Garsonnet,witness,unknown,,,1,False,False,False
Jacquot Colas le Maire,witness,unknown,,,1,False,False,False
Didier Colas le Maire,witness,unknown,,,1,False,False,False
Warin Manouvrier,witness,unknown,,,1,False,False,False
Bingel femme Kutz Nickel,witness,female,,,1,False,False,False
Odille femme Schwaben Mathis,witness,female,,,1,False,False,False
Sybille femme Stoffel Schmidt,witness,female,,,1,False,False,False
Bette veuve Hans Duscher,witness,female,,,1,False,False,False
Apelonne femme Stoffel Portier,witness,female,,,1,False,False,False
Dimenche Schweitzer,witness,unknown,,,1,False,False,False
François Oudat,witness,unknown,,,1,False,False,False
La grosse Anne,witness,female,,,1,False,True,False
Jean Cordonnier,witness,male,,,2,False,False,False
Denys Tourneur,witness,unknown,,,1,False,True,False
Jean Caillat,witness,male,,,1,False,False,False
Fleische Hanns,witness,unknown,,,1,False,True,False
Jean Tixerant,witness,male,,,1,False,False,False
Françoise femme Colas le Petit Masson,witness,female,,,1,False,True,False
Jeanne femme Stro Hanns,witness,female,,,1,False,False,False
Bonnen Petter,witness,unknown,,,1,False,False,False
Schu Thiebault sergent en la justice,witness,unknown,Amange,,1,False,True,False
Humbert Bousendorff,witness,unknown,,,1,False,True,False
Jean fils Schu Adam,witness,male,,,1,False,False,False
Barthelemin Cousturier,witness,unknown,,,1,False,False,False
Jean fils Jacques Woitsch,witness,male,,,1,False,False,False
Bignelle femme Frantz Man,witness,female,,,1,False,False,False
Mengette femme Christman (at wars in Low Countries),witness,female,,,1,False,False,False
Ysambart Vieulx Maire,witness,unknown,,,1,False,True,False
Jean le Jeune,witness,male,,,1,False,True,False
Thomas de la Haye,witness,unknown,,,1,False,False,False
Hanns Fritsch,witness,unknown,,,1,False,False,False
Cornelius Marchal,witness,unknown,,,1,False,False,False
Marguitte femme du precedent,witness,female,,,8,True,False,False
Jacob Moitsch,witness,unknown,,,1,False,True,False
Jehenne veuve Adam Marchal,witness,female,Amange,,1,False,False,False
Hanns Cordonnier,witness,unknown,,,1,False,True,False
Fritsch Spoule,witness,unknown,,,1,False,False,False
Fiacre Barbier,witness,unknown,Albestorff,,1,False,False,False
Barthel Weisskopff,witness,unknown,Albestorff,,1,False,False,False
Philippe Bouleman,witness,unknown,Nelling,,1,False,False,False
Fritzen Hanns,witness,unknown,Nelling,,1,False,False,False
Demenge Schweytzer,witness,male,,,1,False,False,False
Contzen Nickel,witness,unknown,,,1,False,False,False
Mariette femme Thonius,witness,female,,,1,False,False,False
Jean Laiffer,witness,male,,,1,False,False,False
Jean Tixerand,witness,male,,,1,False,False,False
Clement Thiebault,witness,unknown,,,2,False,False,False
Jean Cailla,witness,male,,,2,False,False,False
Synelle veuve du feu maitre d'école,witness,female,,,1,False,False,False
Daniel Melon,witness,unknown,,,1,False,False,False
Mariette femme du precedent,witness,female,,,1,False,False,False
Odile femme,witness,female,Henry Cousturier,,1,False,False,False
Clemens Hanns,witness,unknown,,,1,False,False,False
Thomas Tourneur,witness,unknown,,,1,False,False,False
Sybille femme Stoffel Marchal,witness,female,,,1,False,False,False
Mathis Schwab,witness,unknown,,,1,False,False,False
Stoffel Marchal,witness,unknown,,,1,False,False,False
Luc Reise,witness,unknown,,,1,False,False,False
Synnelle femme Gaspar Cherrier,witness,female,,,1,False,False,False
Estienne Schwab,witness,unknown,,,1,False,False,False
Nicolas Pescheur,witness,male,,,1,False,False,False
Guillaume Thomas,witness,unknown,,,1,False,False,False
Bingel femme Luc Reise,witness,female,,,1,False,False,False
Fritsche Cordonnier,witness,unknown,,,1,False,False,False
Simon Barbier,witness,unknown,,,1,False,True,False
Dimenche Welsche,witness,unknown,,,1,False,False,False
Jean Cousturier,witness,male,,,1,False,False,False
Nicolas Leuffer,witness,male,,,1,False,False,False
Mathieu Thiery,witness,unknown,,,1,False,False,False
Double Hans,witness,unknown,,,1,False,False,False
Francois Adam,witness,unknown,,,1,False,True,False
Dieudonné paistre des vaches du moctrier,witness,unknown,Boreche,,1,False,False,False
Clemance femme Collas Moictrier,witness,female,,,1,False,True,False
Bastien veuve le Gros Feltien,witness,female,,,1,False,False,False
Meclon veuve Didier Lhuilier,witness,female,,,1,False,False,False
Claude Cloppestein bouchier,witness,male,Marsal,,1,False,False,False
Zenelle femme du precedent,witness,female,,,1,False,False,False
Crisman Lampert,witness,unknown,,,1,False,False,False
Michiel,witness,unknown,,,1,False,False,False
Demenge Colas le maire,witness,male,,,1,False,False,False
Nicolle femme au precedent,witness,female,,,1,False,False,False
Austien le Maire,witness,unknown,,laboureur,1,False,False,False
Hans le petit Benet,witness,unknown,,,1,False,False,False
Michiel Beze Michel,witness,unknown,,,1,False,False,False
Cretaille Estienne manouvrier,witness,unknown,,,1,False,False,False
Jeannon femme Colas le Maire,witness,female,,,1,False,False,False
Cretienne femme,witness,female,Couret,,1,False,False,False
Mayetté femme Krieer Hans,witness,female,,,1,False,False,False
Simon Lampert,witness,unknown,,,1,False,False,False
Blaisse Pierre,witness,male,,laboureur,1,False,False,False
Claudin Genin,witness,unknown,,,1,False,False,False
Jean Dizard,witness,male,,,1,False,False,False
Didier,witness,unknown,Fer,,7,True,False,False
Nicolas Marlier masson,witness,male,Einville,,1,False,False,False
Bernard Jacquot,witness,unknown,Einville,,1,False,False,False
Nicole femme du precedent,witness,female,,,4,True,False,False
Estienne Goudat,witness,unknown,Einville,,1,False,False,False
Demenge Goguette,witness,male,Einville,,1,False,False,False
Claudon Villermin,witness,male,Einville,,1,False,False,False
Aubertin Tripa,witness,unknown,Einville,,1,False,False,False
Jacquot Bernard,witness,unknown,Einville,,1,False,False,False
Caterine femme Jacquot Bernard,witness,female,,,1,False,False,False
Margueritte femme Gregoire Marchal,witness,female,Einville,,1,False,False,False
Agnes femme Nicolas Herbel,witness,female,Einville,,1,False,False,False
Jehenne femme Aubertin Tripa,witness,female,Einville,,1,False,False,False
Barbe femme Didier Pinel,witness,female,Einville,,1,False,False,False
Alizon femme Claudon Villermin,witness,female,Einville,,1,False,False,False
Didier Pinel,witness,unknown,Einville,,1,False,False,False
Didier Caillot,witness,unknown,Einville,,1,False,False,False
Didier Malgray,witness,unknown,Einville,,1,False,False,False
Mengeatte femme Claudin Patenotte moictrier de la Borde proche Einville,witness,female,,,1,False,False,False
Claudin Patenotte moictrier de la Borde,witness,unknown,,,1,False,False,False
Gregoire Marchal,witness,unknown,Einville,,1,False,False,False
Didier Cognient masson,witness,unknown,Einville,,1,False,False,False
Claudon Fourestier,witness,male,Einville,,1,False,False,False
Nicolas Barbellin,witness,female,Bathelemont,,1,False,False,False
Jean Richard,witness,male,Bathelemont,,1,False,False,False
Jean Barbellin,witness,female,Bathelemont,,1,False,False,False
Jean Frocquel,witness,male,Bathelemont,,1,False,False,False
Jean Barbellin le jeune,witness,female,Bathelemont,,1,False,False,False
Laurent Maurisse,witness,unknown,Bathelemont,,1,False,False,False
Michel Barbellin,witness,female,Bathelemont,,1,False,False,False
Agnes femme Jean Loys,witness,female,Bathelemont,,1,False,False,False
Claudon Anthoine,witness,male,Bathelemont,,1,False,False,False
Margueritte femme Jean Fercquel,witness,female,Bathelemont,,1,False,False,False
Agnel veuve Noel Gaidat,witness,female,Bathelemont,,1,False,False,False
Agnel femme Laurent Masruy,witness,female,Bathelemont,,1,False,False,False
Sybille femme Pierron Goudat,witness,female,Bathelemont,,1,False,False,False
Girard Husson,witness,unknown,Bathelemont,,1,False,False,False
Catherine veuve Anthoine Menzier,witness,female,,,1,False,False,False
Catherine veuve Claude Pieton,witness,female,Bathelemont,,1,False,False,False
Anthoine Epvre,witness,unknown,Bathelemont,,1,False,False,False
Jean Mengin,witness,male,Bathelemont,,7,True,False,False
Jacotte veuve Claudon Goudat,witness,female,Bathelemont,,1,False,False,False
Catherine femme Jean Mengin,witness,female,Bathelemont,,1,False,False,False
Jeanne femme Gerard Husson,witness,female,Bathelemont,,1,False,False,False
Barbelline femme Claudon Vatrin,witness,female,,,1,False,False,False
Margueritte femme Anthoine Epvre,witness,female,Bathelemont,,1,False,False,False
Jean Harricquel,witness,male,Bathelemont,,1,False,False,False
Symonin Barbellin,witness,female,Bathelemont,,1,False,False,False
