person1,person2,relationship_type,trial_id,evidence_text,confidence
Dedie,Prins Barheur,spouse_widow,w003,Dedie veuve Prins Barheur,1.0
Jehenne,Didier Bregeat,spouse_wife,w003,Jehenne femme Didier Bregeat,1.0
Jennon,Cesar Jennat,spouse_wife,w003,Jennon femme Cesar Jennat,1.0
Perise,Nicolas Gaspart,spouse_wife,w003,Perise femme Nicolas Gaspart,1.0
Barbe,Jean Bregeat,spouse_wife,w003,Barbe femme Jean Bregeat,1.0
Jehenne,Pierre Vigneron,spouse_wife,w003,Jehenne femme Pierre Vigneron,1.0
Jeanne,Michiel Godar,spouse_wife,w005,Jeanne femme Michiel Godar,1.0
Marguerite,Claude Hersault,spouse_widow,w005,Marguerite veuve Claude Hersault,1.0
Bastienne,Nicolas Mercier,spouse_wife,w005,Bastienne femme Nicolas Mercier,1.0
Barbe,Demenge Anguevin,spouse_wife,w005,Barbe femme Demenge Anguevin,1.0
Jacquatte,Didier Martin,spouse_wife,w005,Jacquatte femme Didier Martin,1.0
Barbe,Demenge Pouignon,spouse_widow,w005,Barbe veuve Demenge Pouignon,1.0
Barbe,Demenge Angnevin,spouse_wife,w006,Barbe femme Demenge Angnevin,1.0
Catherine,Nicolas Symmonet,spouse_wife,w006,Catherine femme Nicolas Symmonet,1.0
Mengeatte,Jean Symmonet,spouse_wife,w006,Mengeatte femme Jean Symmonet,1.0
Laurence,Nicolas Symmonet,child_daughter,w006,Laurence fille Nicolas Symmonet,1.0
Izabel,Didier Barizien,spouse_widow,w008,Izabel veuve Didier Barizien,1.0
Margueritte,Daniel Houin,spouse_wife,w008,Margueritte femme Daniel Houin,1.0
Bietrix,Fran,spouse_wife,w008,Bietrix femme François Thierion,1.0
Margueritte,Demenge Gatton,spouse_widow,w010,Margueritte veuve de Demenge Gatton de Herbeviller,1.0
Margueritte,Demenge Huguenin,spouse_wife,w011,Margueritte femme Demenge Huguenin le jeune,1.0
Jeanne,Demenge Balatte,spouse_wife,w011,Jeanne femme Demenge Balatte,1.0
Jeanne,Claude Ferquel,spouse_wife,w011,Jeanne femme Claude Ferquel,1.0
Laurence,Laurent Blanc,spouse_wife,w011,Laurence femme Laurent Blanc Didier,1.0
Claudon,Claudin Fulpin,child_daughter,w011,Claudon fille Claudin Fulpin,1.0
Dion,Parel Vilaume,child_daughter,w011,Dion fille Parel Vilaume le vieux,1.0
Marie,Claudon Vosgien,spouse_widow,w011,Marie veuve Claudon Vosgien,1.0
Anne,Nicolas Granice,spouse_wife,w011,Anne femme Nicolas Granice,1.0
Marion,Jacot Estiennon,spouse_widow,w012,Marion veuve de Jacot Estiennon Petit Demenge de Seuch,1.0
Margueritte,Vincent Delon,spouse_wife,w012,Margueritte femme de Vincent Delon,1.0
Mongeotte,George Gillet,spouse_widow,w012,Mongeotte veuve de George Gillet Pierre Geoffroy de Seuch,1.0
Remy,Jean Graniere,child_son,w012,Remy fils Jean Graniere,1.0
Francoise,Pierot Blaise,spouse_wife,w012,Francoise femme de Pierot Blaise Andre de Seuch,1.0
Alix,Claudon Simonin,spouse_widow,w012,Alix veuve de Claudon Simonin de Seuch,1.0
Jannon,Fran,spouse_wife,w013,Jannon femme François Joliot,1.0
Claudotte,Nicolas Boudart,spouse_wife,w013,Claudotte femme de Nicolas Boudart de Xennenay,1.0
Claudotte,Demengeon,spouse_widow,w013,Claudotte veuve Demengeon de Rainfaing,1.0
Marguerite,Nicolas,spouse_wife,w013,Marguerite femme de Nicolas le Clerc,1.0
Catherine,Bertrand Graniere,spouse_wife,w013,Catherine femme de Bertrand Graniere,1.0
Claudotte,Jean Cordebotte,spouse_wife,w013,Claudotte femme de Jean Cordebotte de Xennenay,1.0
Marguerite,Demengeon Blaise,spouse_widow,w013,Marguerite veuve de Demengeon Blaise Olry de Xennenay,1.0
Jean,Thienon Boudart,child_son,w013,Jean fils Thienon Boudart de Xennenay,1.0
Catherine,Vincent Xalley,spouse_widow,w014,Catherine veuve de Vincent Xalley,1.0
Toussaine,Arbin Beustal,spouse_wife,w015,Toussaine femme Arbin Beustal,1.0
Paccatte,Remy Claudon,spouse_wife,w015,Paccatte femme Remy Claudon Bustal,1.0
Barbe,Mathieu,spouse_widow,w016,Barbe veuve Mathieu la Breuche,1.0
Anthoinette,Nicolas Petit,child_daughter,w017,Anthoinette fille Nicolas Petit Jean,1.0
Catherine,Delon Vincent,spouse_widow,w017,Catherine veuve Delon Vincent,1.0
Remiere,Nicolas Villaume,spouse_wife,w018,Remiere femme Nicolas Villaume,1.0
Didiere,Demenge Jacques,spouse_wife,w018,Didiere femme Demenge Jacques,1.0
Nicole,Demenge Thiebault,spouse_wife,w018,Nicole femme Demenge Thiebault Lamouratte,1.0
Mengeon,Nicolas Villaume,child_daughter,w018,Mengeon fille Nicolas Villaume,1.0
Barbe,Remy Choffel,spouse_wife,w018,Barbe femme Remy Choffel,1.0
Magdelaine,Nicolas Villaume,child_daughter,w018,Magdelaine fille Nicolas Villaume,1.0
Catherine,Delon Choffel,spouse_wife,w018,Catherine femme Delon Choffel,1.0
Colatte,Jean Demenge,spouse_wife,w018,Colatte femme Jean Demenge,1.0
Anne,Romain Thiebault,spouse_wife,w018,Anne femme Romain Thiebault Lamouratte,1.0
Nicolas,Demenge Lamouratte,child_son,w018,Nicolas fils Demenge Lamouratte,1.0
Estienne,Jean Haxart,child_son,w018,Estienne fils Jean Haxart,1.0
Claudon,Jean Demenge,child_son,w018,Claudon fils Jean Demenge,1.0
Mongeotte,Remy Claude,spouse_wife,w018,Mongeotte femme Remy Claude Parmentier,1.0
Marie,Jean Colin,child_daughter,w018,Marie fille Jean Colin,1.0
Claudon,Vincent Choffel,child_son,w018,Claudon fils Vincent Choffel,1.0
Mongeotte,Joseph Claudel,spouse_wife,w018,Mongeotte femme Joseph Claudel Dirhay,1.0
Royne,Remy Martin,spouse_wife,w018,Royne femme Remy Martin,1.0
Anthoinette,Nicolas Petit,child_daughter,w019,Anthoinette fille Nicolas Petit Jean,1.0
Toussaine,Jean Colé,spouse_wife,w019,Toussaine femme Jean Colé,1.0
Margueritte,Demenge Romain,spouse_widow,w021,Margueritte veuve Demenge Romain,1.0
Marie,Remy Jeandel,child_daughter,w021,Marie fille Remy Jeandel,1.0
Claudine,Jean Cunelier,spouse_wife,w023,Claudine femme Jean Cunelier,1.0
Claudatte,Didier Mengin,spouse_wife,w023,Claudatte femme Didier Mengin,1.0
Magdelaine,Ambroise Caba,spouse_wife,w023,Magdelaine femme Ambroise Caba,1.0
Jeanne,Claudon Mengin,spouse_wife,w023,Jeanne femme Claudon Mengin,1.0
Sabillon,Didier,spouse_wife,w023,Sabillon femme Didier de Dompierre,1.0
Sebille Cloutier,Colas Bourdaine,spouse_widow,w023,Sebille Cloutier veuve Colas Bourdaine,1.0
Barbelline,Jean Bouchat,spouse_wife,w023,Barbelline femme Jean Bouchat,1.0
Marie,Francois Rouyer,spouse_wife,w023,Marie femme Francois Rouyer,1.0
Claudatte,Jean Pinadel,spouse_wife,w023,Claudatte femme Jean Pinadel,1.0
Sebille,Jean Mercier,spouse_widow,w023,Sebille veuve Jean Mercier,1.0
Marguerite,Nicolas Humbert,spouse_wife,w024,Marguerite femme Nicolas Humbert dit de Serceour,1.0
Jennon,Demenge,spouse_wife,w024,Jennon femme Demenge de Merviller,1.0
Alison,Jean Henry,spouse_widow,w024,Alison veuve Jean Henry Michiel,1.0
Bietrix,Bastien Vigneron,spouse_widow,w024,Bietrix veuve Bastien Vigneron,1.0
Jehenne,Nicolas Saulnier,spouse_wife,w024,Jehenne femme Nicolas Saulnier,1.0
Barbelline,Demenge Moictrier,spouse_wife,w024,Barbelline femme Demenge Moictrier,1.0
Catherine,Mengeot,spouse_widow,w024,Catherine veuve de Mengeot,1.0
Sebille,Claude Jean,spouse_wife,w024,Sebille femme Claude Jean Claude,1.0
Annel,Jean Simonin,spouse_wife,w024,Annel femme Jean Simonin,1.0
Alison,Demenge,spouse_wife,w024,Alison femme Demenge le Conte,1.0
Chrestienne,Chrestien Jeune,spouse_wife,w024,Chrestienne femme Chrestien Jeune Chrestien,1.0
Catherine,Demenge Mengin,spouse_wife,w025,Catherine femme Demenge Mengin Claude,1.0
Margueritte,Nicolas Simon,spouse_wife,w025,Margueritte femme Nicolas Simon,1.0
Zabel,Jean Mongeot,spouse_wife,w025,Zabel femme Jean Mongeot,1.0
Meline,Anthoine Marlier,spouse_wife,w025,Meline femme Anthoine Marlier,1.0
Jennon,Claudon Jacquemin,spouse_widow,w026,Jennon veuve Claudon Jacquemin,1.0
Barbelline,Colas Goudot,spouse_wife,w026,Barbelline femme Colas Goudot,1.0
Sebille,Didier,child_daughter,w027,Sebille fille Didier de Vacory,1.0
Jennon,Nicolas Mongenan,spouse_wife,w027,Jennon femme Nicolas Mongenan,1.0
Meline,Anthoine Grand,spouse_wife,w027,Meline femme Anthoine Grand Anthoine,1.0
Marguerite,Demenge Jacquemin,spouse_widow,w028,Marguerite veuve Demenge Jacquemin,1.0
Allison,Mre Estienne,spouse_wife,w028,Allison femme Mre Estienne Cougnat,1.0
Jennon,Claudon Jacquemin,spouse_widow,w028,Jennon veuve Claudon Jacquemin,1.0
Jennon,Nicolas Colin,spouse_wife,w031,Jennon femme Nicolas Colin,1.0
Catherine,Claudon Thomas,spouse_wife,w031,Catherine femme Claudon Thomas,1.0
Zabey,Remy Grand,spouse_wife,w031,Zabey femme Remy Grand Demenge,1.0
Margueritte,Demenge Bon,spouse_wife,w031,Margueritte femme Demenge Bon Claude,1.0
Hannix,Demenge Martin,spouse_wife,w031,Hannix femme Demenge Martin,1.0
Zabel,Claudon Ozenatte,spouse_wife,w031,Zabel femme Claudon Ozenatte,1.0
Catherine,Demenge Tocquart,spouse_wife,w031,Catherine femme Demenge Tocquart,1.0
Barbe,Jean Renard,spouse_widow,w031,Barbe veuve Jean Renard,1.0
Anne,Demenge Claude,spouse_widow,w032,Anne veuve Demenge Claude,1.0
Jennon,Vallentin Mesline,spouse_widow,w032,Jennon veuve Vallentin Mesline,1.0
Jennon,Jean,spouse_wife,w033,Jennon femme Jean de Benaumesnil,1.0
Claudatte,Colas Jean,spouse_wife,w033,Claudatte femme Colas Jean Mongeatte,1.0
Jehenne,Colas Petit,spouse_wife,w033,Jehenne femme Colas Petit Claude de Gondrexon,1.0
Chrestienne,Guillaumin Jean,spouse_widow,w033,"Chrestienne veuve de Guillaumin Jean Vatrix de Gondrexon.
Said she had often bee",1.0
Barbelline,Jean Danel,spouse_wife,w034,Barbelline femme Jean Danel,1.0
Sebille,Claudon Colas,spouse_widow,w034,"Sebille veuve Claudon Colas Claudon de Gondrexon
Had known Claudon all her life",1.0
Claudatte,Colas Jean,spouse_wife,w034,"Claudatte femme de Colas Jean Mongeatte de Gondrexon
Native",1.0
Elizabeth,Nicolas,spouse_wife,w034,Elizabeth femme Nicolas de Gondrexon,1.0
Jehennon,Colas Danal,spouse_wife,w034,Jehennon femme Colas Danal de Gondrexon,1.0
Margueritte,Colas Claudon,child_daughter,w034,Margueritte fille de Colas Claudon de Gondrexon,1.0
Annel,Henry Mulnier,spouse_wife,w035,Annel femme Henry Mulnier de Domjevin,1.0
Claudatte,Nicolas Godot,child_daughter,w035,Claudatte fille Nicolas Godot,1.0
Zabey,Colas Claudat,spouse_wife,w035,Zabey femme Colas Claudat de Domjevin,1.0
Margueritte,Cugin Mongelay,spouse_widow,w035,Margueritte veuve Cugin Mongelay de Domjevin,1.0
Nicolle,Pierson Claudon,spouse_wife,w035,Nicolle femme Pierson Claudon Nicolle de Domjevin,1.0
Catherine,Jean Dediat,child_daughter,w035,Catherine fille Jean Dediat de Domjevin,1.0
Margueritte,Jean Gabriel,spouse_wife,w035,Margueritte femme Jean Gabriel,1.0
Jennon,Claudon,spouse_wife,w035,Jennon femme Claudon l'Hoste de Thiebaumesnil,1.0
Jennon,Jean Mongeay,spouse_wife,w035,Jennon femme Jean Mongeay de Domjevin,1.0
Catherine,Jean Quirien,spouse_wife,w035,Catherine femme Jean Quirien de Domjevin,1.0
Annel,Henry Mulnier,spouse_wife,w036,Annel femme Henry Mulnier,1.0
Claudatte,Nicolas Godat,child_daughter,w036,Claudatte fille de Nicolas Godat de Domjevin,1.0
Jehenne,Colas Simon,spouse_wife,w036,Jehenne femme Colas Simon de Domjevin,1.0
Catherine,Jean Colin,spouse_wife,w036,Catherine femme Jean Colin de Domjevin,1.0
Jennon,Jean Henry,spouse_wife,w036,Jennon femme Jean Henry de Domjevin,1.0
Yzabey,Didier Doyen,spouse_wife,w037,Yzabey femme Didier Doyen de Domjevin,1.0
Catherine,Didier Thirion,spouse_wife,w037,Catherine femme Didier Thirion,1.0
Bastienne,Colas Simonatte,spouse_wife,w037,Bastienne femme Colas Simonatte de Domjevin,1.0
Jennon,Jean Mongeot,spouse_wife,w038,Jennon femme Jean Mongeot de Domjevin,1.0
Yzabel,Didier Doyen,spouse_wife,w038,Yzabel femme Didier Doyen de Domjevin,1.0
Catherine,Didier Thirion,spouse_wife,w038,Catherine femme Didier Thirion,1.0
Zabel,Didier Pierson,spouse_wife,w038,Zabel femme Didier Pierson de Domjevin,1.0
Annel,Virion Bergier,spouse_widow,w038,Annel veuve Virion Bergier de Domjevin,1.0
Jehenne,Jean Colas,spouse_widow,w038,Jehenne veuve Jean Colas de Domjevin,1.0
Jehenne,Jean Claudon,child_daughter,w038,Jehenne fille Jean Claudon de Domjevin,1.0
Catherine,Jean Loure,spouse_wife,w038,Catherine femme Jean Loure de Domjevin,1.0
Zabey,Jean,spouse_wife,w039,Zabey femme Jean du Bois de Reillon,1.0
Hellenix,Dieudonné Marchal,spouse_wife,w039,Hellenix femme Dieudonné Marchal de Reillon,1.0
Claudatte,Aulbry Austett,spouse_wife,w040,Claudatte femme Aulbry Austett de Reillon,1.0
Jehenne,Jean Dieudegnon,spouse_wife,w040,Jehenne femme Jean Dieudegnon de Reillon,1.0
Zabel,George Quirien,spouse_wife,w040,Zabel femme George Quirien,1.0
Claudatte,Nicolas,spouse_wife,w041,Claudatte femme Nicolas des Montagnes de Repas,1.0
Claudatte,Estienne Rouxiaud,spouse_wife,w041,Claudatte femme Estienne Rouxiaud (dit le jeune Estienne) de Repas,1.0
Nicolle,Fiaire Jacquot,spouse_wife,w041,Nicolle femme Fiaire Jacquot de Repas,1.0
Evatte,Thiebault Hannast,spouse_wife,w041,Evatte femme Thiebault Hannast de Repas (soeur germaine a la prevenue),1.0
Didie,Demenge Maugeon,spouse_wife,w041,Didie femme Demenge Maugeon de Repas,1.0
Lucie,Claudon Nicolle,spouse_widow,w042,Lucie veuve Claudon Nicolle,1.0
Jehenne,Demenge Nicklauss,child_daughter,w042,Jehenne fille Demenge Nicklauss,1.0
Catherine,Demenge Nicklauss,spouse_wife,w042,Catherine femme Demenge Nicklauss,1.0
Annon,Henry Mulnier,spouse_wife,w042,Annon femme Henry Mulnier,1.0
Sebille,Nicolas Bourdemont,spouse_widow,w043,Sebille veuve Nicolas Bourdemont,1.0
Jennon,Jean Goudel,spouse_wife,w043,Jennon femme Jean Goudel,1.0
Jennon,Grand Demenge,spouse_widow,w043,Jennon veuve Grand Demenge,1.0
Jennon,Demenge Vannier,spouse_widow,w043,Jennon veuve Demenge Vannier,1.0
Jennon,Didier Jobard,spouse_wife,w043,Jennon femme Didier Jobard,1.0
Margueritte,Michel Hellenix,spouse_wife,w043,Margueritte femme Michel Hellenix,1.0
Jehenne,Henry,spouse_wife,w043,Jehenne femme Henry de Frusmesnil,1.0
Zabillon,Didier,spouse_widow,w044,Zabillon veuve Didier de Dompierre,1.0
Barbe,Jean,spouse_wife,w044,Barbe femme Jean de Prey,1.0
Annon,Adam,spouse_wife,w044,Annon femme Adam de Mouney,1.0
Claudon,Claudon,spouse_wife,w044,Claudon femme Claudon le Cerf,1.0
Jennon,Jean Diez,spouse_wife,w044,Jennon femme Jean Diez,1.0
Zabel,Nicolas Colon,spouse_wife,w044,Zabel femme Nicolas Colon,1.0
Claudatte,Fran,spouse_wife,w044,Claudatte femme François Pelletier le jeune,1.0
Jehenne,Demenge Conrard,spouse_wife,w044,Jehenne femme Demenge Conrard (sister of previous witness),1.0
Odille,Nicolas Pistollet,spouse_wife,w044,Odille femme Nicolas Pistollet,1.0
Huguette,Jean Grigoire,spouse_wife,w044,Huguette femme Jean Grigoire,1.0
Anyon,Claudon Tuppinier,spouse_widow,w044,Anyon veuve Claudon Tuppinier,1.0
Jehenne,Jean Gabriel,child_daughter,w044,Jehenne fille Jean Gabriel,1.0
Mengeotte,Demenge Fournier,spouse_wife,w045,Mengeotte femme Demenge Fournier,1.0
Barbe,Jean,spouse_wife,w045,Barbe femme Jean des Prez,1.0
Hellenix,Jean Marchal,spouse_wife,w045,Hellenix femme Jean Marchal,1.0
Bastienne,Claude Charton,spouse_widow,w045,Bastienne veuve Claude Charton,1.0
Jehennon,Claude,spouse_wife,w045,Jehennon femme Claude de Metz,1.0
Melline,Henry Jean,spouse_wife,w045,Melline femme Henry Jean,1.0
Honnete,Claudine,spouse_wife,w045,Honnete femme Claudine,1.0
Margueritte,Mengin Godat,spouse_wife,w046,Margueritte femme Mengin Godat,1.0
Allison,Jean Hellenix,spouse_widow,w046,Missing apart from conclusion. Witness was Allison veuve Jean Hellenix,1.0
Hellenix,Demenge Michiel,spouse_wife,w046,Hellenix femme Demenge Michiel Vallance,1.0
Margueritte,Jean Colotte,spouse_wife,w046,Margueritte femme Jean Colotte,1.0
Margueritte,Demenge Bon,spouse_wife,w046,Margueritte femme Demenge Bon Claude,1.0
Jehenne,Demenge Gadel,spouse_wife,w046,Jehenne femme Demenge Gadel,1.0
Odille,Claudon Grand,spouse_wife,w046,Odille femme Claudon Grand Claude,1.0
Margueritte,Demenge Bugeat,spouse_wife,w047,Margueritte femme Demenge Bugeat,1.0
Anne,Claude Jean,spouse_wife,w047,Anne femme Claude Jean Clerc,1.0
Henry,Nicolas Zabey,child_son,w047,Henry fils Nicolas Zabey,1.0
Allison,Demenge Vincent,spouse_wife,w047,Allison femme Demenge Vincent,1.0
Margueritte,Remy Heuzellin,spouse_wife,w047,Margueritte femme Remy Heuzellin,1.0
Chrestienne,Claude Bastien,spouse_wife,w047,Chrestienne femme Claude Bastien,1.0
Didie,Aulbry Colin,spouse_wife,w047,Didie femme Aulbry Colin,1.0
Barbelline,Foiriet Bertrichamps,spouse_wife,w048,Barbelline femme Foiriet Bertrichamps,1.0
Chrestienne,Claude Bastien,spouse_wife,w048,Chrestienne femme Claude Bastien,1.0
Claudatte,Jean Mathieu,spouse_widow,w048,Claudatte veuve Jean Mathieu,1.0
Jeanne,Gerardin Marchal,spouse_wife,w048,Jeanne femme Gerardin Marchal,1.0
Jennon,Demenge,spouse_wife,w048,Jennon femme Demenge de Vardenay,1.0
Margueritte,Demenge Petit,spouse_wife,w048,Margueritte femme Demenge Petit Jean,1.0
Margueritte,Henry Virion,spouse_wife,w049,Margueritte femme Henry Virion,1.0
Bastienne,Nicolas Simonotte,spouse_wife,w049,Bastienne femme Nicolas Simonotte,1.0
Zabel,Demenge Pierson,spouse_wife,w049,Zabel femme Demenge Pierson,1.0
Arrambourg,Nicolas Goussat,spouse_wife,w049,Arrambourg femme Nicolas Goussat (sister of Godat's wife),1.0
Zabey,Didier Doyen,spouse_wife,w049,Zabey femme Didier Doyen,1.0
Jehenne,Jean Mongeay,spouse_wife,w049,Jehenne femme Jean Mongeay,1.0
Jehenne,Mongenot Galla,spouse_widow,w049,Jehenne veuve Mongenot Galla,1.0
Barbeline,Demenge Henriot,spouse_widow,w050,Barbeline veuve Demenge Henriot,1.0
Annon,Remys Masson,spouse_wife,w050,Annon femme Remys Masson,1.0
Jehenne,Louy Denys,spouse_widow,w050,Jehenne veuve Louy Denys,1.0
Claudatte,Anthoine,spouse_wife,w050,Claudatte femme Anthoine du Prey,1.0
Chrestienne,Nicolas Macon,spouse_wife,w050,Chrestienne femme Nicolas Macon,1.0
Jehenne,Demenge,spouse_wife,w050,Jehenne femme Demenge la Forge,1.0
Barbeline,Demenge Henriatte,spouse_widow,w051,Barbeline veuve Demenge Henriatte,1.0
Jeannon,Jean Batho,spouse_widow,w051,Jeannon veuve Jean Batho,1.0
Sibille,Germain Tabourin,spouse_widow,w051,Sibille veuve Germain Tabourin,1.0
Marguerite,Demenge Bagrat,spouse_wife,w051,Marguerite femme Demenge Bagrat,1.0
Alizon,Demenge Marchal,spouse_wife,w051,Alizon femme Demenge Marchal,1.0
Catherine,Toussaint Bastien,spouse_wife,w051,Catherine femme Toussaint Bastien,1.0
Chrestienne,Jean Dieudenon,spouse_wife,w051,Chrestienne femme Jean Dieudenon,1.0
Marguerite,Henry Zabey,spouse_wife,w051,Marguerite femme Henry Zabey,1.0
Margueritte,Courard Bergier,spouse_wife,w052,Margueritte femme Courard Bergier,1.0
Marie,Jean Fran,spouse_wife,w052,Marie femme Jean François,1.0
Alison,Demenge Vincent,spouse_wife,w052,Alison femme Demenge Vincent,1.0
Margueritte,Demenge Boigot,spouse_wife,w052,Margueritte femme Demenge Boigot,1.0
Annon,Remy Masson,spouse_wife,w052,Annon femme Remy Masson,1.0
Catherine,Bastien Baillet,spouse_wife,w052,Catherine femme Bastien Baillet,1.0
Zabey,Dieudenon,spouse_wife,w053,Zabey femme Dieudenon,1.0
Jeannon,Grand Bastien,spouse_widow,w053,Jeannon veuve Grand Bastien,1.0
Margueritte,Aubertin Lehel,spouse_widow,w053,Margueritte veuve Aubertin Lehel,1.0
Zabey,Dieudenon Claude,spouse_wife,w054,Zabey femme Dieudenon Claude,1.0
Chretienne,Colas Hachon,spouse_widow,w054,Chretienne veuve Colas Hachon,1.0
Vallentin,Vallentin Gerard,child_son,w055,Vallentin fils Vallentin Gerard Thihar du Void de Belmont,1.0
Collatte,Claudon Gerard,spouse_wife,w055,Collatte femme Claudon Gerard Thihar du Void de Belmont,1.0
Francoise,Mengeon Jean,spouse_wife,w055,Francoise femme Mengeon Jean Jacat du Void de Belmont,1.0
Laurence,Mengeon Colas,spouse_wife,w055,Laurence femme Mengeon Colas Jaicat de Belmont,1.0
Claudette,Jacat Didier,spouse_widow,w055,Claudette veuve Jacat Didier Gynatte de Belmont,1.0
Amprolle,Mengel Jacquel,child_daughter,w055,Amprolle fille Mengel Jacquel Hellelbix du Void de Belmont,1.0
Marion,Nicolas Mengin,spouse_wife,w056,Marion femme Nicolas Mengin de Granges,1.0
Marion,Claudel Mengeot,spouse_wife,w056,Marion femme Claudel Mengeot de Champs,1.0
Germaine,Jean Bertrand,spouse_wife,w056,Germaine femme Jean Bertrand,1.0
Catherine,Mengeon Genin,child_daughter,w056,Catherine fille Mengeon Genin de Rennegoutte,1.0
Jacquotte,Melchior Vauldechamps,spouse_wife,w056,Jacquotte femme Melchior Vauldechamps de Bruyeres,1.0
Mengeon,Phillippe Masson,spouse_wife,w056,"Mengeon femme Phillippe Masson
2 years before her daughter Jacquette became ill",1.0
George,George Pivert,child_son,w057,"George fils George Pivert
4 July 1602; said he was about 11",1.0
Marion,Demenge Pierat,spouse_wife,w057,"Marion femme Demenge Pierat
4 July 1602; interrogation
Said she was Marion du Bo",1.0
Jacote,Mathieu Marion,spouse_widow,w058,Jacote veuve Mathieu Marion de Docelles,1.0
Anne,Didier Villaume,spouse_wife,w058,Anne femme Didier Villaume de Docelles,1.0
Jannon,Nicolas Estienne,spouse_wife,w058,Jannon femme Nicolas Estienne de Docelles,1.0
Claudate,Jean Nancey,spouse_widow,w058,Claudate veuve Jean Nancey de Docelles,1.0
Laurence,Bernard Meline,spouse_wife,w059,Laurence femme Bernard Meline de Brouvelieures,1.0
Jannon,Nicolas Napuel,spouse_wife,w059,Jannon femme Nicolas Napuel de Brouvelieures,1.0
Zabillon,Jean Brocquard,spouse_widow,w060,Zabillon veuve Jean Brocquard bourgeois a Bruyeres,1.0
Jennon,Mongeon Feburel,spouse_wife,w060,Jennon femme Mongeon Feburel de Bruyeres,1.0
Marguerite,Nicolas Besdel,spouse_wife,w060,Marguerite femme Nicolas Besdel de Bruyeres,1.0
Claudate,Demenge Piat,spouse_wife,w060,Claudate femme Demenge Piat bourgeois de Bruyeres,1.0
Marguerite,Claudon Molin,spouse_wife,w060,Marguerite femme Claudon Molin bourgeois de Bruyeres,1.0
Marguerite,Bertremin Jacquel,spouse_wife,w060,Marguerite femme Bertremin Jacquel mercier bourgeois a Bruyeres,1.0
Claudate,Jean Doridant,spouse_widow,w060,Claudate veuve Jean Doridant de Bruyeres,1.0
Nicole,Nicolas Gerardin,spouse_wife,w060,Nicole femme Nicolas Gerardin,1.0
Mongeote,Marc Thiebault,spouse_wife,w060,Mongeote femme Marc Thiebault bourgeois de Bruyeres,1.0
Mongeote,Demenge Perrin,spouse_wife,w060,Mongeote femme Demenge Perrin de Bruyeres,1.0
Barbeline,Claudon Houel,spouse_wife,w060,Barbeline femme Claudon Houel de Bruyeres,1.0
Ranfaing,Nicolas Vanderchamps,spouse_widow,w060,Antoinette de Ranfaing veuve de Nicolas Vanderchamps,1.0
Colatte,Mongeon Vanderchamps,spouse_wife,w060,Colatte femme Mongeon Vanderchamps,1.0
Mengeotte,Nicolas Guenguez,spouse_wife,w061,Mengeotte femme Nicolas Guenguez,1.0
Laurence,Nicolas Anthoine,spouse_wife,w061,Laurence femme Nicolas Anthoine,1.0
Jehennon,Jean Thiriot,spouse_widow,w061,Jehennon veuve Jean Thiriot d'Aidoile,1.0
Mengeotte,Jean Villaume,spouse_wife,w061,Mengeotte femme Jean Villaume d'Aidoile,1.0
Jannon,Claudon Masson,spouse_wife,w061,Jannon femme Claudon Masson d'Aidoile,1.0
Ydatte,Claudon Andreu,spouse_wife,w061,Ydatte femme Claudon Andreu d'Aidoile,1.0
Bietrix,Mengeon Richier,spouse_widow,w061,Bietrix veuve Mengeon Richier d'Aidoile,1.0
Claudon,Anthoine,child_son,w062,Claudon fils Anthoine grand Claude de Brouvelieures,1.0
Nicolle,Anthoine Navel,spouse_wife,w062,Nicolle femme Anthoine Navel de Brouvelieures,1.0
Claudatte,Didier Borion,spouse_wife,w063,Claudatte femme de Didier Borion,1.0
Dieudonnée,Jean Baulche,spouse_widow,w064,Dieudonnée veuve Jean Baulche,1.0
Jennon,Dieudonne Alix,spouse_wife,w064,Jennon femme de Dieudonne Alix de Girecourt,1.0
Jennon,Claudon Pierat,spouse_widow,w065,Jennon veuve de Claudon Pierat de Dompierre,1.0
Liebaire,Nicolas Le,spouse_wife,w065,Liebaire femme Nicolas Le Comte de Dompierre,1.0
Blaise,Adrien Villemin,child_son,w065,Blaise fils Adrien Villemin serrurier a Dompierre,1.0
Alix,Jean Becquol,spouse_wife,w066,Alix femme de Jean Becquol de Dignonville,1.0
Marie,Jean Bocquel,spouse_wife,w066,Marie femme de Jean Bocquel le jeune de Dignonville,1.0
Libaire,Bastien Begel,spouse_wife,w066,Libaire femme de Bastien Begel,1.0
Claudate,Claudon Chabay,spouse_wife,w067,Claudate femme de Claudon Chabay de Dompierre,1.0
Nicolas,Antoine Ferry,child_son,w067,Nicolas fils Antoine Ferry de Dompierre,1.0
Jacote,Claudon,spouse_wife,w067,Jacote femme de Claudon du Pore de Girecourt,1.0
Catherine,Nicolas Rouvier,spouse_widow,w067,Catherine veuve de Nicolas Rouvier de Dezviller,1.0
Dieudonné,Demenge Drouin,spouse_wife,w067,Dieudonné femme de Demenge Drouin musnier de Serceour,1.0
Claudette,Mengeon,spouse_wife,w068,Claudette femme Mengeon des Hayette de Fontenay,1.0
Claudatte,Mengeon Claudon,spouse_wife,w068,Claudatte femme de Mengeon Claudon,1.0
Ysabel,Claudon Claude,child_daughter,w068,Ysabel fille Claudon Claude Nicolle de Fontenay,1.0
