person1,person2,relationship_type,trial_id,evidence_text,confidence
Nicolle,Jean Piedmontoy,spouse_widow,w124,Nicolle veuve Jean Piedmontoy,1.0
Barbe,Nicolas Hanry,spouse_wife,w124,Barbe femme Nicolas Hanry,1.0
Dieudonnée,Claudin Galbin,spouse_wife,w124,Dieudonnée femme Claudin Galbin,1.0
Lucye,Jean Galbin,spouse_widow,w124,Lucye veuve Jean Galbin,1.0
Barbeline,Demenge Vosgien,spouse_wife,w125,Barbeline femme Demenge Vosgien,1.0
Thiery,Claudin Thiery,child_son,w126,Thiery fils Claudin Thiery,1.0
Cathin,Claudin Laurent,spouse_wife,w127,Cathin femme Claudin Laurent,1.0
Jeannon,Mengeot Brichelot,spouse_widow,w127,Jeannon veuve Mengeot Brichelot,1.0
Lucye,Mengin Saulvaige,spouse_wife,w127,Lucye femme Mengin Saulvaige,1.0
Mengeotte,Estienne Thuillier,spouse_wife,w127,Mengeotte femme Estienne Thuillier,1.0
Mariotte,Gergonne Mengin,spouse_wife,w127,Mariotte femme Gergonne Mengin,1.0
Jehanne,Jacquot Maulvais,spouse_wife,w127,Jehanne femme Jacquot Maulvais,1.0
Agnelz,Bastien Pieton,spouse_wife,w127,Agnelz femme Bastien Pieton,1.0
Toinotte,Colas Collin,spouse_wife,w127,Toinotte femme Colas Collin,1.0
Mengeon,Collignon Bouchier,spouse_wife,w127,Mengeon femme Collignon Bouchier,1.0
Cathin,Michiel Perrin,spouse_wife,w128,Cathin femme Michiel Perrin,1.0
Claudotte,Laurent Mathiot,spouse_wife,w128,"Claudotte femme Laurent Mathiot
3 years earlier had refused to lend her some sal",1.0
Mariotte,Pierresson Vaixe,spouse_wife,w129,"Mariotte femme Pierresson Vaixe
Had been wife of Nicolas Harmant. Some 12 years ",1.0
Mariotte,Jean Lambert,spouse_wife,w129,"Mariotte femme Jean Lambert
Had attended Harmant during illness; never heard him",1.0
Mengeon,Jean Jantaire,spouse_wife,w131,Mengeon femme Jean Jantaire,1.0
Jeannon,Blaison Jeantaire,spouse_wife,w131,Jeannon femme Blaison Jeantaire,1.0
Cathin,Robinet Ganard,spouse_wife,w132,Cathin femme Robinet Ganard,1.0
Blaisotte,Pierron Gaignon,spouse_widow,w132,Blaisotte veuve Pierron Gaignon,1.0
Coinctine,Gerard Rouyer,spouse_wife,w132,Coinctine femme Gerard Rouyer,1.0
Barbe,Colin Gillet,spouse_wife,w133,Barbe femme Colin Gillet Garonnier de Rozieres,1.0
Margueritte,Claudon Pierre,spouse_wife,w133,Margueritte femme Claudon Pierre Loys de Rozieres,1.0
Mengeotte,Didier Pougnant,spouse_wife,w133,Mengeotte femme Didier Pougnant de Rozieres,1.0
Dieudonnee,Claudon Montoille,spouse_wife,w133,Dieudonnee femme Claudon Montoille de Rozieres,1.0
Plaisance,Nicolas Gerard,spouse_widow,w133,"was her mother.
(20) Plaisance veuve Nicolas Gerard de Rozieres",1.0
Claudon,Claude Laudart,spouse_wife,w133,Claudon femme Claude Laudart (second echevin),1.0
Barbon,Mathieu Fachat,spouse_wife,w133,Barbon femme Mathieu Fachat de Rozieres,1.0
Chrestienne,Alixy Domballe,spouse_wife,w134,Chrestienne femme Alixy Domballe paticier de Rozieres,1.0
Francoise,Gerard Barlet,spouse_wife,w134,Francoise femme Gerard Barlet marchal de Rozieres,1.0
Annon,Mengin Regnault,spouse_wife,w134,Annon femme Mengin Regnault le jeune,1.0
Mengeon,Claudon Chapelier,spouse_wife,w134,Mengeon femme Claudon Chapelier de Rozieres,1.0
Catherine,Sr Jean,spouse_wife,w134,Catherine femme Sr Jean Clerc mre echevin,1.0
Jacquatte,Francois Atiatte,spouse_wife,w135,Jacquatte femme Francois Atiatte de Rozieres,1.0
Chenne,Martin Cugnin,spouse_wife,w135,Chenne femme Martin Cugnin,1.0
Barbeline,Claude Micquel,spouse_wife,w135,Barbeline femme Claude Micquel,1.0
Jehenne,Estienne Haxaire,spouse_wife,w135,Jehenne femme Estienne Haxaire de Rozieres,1.0
Catherine,Jean George,spouse_wife,w137,Catherine femme Jean George de Rozieres,1.0
Annon,Mengin Regnaude,spouse_wife,w137,Annon femme Mengin Regnaude le jeune,1.0
Alizon,Michiel,spouse_wife,w137,Alizon femme Michiel le Geay de Rozieres,1.0
Mengeotte,Villermin Grillat,spouse_wife,w137,Mengeotte femme Villermin Grillat de Rozieres,1.0
Jehenne,Claude Pulligny,spouse_wife,w137,Jehenne femme Claude Pulligny,1.0
Catherine,Demenge Chevallier,spouse_wife,w137,Catherine femme Demenge Chevallier de Rozieres,1.0
Jeanne,Claudon Bessy,spouse_widow,w138,Jeanne veuve Claudon Bessy des Petites Rosieres,1.0
Margueritte,Jean Husson,spouse_widow,w138,Margueritte veuve Jean Husson des Petites Rosieres,1.0
Jeanne,Francois Tiesselin,spouse_wife,w138,Jeanne femme Francois Tiesselin des Petites Rosieres,1.0
Marguitte,Jean Anthoine,spouse_wife,w139,Marguitte femme Jean Anthoine de Haillieulle,1.0
Marguitte,Jean Gamel,spouse_widow,w139,Marguitte veuve de Jean Gamel de Haillieulle,1.0
Jehennon,Claudon George,spouse_wife,w140,Jehennon femme Claudon George de Saincte Margarée,1.0
Barbeline,Jean Wanier,spouse_widow,w140,Barbeline veuve Jean Wanier,1.0
Barbelline,Jean Vannier,spouse_widow,w141,Barbelline veuve de Jean Vannier,1.0
Catherine,Blaison Grand,spouse_wife,w142,Catherine femme de Blaison Grand Colas de Clemecey,1.0
Magdelaine,Demenge,spouse_wife,w142,Magdelaine femme de Demenge le Fevre du Paire,1.0
Jehennon,George Colas,spouse_widow,w143,Jehennon veuve George Colas Bergier de La Bolle,1.0
Mengeatte,Demenge Ban,spouse_widow,w143,Mengeatte veuve Demenge Ban de Hapt,1.0
Jeannon,Jean Gerardat,spouse_wife,w144,Jeannon femme Jean Gerardat de Mouriviller,1.0
Georgeatte,Didier Claude,spouse_wife,w144,Georgeatte femme Didier Claude Phle de Mouriviller,1.0
Barbe,Jean Chadat,spouse_wife,w144,Barbe femme Jean Chadat de Mouriviller,1.0
Idatte,Jean Claude,spouse_wife,w144,Idatte femme Jean Claude Phle de Mouriviller,1.0
Mathiette,Colas Marion,spouse_widow,w145,Mathiette veuve de Colas Marion de St. Remy,1.0
Claudatte,Nicolas Chordey,spouse_widow,w145,Claudatte veuve de Nicolas Chordey de St. Remy,1.0
Catherine,Nicolas Miclin,spouse_widow,w146,Catherine veuve de Nicolas Miclin bourgeois de Viel Marché,1.0
Catherine,Mengeon Valentin,spouse_wife,w147,Catherine femme Mengeon Valentin de Ste Margaree,1.0
Catherine,Jean Aulbert,spouse_widow,w147,Catherine veuve Jean Aulbert de Remeymont,1.0
Demenge,Demenge Pecry,child_son,w147,Demenge fils Demenge Pecry de Sainte Margaree,1.0
Georgette,Jean Lhoste,spouse_wife,w148,Georgette femme Jean Lhoste,1.0
Catherine,Jacot Rouyer,spouse_widow,w148,Catherine veuve Jacot Rouyer de Rayegoutte,1.0
Dedielle,Michiel Jean,spouse_wife,w148,Dedielle femme Michiel Jean Michiel,1.0
Jehenne,Demenge Jacquemin,spouse_wife,w148,Jehenne femme Demenge Jacquemin de Laveline,1.0
Jennon,Thomas Lucker,spouse_wife,w148,Jennon femme Thomas Lucker de Coinche,1.0
Georgeatte,Jean Hardier,spouse_wife,w149,Georgeatte femme Jean Hardier du Viel Marché,1.0
Anthenatte,Claudon Jean,spouse_wife,w149,Anthenatte femme Claudon Jean marchal du Viel Marché,1.0
Catherine,Nicolas Goury,spouse_wife,w149,Catherine femme Nicolas Goury du Viel Marché,1.0
Jehennon,Colas Henriot,spouse_widow,w150,Jehennon veuve Colas Henriot,1.0
Plaisance,Toussainct Charpentier,spouse_wife,w150,Plaisance femme Toussainct Charpentier,1.0
Jacotte,Nicolas Paticier,spouse_wife,w150,Jacotte femme Nicolas Paticier,1.0
Collatte,Colas Chaisne,child_daughter,w150,Collatte fille Colas Chaisne de Ste Margarée,1.0
Claudatte,Georgeon Rasaille,spouse_widow,w150,Claudatte veuve Georgeon Rasaille,1.0
Claudatte,Lyenard Taincturier,spouse_wife,w150,Claudatte femme Lyenard Taincturier,1.0
Catherine,Colas Petit,spouse_wife,w151,Catherine femme Colas Petit Didier d'Avould,1.0
Claudette,Colas Mathieu,spouse_wife,w151,Claudette femme Colas Mathieu de Develine,1.0
Jennon,Colas Finance,spouse_wife,w151,Jennon femme Colas Finance d'Avould,1.0
Poline,Jean Bastien,spouse_wife,w151,Poline femme Jean Bastien Jeandel de Develine,1.0
Marguitte,George Ferry,spouse_wife,w151,Marguitte femme George Ferry de Develline,1.0
Mengeotte,Pierat Jean,spouse_wife,w151,Mengeotte femme Pierat Jean Pierat de Develline,1.0
Benitte,Demenge Doienney,spouse_wife,w152,Benitte femme Demenge Doienney,1.0
Jennon,Didier Guillemotte,child_daughter,w152,Jennon fille Didier Guillemotte,1.0
Jennon,Didier Guillemotte,spouse_widow,w152,Jennon veuve Didier Guillemotte,1.0
Magdeleine,Simon Demenge,spouse_wife,w152,Magdeleine femme Simon Demenge Benay,1.0
Mengeotte,Gaspard Thirion,child_daughter,w152,Mengeotte fille Gaspard Thirion,1.0
Benite,Jean Andreu,spouse_wife,w152,Benite femme Jean Andreu,1.0
Catherine,Arnould Didier,spouse_widow,w152,Catherine veuve Arnould Didier Arnould,1.0
Catherine,Claue Mengey,spouse_wife,w152,Catherine femme Claue Mengey,1.0
Catherine,Francois Grillat,spouse_wife,w153,Catherine femme Francois Grillat de Mathchey,1.0
Jehennon,Holbin Jean,spouse_wife,w153,Jehennon femme Holbin Jean Holbin,1.0
Catherine,Colas Poirel,spouse_wife,w153,Catherine femme Colas Poirel,1.0
Didiere,Demenge Perrin,spouse_wife,w153,Didiere femme Demenge Perrin,1.0
Hellony,Pierron Demenge,spouse_wife,w153,Hellony femme Pierron Demenge Gerard,1.0
Mengeatte,Simon,spouse_widow,w153,Mengeatte veuve Simon de Récourt,1.0
Claudette,Jean Didier,spouse_wife,w155,Claudette femme Jean Didier le Marchal de Combrimont,1.0
Claudette,Demenge,spouse_widow,w155,Claudette veuve Demenge le Marchal de Combrimont,1.0
Barbelline,Girardin Didier,spouse_wife,w155,Barbelline femme Girardin Didier Girardin de Combrimont,1.0
Barbelline,Valentin Micqua,spouse_wife,w155,Barbelline femme Valentin Micqua de Quebrux,1.0
Idoult,Idoult Thiebault,child_son,w156,Idoult fils Idoult Thiebault de Clingotte,1.0
Jeanne,Claudon Jeannat,spouse_widow,w156,Jeanne veuve de Claudon Jeannat de Clingotte,1.0
Marguitte,Dieudonne Pierat,spouse_widow,w156,Marguitte veuve de Dieudonne Pierat du Moncel,1.0
Valentine,Jean Pierat,spouse_widow,w156,Valentine veuve de Jean Pierat de Clingotte,1.0
Catherine,Jean Marchand,spouse_widow,w156,Catherine veuve Jean Marchand de Saulcy,1.0
Fleuratte,Hidoult Thiebault,child_daughter,w156,Fleuratte fille de Hidoult Thiebault de Clingotte,1.0
Colas,Hidoult Thiebauld,child_son,w156,Colas fils de Hidoult Thiebauld de Clingotte,1.0
Claudon,Jean Pierat,child_son,w156,Claudon fils de Jean Pierat de Clingotte,1.0
Magdellaine,Hidult Thiebauld,child_daughter,w156,Magdellaine fille de Hidult Thiebauld,1.0
Nicolle,Jean Jalley,spouse_widow,w158,Nicolle veuve de Jean Jalley de la pouxerie,1.0
Marion,Jean Dounould,spouse_widow,w158,Marion veuve de Jean Dounould de St. Dié,1.0
Catherine,Demenge Valtin,spouse_wife,w159,Catherine femme de Demenge Valtin de la Chapelle,1.0
Claudatte,Nicolas,spouse_widow,w160,Claudatte veuve de Nicolas le Rieusse de Moyenmoustier,1.0
Catherine,Jean,spouse_wife,w160,Catherine femme de Jean des Auxes,1.0
Catherine,Demenge,spouse_wife,w160,Catherine femme de Demenge du grand meix de la Chapelle,1.0
Catherine,Claudon Demenge,spouse_widow,w160,Catherine veuve Claudon Demenge Thouvenin de la Chapelle,1.0
Mongeatte,Pieron Endreu,spouse_widow,w160,Mongeatte veuve Pieron Endreu du Paire,1.0
Jennon,Mourice Jean,spouse_widow,w160,Jennon veuve Mourice Jean de Lessus du Paire,1.0
Claudon,Jean Simon,child_son,w160,Claudon fils de Jean Simon de la Chapelle,1.0
Catherine,Nicolas George,spouse_wife,w160,Catherine femme de Nicolas George de la Chapelle,1.0
Colatte,Jean,spouse_widow,w160,Colatte veuve Jean d'Estival de la Chapelle,1.0
Mengeotte,Vincent Jeandey,spouse_wife,w161,Mengeotte femme de Vincent Jeandey d’Entre-deux-Eaux,1.0
Marion,Jean Demenge,spouse_widow,w161,Marion veuve de Jean Demenge Lienard d'Entre-deux-Eaux,1.0
Jehenne,Jean George,child_daughter,w162,Jehenne fille de Jean George d'Entre-deux-Eaux,1.0
Marie,Demenge Jacquemin,spouse_widow,w164,Marie veuve Demenge Jacquemin,1.0
Cathellon,Jean Anthoine,spouse_widow,w164,Cathellon veuve Jean Anthoine,1.0
Georgeatte,Didier Jean,spouse_wife,w164,Georgeatte femme Didier Jean Didier,1.0
Catherine,Demenge Valtin,spouse_wife,w165,Catherine femme Demenge Valtin,1.0
Anthoinette,Jean Warin,spouse_wife,w165,Anthoinette femme Jean Warin,1.0
Catherine,Jean,spouse_wife,w165,Catherine femme Jean des Anges,1.0
Catherine,Colas George,spouse_wife,w165,Catherine femme Colas George Mongenat de la Chapelle,1.0
Jennon,Jacquat Barthelemin,spouse_widow,w165,Jennon veuve Jacquat Barthelemin,1.0
Jennon,Jean Pieron,spouse_wife,w165,Jennon femme Jean Pieron,1.0
Barbelline,Jacquat Charpentier,spouse_widow,w165,Barbelline veuve Jacquat Charpentier,1.0
Marion,Jean Warin,spouse_wife,w165,Marion femme Jean Warin,1.0
Barbe,Jean Curien,spouse_widow,w166,Barbe veuve Jean Curien,1.0
Noelle,Adrian,spouse_wife,w166,Noelle femme Adrian le Parmentier,1.0
Janne,Claudon Curien,spouse_wife,w166,Janne femme Claudon Curien,1.0
Jennon,Colas Bresson,spouse_widow,w166,Jennon veuve Colas Bresson,1.0
Jennon,Colas Lallemand,spouse_widow,w166,Jennon veuve Colas Lallemand,1.0
Georgeatte,Valentin Chapelle,spouse_wife,w166,Georgeatte femme Valentin Chapelle,1.0
Babillon,Hanry Jean,spouse_wife,w166,Babillon femme Hanry Jean Hanry,1.0
Claudatte,Nicolas,spouse_wife,w166,Claudatte femme Nicolas le Clerc,1.0
Catherine,Mongeon,spouse_wife,w166,Catherine femme Mongeon de la Woeuvre,1.0
Sebille,Idoult,spouse_wife,w166,Sebille femme Idoult le Parmentier,1.0
Claudatte,Jacquat Adam,child_daughter,w166,Claudatte fille Jacquat Adam,1.0
Marion,Jean Hanry,child_daughter,w166,Marion fille Jean Hanry,1.0
Jennon,Fran,spouse_wife,w166,Jennon femme François de Veze,1.0
Mongeatte,Demenge Malfort,spouse_wife,w167,Mongeatte femme Demenge Malfort,1.0
Claudatte,Valtin Jean,spouse_wife,w167,Claudatte femme Valtin Jean Coullat,1.0
Benite,Mengeon Henriat,spouse_wife,w168,Benite femme Mengeon Henriat,1.0
Dediere,Demenge Simoney,spouse_wife,w168,Dediere femme Demenge Simoney,1.0
Pierratte,Henry Colas,child_daughter,w168,Pierratte fille Henry Colas,1.0
Marguitte,Humbert Guidot,spouse_wife,w168,Marguitte femme Humbert Guidot,1.0
Claudatte,Colin Guidot,spouse_wife,w168,Claudatte femme Colin Guidot,1.0
Colatte,Jean Chenal,spouse_wife,w169,Colatte femme Jean Chenal,1.0
Marguitte,Demenge,spouse_wife,w169,Marguitte femme Demenge le Cueffre,1.0
Jennon,Demenge Bretaux,spouse_widow,w169,Jennon veuve Demenge Bretaux,1.0
Jeanne,Claude Henry,spouse_widow,w169,Jeanne veuve de Claude Henry,1.0
Sebille,Claudon Blaise,spouse_widow,w169,Sebille veuve Claudon Blaise,1.0
Sebille,Claude Barbier,spouse_wife,w169,Sebille femme Claude Barbier,1.0
Jennon,Colas Thiery,spouse_widow,w170,Jennon veuve Colas Thiery,1.0
Jennon,Claudon Woiriat,spouse_wife,w171,Jennon femme Claudon Woiriat,1.0
Barbon,Demenge,child_daughter,w171,Barbon fille Demenge du Viller,1.0
Barbon,Bastien Marande,spouse_wife,w171,Barbon femme Bastien Marande,1.0
Catherine,Nicolas,spouse_wife,w171,Catherine femme Nicolas des Escus,1.0
Marguitte,Claudon,spouse_wife,w172,Marguitte femme Claudon le Musnier,1.0
Babon,Idoult,spouse_wife,w172,Babon femme Idoult le Chouxe,1.0
Jennon,Claudon Jacquel,spouse_wife,w172,Jennon femme Claudon Jacquel,1.0
Jennon,Guerard Thomas,spouse_wife,w172,Jennon femme Guerard Thomas,1.0
Marguitte,Mongeon Charpentier,spouse_wife,w172,Marguitte femme Mongeon Charpentier,1.0
Henry,Henry,child_son,w173,Henry fils Henry,1.0
Jehenne,Colin Lienard,child_daughter,w173,Jehenne fille Colin Lienard,1.0
Claude,Bastien Mathieu,spouse_widow,w174,Claude veuve Bastien Mathieu,1.0
Colatte,Colin Mathiatte,spouse_wife,w174,Colatte femme Colin Mathiatte,1.0
Claudatte,Jean,spouse_wife,w174,Claudatte femme Jean d'Espinal,1.0
Magdelaine,Jean Grand,spouse_wife,w175,Magdelaine femme Jean Grand Didier,1.0
Blaisette,Didier Aulbert,spouse_wife,w175,Blaisette femme Didier Aulbert,1.0
Marie,Jean Masson,spouse_wife,w175,Marie femme Jean Masson,1.0
Mengeatte,Didier Babel,spouse_widow,w175,Mengeatte veuve Didier Babel,1.0
Barbellon,Blaison Richard,spouse_wife,w175,Barbellon femme Blaison Richard,1.0
Jennon,Colas Grand,spouse_wife,w175,Jennon femme Colas Grand Didier,1.0
Mengeatte,Didier Babey,spouse_widow,w176,Mengeatte veuve Didier Babey,1.0
Claudatte,Mengeon Jean,spouse_wife,w176,Claudatte femme Mengeon Jean Perry,1.0
Barbelline,Jean,spouse_widow,w178,Barbelline veuve Jean le maire de Girompaire,1.0
Colatte,Jean,child_daughter,w178,Colatte fille Jean le maire,1.0
Georgeatte,Jean Colatte,spouse_wife,w178,Georgeatte femme Jean Colatte,1.0
Jacquotte,Mengeon Martin,spouse_wife,w178,Jacquotte femme Mengeon Martin,1.0
Mengeatte,Lienard Demenge,spouse_widow,w178,"Mengeatte veuve Lienard Demenge
Lienard",1.0
Nicolas,Holbin,child_son,w179,Nicolas fils Holbin le Jalley,1.0
Didielle,Demenge Colinel,spouse_wife,w180,Didielle femme Demenge Colinel,1.0
Jennon,Demenge Gros,spouse_wife,w180,Jennon femme Demenge Gros Demenge,1.0
Jennon,Colin,spouse_wife,w180,Jennon femme Colin le Bourguignon,1.0
Barbon,Hanns,spouse_wife,w180,"Barbon femme Hanns le Musnier (no age legible)
General reputation. 3 years earli",1.0
Catherine,Vincent Crolbecier,spouse_wife,w180,Catherine femme Vincent Crolbecier,1.0
Valentine,Demenge,spouse_wife,w180,Valentine femme Demenge de la Rolbe,1.0
Chretienne,Claudon,spouse_wife,w180,"Chretienne femme Claudon des Eaues
General reputation. She had lost animals",1.0
Thoussaince,Demenge Claude,spouse_wife,w180,Thoussaince femme Demenge Claude Jean le Maire,1.0
Clemence,Parisot Goeury,child_daughter,w181,Clemence fille Parisot Goeury,1.0
Dieudonnée,Pierre Chrestien,spouse_wife,w181,Dieudonnée femme Pierre Chrestien,1.0
Catherine,Demenge Perrise,spouse_widow,w181,Catherine veuve Demenge Perrise,1.0
Anthoinette,Claudon Poirresson,spouse_wife,w181,Anthoinette femme Claudon Poirresson,1.0
Claudatte,Thoussainct Gornay,spouse_wife,w181,"Claudatte femme Thoussainct Gornay
Quarrel with his wife over hen he had killed",1.0
Mengeatte,Mengeat Marchand,spouse_wife,w182,Mengeatte femme Mengeat Marchand,1.0
Claudette,Jean Grand,spouse_wife,w182,"Claudette femme Jean Grand Jean
Witch 182",1.0
Zabel,Jean Ferry,spouse_widow,w182,Zabel veuve Jean Ferry,1.0
Claudette,Thoussainct Gomay,spouse_wife,w182,"Claudette femme Thoussainct Gomay
Section of deposition missing - seems to imply",1.0
Colatte,Vincent Henryat,spouse_wife,w183,Colatte femme Vincent Henryat,1.0
Jennon,Jean,spouse_wife,w183,Jennon femme Jean le Clerc,1.0
Barbelline,Jean Claudel,spouse_wife,w184,"Barbelline femme Jean Claudel
Death of someone to whom she had given bread",1.0
Jehenne,Colas Chalgotte,spouse_widow,w184,Jehenne veuve Colas Chalgotte,1.0
Margueritte,George Jean,spouse_wife,w184,Margueritte femme George Jean le Clerc,1.0
Jennon,Mengeon Bastien,child_daughter,w184,Jennon fille Mengeon Bastien,1.0
Claudatte,Jean Henry,spouse_wife,w184,Claudatte femme Jean Henry,1.0
Jehennon,Jean Hugo,spouse_wife,w184,Jehennon femme Jean Hugo,1.0
Marion,Claudey Michiel,spouse_wife,w185,"Marion femme Claudey Michiel Flandrey
Had been refused pastries from house on Ch",1.0
Benite,Claudon,spouse_widow,w185,Benite veuve Claudon le Bailly,1.0
Jehenne,Claudon,spouse_wife,w185,Jehenne femme Claudon le Clerc,1.0
Claudette,Noel Ferry,spouse_wife,w185,Claudette femme Noel Ferry,1.0
Colatte,Vincent Henryat,spouse_wife,w185,Colatte femme Vincent Henryat,1.0
Nicole,Colas Henryat,spouse_wife,w185,Nicole femme Colas Henryat,1.0
Magdelaine,Colas Cointzelin,spouse_wife,w186,Magdelaine femme Colas Cointzelin,1.0
Claudette,Lienard Valentin,spouse_wife,w186,Claudette femme Lienard Valentin Napuel,1.0
Catherine,Colas Beurlin,child_daughter,w186,"Catherine fille Colas Beurlin
Losses of various animals",1.0
Jennon,Claude Jean,spouse_wife,w186,Jennon femme Claude Jean Petit Colin,1.0
Dieudonné,Dieudonné,child_son,w187,Dieudonné fils Dieudonné du Hault,1.0
Pierratte,Henry Dieudonné,spouse_wife,w187,Pierratte femme Henry Dieudonné Henry,1.0
Catherine,Berthremin Rembault,spouse_widow,w188,Catherine veuve Berthremin Rembault le drappier,1.0
Marguitte,Colas Jeannel,spouse_wife,w188,Marguitte femme Colas Jeannel,1.0
Phelice,Girardin Didier,spouse_wife,w188,Phelice femme Girardin Didier Masson,1.0
Mathillon,Jean Piarion,spouse_widow,w188,Mathillon veuve Jean Piarion,1.0
Mengette,Estienne,spouse_wife,w188,Mengette femme Estienne le Menant,1.0
Mariatte,Curien Willaume,spouse_widow,w189,Mariatte veuve Curien Willaume,1.0
Jennon,Nicolas,spouse_wife,w189,"Jennon veuve Jean Claude Willaume
Similar deposition.
(3) Jennon femme Nicolas G",1.0
Jennon,Jean Claude,spouse_widow,w189,"Jennon veuve Jean Claude Willaume
Similar deposition.
(3) Jennon femme Nicolas G",1.0
Marguitte,Jean Didier,spouse_wife,w189,Marguitte femme Jean Didier Arnoulx,1.0
Mengeatte,Michiel Jean,child_daughter,w190,Mengeatte fille Michiel Jean le Masson,1.0
Claudatte,David Chanal,spouse_wife,w190,Claudatte femme David Chanal,1.0
Zabel,Jean,child_daughter,w190,Zabel fille Jean de la Dague,1.0
Blaisatte,Colas,spouse_wife,w190,Blaisatte femme Colas le Masson,1.0
Agatte,Jean Jacot,spouse_wife,w190,Agatte femme Jean Jacot Henry,1.0
Agatte,Jean,spouse_widow,w190,Agatte veuve Jean de la Dague,1.0
Marguitte,Colas Demenge,spouse_wife,w191,Marguitte femme Colas Demenge Anthoine,1.0
Jennon,Michiel Galdrimey,spouse_wife,w191,Jennon femme Michiel Galdrimey,1.0
Marguitte,Colas Demenge,spouse_wife,w192,"Marguitte femme Colas Demenge Anthoine
Quarrel when witness and her husband had ",1.0
Jennon,Michiel Galdrimey,spouse_wife,w192,Jennon femme Michiel Galdrimey,1.0
Claudatte,Simon Gelyat,spouse_wife,w192,Claudatte femme Simon Gelyat,1.0
Catherine,Jean Mandray,spouse_wife,w192,"and (6) Missing
(7) Catherine femme Jean Mandray
Witch 192",1.0
Mariatte,Jean Girardin,spouse_wife,w192,Mariatte femme Jean Girardin de la Vacherie,1.0
Jennon,Ydoulx Grand,spouse_widow,w192,Jennon veuve Ydoulx Grand Didier,1.0
Claudatte,Colas Bataille,spouse_wife,w192,Claudatte femme Colas Bataille de la Vacherie,1.0
Catherine,Colas Durand,spouse_widow,w192,Catherine veuve Colas Durand de la Vacherie,1.0
Mengeotte,Michiel Ratonge,spouse_wife,w192,Mengeotte femme Michiel Ratonge,1.0
Laurence,Colas Masson,spouse_wife,w193,Laurence femme Colas Masson,1.0
Blaisette,Jean Claudel,spouse_widow,w193,Blaisette veuve Jean Claudel Colin,1.0
Claudel,Anthoine Claudel,child_son,w193,Claudel fils Anthoine Claudel de Hervafain,1.0
Collatte,Colin,spouse_wife,w193,Collatte femme Colin des Gottes de Braçoncel,1.0
Collatte,Adam Fleurant,spouse_wife,w193,Collatte femme Adam Fleurant,1.0
Blaisotte,Colas Jean,spouse_wife,w193,Blaisotte femme Colas Jean le Masson de la Pelliere,1.0
Epnon,Claudon Jean,spouse_wife,w193,Epnon femme Claudon Jean le Masson de la Pelliere,1.0
Catherine,Jean Vincent,spouse_wife,w193,Catherine femme Jean Vincent Valdezey,1.0
Laurence,Claudel Holbin,spouse_wife,w193,Laurence femme Claudel Holbin,1.0
Agathe,Jean Claude,spouse_wife,w193,Agathe femme Jean Claude Estienne,1.0
Claudette,Bastien Claudon,spouse_wife,w193,Claudette femme Bastien Claudon,1.0
Agathe,Colas,spouse_wife,w193,Agathe femme Colas de la Faigne,1.0
Marion,Colin Claudel,spouse_wife,w193,Marion femme Colin Claudel Colin,1.0
Agathe,Claudon Barbel,spouse_wife,w193,Agathe femme Claudon Barbel,1.0
Agathe,Jean Petit,spouse_wife,w193,Agathe femme Jean Petit Jean Louys,1.0
Barbeline,Colas Petit,spouse_widow,w193,Barbeline veuve Colas Petit Jean Louys,1.0
Claudette,Claude Didier,spouse_widow,w193,Claudette veuve Claude Didier,1.0
Mengette,Michiel Demenge,spouse_wife,w193,Mengette femme Michiel Demenge Michiel,1.0
Agathe,Claudon Claude,spouse_wife,w193,Agathe femme Claudon Claude Didier,1.0
Marie,Jean Grand,spouse_wife,w194,Marie femme Jean Grand Didier,1.0
Mengeatte,Martin,spouse_widow,w194,"Mengeatte veuve Martin de l'Avould
Lallemant's wife had told witness that when r",1.0
Mengeatte,Demenge Treuchey,spouse_wife,w194,"Mengeatte femme Demenge Treuchey
Same story about his wife. Late husband of witn",1.0
Polline,Jean,spouse_widow,w194,"Long reputation
(16) Polline veuve Jean le Maire",1.0
Mengeatte,Lienard Demenge,spouse_wife,w194,Mengeatte femme Lienard Demenge Girard,1.0
Marie,Jacques Houllon,spouse_wife,w194,Marie femme Jacques Houllon,1.0
Colatte,Didier Jean,spouse_widow,w194,Colatte veuve Didier Jean Febve,1.0
Marion,Colas Jean,spouse_wife,w195,Marion femme Colas Jean Lienard,1.0
Claudatte,Claude Maire,spouse_wife,w195,Claudatte femme Claude Maire Aulbric de Sachemont,1.0
Mengeatte,Lienard Demenge,spouse_widow,w195,Mengeatte veuve Lienard Demenge Lienard,1.0
Marguitte,Colas Francois,spouse_widow,w195,Marguitte veuve Colas Francois,1.0
Agatte,Mengeon Demenge,spouse_wife,w195,Agatte femme Mengeon Demenge Lienard,1.0
Valence,Colas,child_daughter,w195,Valence fille Colas des Roses,1.0
Collatte,Jean Goeury,child_daughter,w196,Collatte fille Jean Goeury,1.0
Blaisette,Dieudonné Demenge,spouse_wife,w196,"Blaisette femme Dieudonné Demenge Gerard
Witch 196",1.0
Marguitte,David Pierre,spouse_wife,w197,Marguitte femme David Pierre Guillemin,1.0
Jehennon,Oswald Treschey,spouse_widow,w197,Jehennon veuve Oswald Treschey le jeune,1.0
Claudotte,Laurent Bormes,spouse_wife,w197,Claudotte femme Laurent Bormes,1.0
