node,n_neighbors,accused_neighbors,exposure_ratio,is_accused
Jehennon femme Jean du Biehay,10,1,0.1,0
Dieudonné Jean,11,1,0.09090909090909091,0
Nicolas Grand Simon,10,1,0.1,0
Catherine veuve Jean Aulbert de Remeymont,10,1,0.1,0
Honn homme Colin Jean Clement du Paire,10,1,0.1,0
Jean Bouchat,1,0,0.0,0
Marie femme Moritz manouvrier,10,1,0.1,0
Jean fils Demenge Arnoulx de Sauceray,1,0,0.0,0
Anne femme à Remy Paris boulenger de Charmes,10,1,0.1,0
d'Entre-deux-Eaux,1,0,0.0,0
Claude Magister laboureur,3,1,0.3333333333333333,0
Barthelemin Mansuin,10,1,0.1,0
Jean Recouvreur,1,0,0.0,0
Lyenard Taincturier,1,0,0.0,0
Pierre,1,0,0.0,0
Colas Aubertin,1,0,0.0,0
"B 8691 no 7; witch 219, Margueritte femme Mongeon ",2,0,0.0,1
Barbe femme d’Andreu Basle de la Neufville,1,1,1.0,0
Marye,1,0,0.0,0
Colin Guidat du Faing,1,1,1.0,0
Colas Andreu de Sainte Margaree,1,1,1.0,0
Mongeon Voirin,1,0,0.0,0
B 5312 no 4; witch 094,2,0,0.0,0
Le maire Mongenot Estienne de Domjevin,2,2,1.0,0
Nicolas Jean Henry,10,1,0.1,0
Catherine femme Jean Grand George de Pajaille,10,1,0.1,0
were,2,2,1.0,0
Colas Demenge Jalley de Clemecey,1,1,1.0,0
de Wisembach,2,0,0.0,0
Rictel Schoullen,1,1,1.0,0
Couret,1,0,0.0,0
Jean Piernille,2,1,0.5,0
Parisot Cugnin de Charmes,10,1,0.1,0
Claudate veuve Jean Doridant de Bruyeres,1,1,1.0,0
Barbeline femme Claudon Haxo du Vivier,1,1,1.0,0
Demenge Pouignon,1,0,0.0,0
Anthoine Alixey,1,0,0.0,0
Françoise femme Colas le Petit Masson,1,1,1.0,0
Claude femme du precedent,1,1,1.0,0
Barbe femme du precedent,22,4,0.18181818181818182,0
Colas Demenge le petit Nicolas,10,1,0.1,0
Jean Magdelaine,24,3,0.125,0
Jean Gerard d’Entre-deux-Eaux,10,1,0.1,0
Sybille femme Nicolas Dejo,1,1,1.0,0
Claudatte femme Claudel Jean Aulbert de Mazelay,10,1,0.1,0
Marion femme Demenge Husson,2,0,0.0,0
Jehenne femme Jean Sernay,1,1,1.0,0
Idoult Jean Martin,21,3,0.14285714285714285,0
Valentin Colas Parisat,10,1,0.1,0
Pierrotte Roy,1,0,0.0,0
Lucas Mongin,1,1,1.0,0
Mengeotte femme Colas Rolat,10,1,0.1,0
"B 8684 no 11; witch 198, Jean Thierion le vieux de",12,0,0.0,1
Bastienne femme à Germain Soyer tailleur d'habits ,10,1,0.1,0
Barbe veuve Jean Renard,1,1,1.0,0
Colas Masson de Domjevin,1,1,1.0,0
Magdelaine fille Nicolas Villaume,1,1,1.0,0
Mengeotte femme Bastien Drouin de Raon,9,1,0.1111111111111111,0
Mre Jean Guy chirurgien,10,1,0.1,0
Mengette femme Christman (at wars in Low Countries,7,1,0.14285714285714285,0
"B 8707 no 2; witch 254, Bastien Stablo de la Bolle",27,0,0.0,1
Humbert Maillet,1,0,0.0,0
"and
Marguitte (3). Suspected that she had caused t",1,1,1.0,0
"B 3333; witch 042, Chretienne Simon, femme Demenge",11,0,0.0,1
Colas Demenge Noel,1,1,1.0,0
Jean Ranarre pelletier bourgeois de Blamont,1,1,1.0,0
Nicolas Demengeon cordonnier et bourgeois de Bruye,1,1,1.0,0
Zabillon veuve Didier de Dompierre,10,1,0.1,0
Fleuent le grand Jean de la Chapelle,1,1,1.0,0
Faulhanns,1,0,0.0,0
Jean Sagaire,2,1,0.5,0
Denyse Pottier,1,0,0.0,0
Barbe femme Isaac Farré,4,1,0.25,0
Humbert Colin Guidat de Vannemont,1,1,1.0,0
Thomas Gaillat,1,1,1.0,0
Jean Vaultrin,1,0,0.0,0
Alyson femme Bernard Mathieu,1,1,1.0,0
Barthelemy,1,0,0.0,0
Symon de Besmont,1,1,1.0,0
Paul Bailly,1,1,1.0,0
"B 2192 no 1; witch 138, Mengin Mathiotte de Mazeru",18,0,0.0,1
Anne femme Claudon Lhuillier,1,1,1.0,0
B 7137 no 2; witch 116,2,0,0.0,0
Alizon veuve Claudon Durand,10,1,0.1,0
Babon femme du precedent,11,2,0.18181818181818182,0
Barbe Chouquant,1,0,0.0,0
B 8691 no 9; witch 220,1,0,0.0,0
Claudatte femme Simon Gelyat,10,1,0.1,0
previous year,1,1,1.0,0
Didier Wiriot,11,1,0.09090909090909091,0
Barbe femme Jean Mallebarbe,1,0,0.0,0
Job le Maire,1,1,1.0,0
Loys Chappon,1,0,0.0,0
Nicolas Heugimont,10,1,0.1,0
Jehenne femme Colas Petit Claude de Gondrexon,7,1,0.14285714285714285,0
Dieudonnée femme Mathieu Clement,1,1,1.0,0
Mengeatte des Woirelz,2,0,0.0,0
Jehenne veuve Louy Denys,10,1,0.1,0
B 8680 no 4; witch 174,1,0,0.0,0
Jean Richard de Bathelemont,1,1,1.0,0
Jean Aulbry le vieux,10,1,0.1,0
Meline femme du precedent,1,1,1.0,0
Franceatte,1,0,0.0,0
Jacot Ferry,1,1,1.0,0
Colas Henry mareschal a l'Hoste du Bois,9,0,0.0,0
Belotte femme Jean Marchal,1,1,1.0,0
Colas Tiriat de la Neufville,1,1,1.0,0
Marie femme Demenge Bazel,1,1,1.0,0
George,2,0,0.0,0
Anthoinette fille Nicolas Petit Jean,6,2,0.3333333333333333,0
Jean Collignon de Fontenay,1,1,1.0,0
Sebille femme Jean Noel,10,1,0.1,0
Marguitte femme Jean Thierion le vieux,10,1,0.1,0
François Perin,1,0,0.0,0
Henry Maigrat le jeune du Grand Romberg,6,1,0.16666666666666666,0
Nicolas Jean de Flin,1,1,1.0,0
"B 4077 no 3 Witch 071, Chesnon la Triffatte",12,0,0.0,1
Adam Thiebault,1,0,0.0,0
Valtin Jean Coulat,11,2,0.18181818181818182,0
Jean Grandidier,9,1,0.1111111111111111,0
Françatte veuve Claudon Jardel de Clefcy,1,0,0.0,0
Antoine Chaxel de Fontenay,1,1,1.0,0
Chrestien du Prey,10,1,0.1,0
Claudon Jean Perrin,19,2,0.10526315789473684,0
Valentin Thiehay,10,1,0.1,0
Jean Demenge le Clerc dit Mandray,2,0,0.0,0
Colas Henriot,1,0,0.0,0
Claude Bracconnier bouchier de Condé,1,1,1.0,0
Jean le Grand Girard,1,1,1.0,0
Marie femme a Claude Grand Jean de Mouriviller,1,1,1.0,0
Nicolle femme de Colas Noel de Moyemont,14,2,0.14285714285714285,0
Claudon Maurice,1,0,0.0,0
Jean Perrin,3,1,0.3333333333333333,0
Colichon Chrestaille,10,1,0.1,0
Holbat Claudon,1,0,0.0,0
Claudon Grand,2,0,0.0,0
Claue Mengey,1,0,0.0,0
Mre George Bertrand,1,1,1.0,0
Damaged - had caused misfortune because husband ha,1,1,1.0,0
"B 5344 no 4; Witch 101, Synnelle femme Schur Adam ",17,0,0.0,1
Jehenne femme a Didier Rondel,1,1,1.0,0
George Pivert,1,0,0.0,0
Marion femme Colas de la Maize,10,1,0.1,0
Demenge Moictrier,2,0,0.0,0
Pierat Jean,1,0,0.0,0
Claudon Quentin,3,1,0.3333333333333333,0
Rose veuve Jehan Bourelle,10,1,0.1,0
Bastien Cuvelier de St Remy,1,1,1.0,0
Marguitte femme Colas des Mailles,10,1,0.1,0
Dion fille Parel Vilaume le vieux,1,1,1.0,0
Bernard Meline,1,0,0.0,0
Colatte femme Jean Chenal,10,1,0.1,0
Marie veuve Demenge Parisot,1,1,1.0,0
Mengeatte veuve Demenge Ban de Hapt,1,1,1.0,0
Nicolas Thoussainct Grattain,10,1,0.1,0
Colatte veuve Jean le Parmentier,2,0,0.0,0
d'Autrepierre,9,0,0.0,0
Catherine femme Mengeon Bouray de St Blaise,1,1,1.0,0
Mengeon Thiehay,1,1,1.0,0
Jean Colin de Domjevin,2,2,1.0,0
Didier Remy Henry,1,1,1.0,0
Sebille,21,0,0.0,0
Alix femme du maire Laurent Laurent de Brantigny,10,1,0.1,0
Demenge Demongeot,2,0,0.0,0
Jean Mengin de Bathelemont,1,1,1.0,0
Jean Belat,1,1,1.0,0
Colin Mengin d'Anould,1,1,1.0,0
Demenge Michiel,1,0,0.0,0
Colas Collenat d'Aubripaire,1,1,1.0,0
Dieudonnée veuve Jean Baulche,6,1,0.16666666666666666,0
Nicolle fille Jean Trichart,9,1,0.1111111111111111,0
Cornelius Marchal,7,1,0.14285714285714285,0
Anne femme Claude Aulbry de Girecourt,10,1,0.1,0
Catherine femme Jean Demenge Charrier le jeune de ,1,1,1.0,0
Hanns,1,0,0.0,0
Mengeatte femme Jean Charpentier de Coinches,1,1,1.0,0
Claude Charton,1,0,0.0,0
Colas Voignier,1,1,1.0,0
Didier Bernay,1,0,0.0,0
femme Gerardin Marchal,3,0,0.0,0
Jean Trichart,2,0,0.0,0
Marion Jacob Jean Parmentier,2,0,0.0,0
Colin Oudenot manouvrier,7,1,0.14285714285714285,0
Idotte femme Claudin Henryot,10,1,0.1,0
Jehenne veuve Colas Chalgotte,10,1,0.1,0
Dieudonné Jean Demenge Jacot,10,1,0.1,0
Clemance,1,0,0.0,0
Nicolas Simeon de Moyenmoutier,1,1,1.0,0
Gerard Ladouic,10,1,0.1,0
Adam Bessat,10,1,0.1,0
Jean Michiel Jeannel,1,1,1.0,0
B 8691 no 4; witch 215,2,0,0.0,0
Nicolas Masson sergent,1,1,1.0,0
de St. Nicolas-de-,3,0,0.0,0
Blaisotte femme Colas Jean le Masson de la Pellier,1,1,1.0,0
Liegey Prout,9,1,0.1111111111111111,0
Barbelline femme Demenge Moictrier,1,1,1.0,0
Barthellemin Soran,1,0,0.0,0
Honn Homme Jean Didier,1,1,1.0,0
Mengin Godot,4,2,0.5,0
"B 8708 no 2; witch 263, Clement Cheneviere de la B",9,0,0.0,1
Claude Grand,1,0,0.0,0
Demenge Colas le maire,9,0,0.0,0
Marie femme Remey Bastien,1,1,1.0,0
Demenge Sollier,1,0,0.0,0
B 8682 no 2; witch 180,2,0,0.0,0
"B 8712 no 1; witch 272, Jean Callerey de Pajaille",13,0,0.0,1
Charles Commis,2,0,0.0,0
Jean Coureille,1,0,0.0,0
Jacquot Vannier,1,0,0.0,0
Bingel,2,0,0.0,0
de la Chapelle,2,0,0.0,0
Georges-Jean Thiriet,1,1,1.0,0
Benite veuve Claudon le Bailly,10,1,0.1,0
de Bruyères,2,0,0.0,0
Mathis Jeandel,11,1,0.09090909090909091,0
de Ginfosse,2,0,0.0,0
Blaisette femme Didier Aulbert,1,1,1.0,0
Clemance femme Collas Moictrier,9,1,0.1111111111111111,0
Jean Colat,1,0,0.0,0
Jean Bagard,2,1,0.5,0
Tante Libar veuve Claude le Boeuf,1,1,1.0,0
Jean de Sainct Pierre,10,1,0.1,0
Claudon Ferry d'Aidoile,10,1,0.1,0
Jennon femme Demenge Roussé,1,1,1.0,0
Jean Waulthier,1,0,0.0,0
Demenge Jacat,2,0,0.0,0
Bastien,3,0,0.0,0
Honnete femme Claudine,1,1,1.0,0
Barbe Petit,1,1,1.0,0
Pierrotte Roy femme Nicolas Martin,2,0,0.0,0
Colas Ancel,1,0,0.0,0
Estiennette fille Jean Holbin de la Pescherie,1,1,1.0,0
Curien Colas Ferry de Brehimont,1,1,1.0,0
Barbeline veuve Colas Petit Jean Louys,1,1,1.0,0
Mongeatte femme Demenge Andreu,1,1,1.0,0
Demenge Colas Humbert,10,1,0.1,0
Jehenne femme Pierre Colin,1,1,1.0,0
Jean Becquol,1,0,0.0,0
Humbert Dedion,3,1,0.3333333333333333,0
Catherine femme Hanso Mandray,10,1,0.1,0
Michiel Galdrimey,1,0,0.0,0
Yzabey,1,0,0.0,0
Margueritte femme Claudon Pierre Loys de Rozieres,10,1,0.1,0
Jacotte femme Nicolas Paticier,10,1,0.1,0
Mainne femme Didier Mongenot,9,1,0.1111111111111111,0
"B 8700 no 1; witch 236, Colatte femme Colas Bertra",17,0,0.0,1
Jean Noel de Nompatelize,10,1,0.1,0
B 8687 no 5; witch 203,1,0,0.0,0
Jennon femme Claudon Jacquel,10,1,0.1,0
Vaultrin Henry Colas de Reillon,9,1,0.1111111111111111,0
Demenge Noel,1,0,0.0,0
"B 3789 no 2; witch 059, Georgeatte femme Colas Her",20,0,0.0,1
"B 4094 no 1 Witch 073, Catherine la Rondelatte",29,0,0.0,1
Anthoine fils Berkerhanns,10,1,0.1,0
B 8687 no 8; witch 206,2,0,0.0,0
Catherine femme Bastien Baillet,10,1,0.1,0
George Hatton bourgeois de Bruyeres,1,1,1.0,0
Jean Jacquot Jeannel,1,1,1.0,0
Colas Humbert de Mazelay,1,1,1.0,0
Colin Gillet garonnier,10,1,0.1,0
Contzen Nickel,1,1,1.0,0
George Mengeotte,1,1,1.0,0
Jean Didier Cherier de Sainct Remy,1,1,1.0,0
Valence fille Colas des Roses,10,1,0.1,0
Demenge Conrard,1,0,0.0,0
Claudin Lhuilier,1,1,1.0,0
Maurice Mongeon,11,1,0.09090909090909091,0
Symon Jacquot de Brehimont,10,1,0.1,0
de Villoncourt,2,0,0.0,0
Jeanne femme Stro Hanns,1,1,1.0,0
Francoise veuve Jean Frampart de St Dié,1,1,1.0,0
Margo,2,0,0.0,0
Jean Girard Ancel,1,1,1.0,0
Jean Martin,1,1,1.0,0
Didier Chottey,30,3,0.1,0
B 8726 no 1; witch 306,2,0,0.0,0
Claudin Bigenel,1,0,0.0,0
Magdelaine femme à Mongin Fourney de la Neuveville,9,1,0.1111111111111111,0
Jeanne Queriot,1,0,0.0,0
"B 5344 no 1; witch 098, Synnel, femme Hans Stumpff",24,0,0.0,1
Catherine veuve Berthremin Rembault le drappier,10,1,0.1,0
Marion fille Jean Hanry,1,1,1.0,0
Jean Hanna de St Remy,2,2,1.0,0
Mongeatte veuve de Aulbry Jean Aulbry de Charmes,10,1,0.1,0
Barbellon femme Nicolas Mulnier,10,1,0.1,0
Demenge Mathieu d'Entre-deux-Eaux,10,1,0.1,0
Jean Dabo,1,0,0.0,0
Jehenne fille Demenge Nicklauss,10,1,0.1,0
Alizon femme Colas Liebault,10,1,0.1,0
Jacquemin Reverts,1,0,0.0,0
Agnes femme Mathieu Huchon,1,1,1.0,0
Colas Claude,3,0,0.0,0
Zenelle femme du precedent,9,1,0.1111111111111111,0
Dieudonne George le petit Colin,8,1,0.125,0
Mongeotte femme Claudon Estienne,4,1,0.25,0
Jean Mathieu dit le viel Jean,1,1,1.0,0
Jean Genereux de Condé,10,1,0.1,0
Marion femme Colin Claudel Colin,1,1,1.0,0
Catherine femme a Jean Ferry,1,1,1.0,0
Aley,2,0,0.0,0
Didie femme du precedent,10,1,0.1,0
Jean Lallemand de St Lyenard,1,0,0.0,0
Barbon femme au precedent,1,1,1.0,0
Jennon femme Demenge Anthoine de la Vacherie,10,1,0.1,0
Jean de Rux,1,1,1.0,0
B 8979 no 2; witch 325,3,0,0.0,0
Colin Colas Henry,1,1,1.0,0
dite des Tartres,2,0,0.0,0
B 5757; witch 105,1,0,0.0,0
Cesar,1,0,0.0,0
"Witch 282; B 8715 no 5, Fleuratte femme Bastien de",9,0,0.0,1
Jeannon femme Jehan Conat manouvrier de St Nicolas,9,1,0.1111111111111111,0
Nicolas de Flabeprey,1,1,1.0,0
Jehennon femme Mengeon Pierron de la Grandefosse,1,1,1.0,0
Jean Thiebauld Gerard,10,1,0.1,0
Idoul Odinat de Raon,1,1,1.0,0
Laurent Collon,10,1,0.1,0
Claude Mal Didier,1,1,1.0,0
"Witch 280: B8715 no 3, Claudatte femme Lambert Cla",7,0,0.0,1
"B 3345; witch 047, Jeanne femme Demenge Mercier, d",14,0,0.0,1
Claudon veuve Mengin Wannier,2,0,0.0,0
Jacot Estiennon,1,0,0.0,0
Toussaint Thiebel,1,0,0.0,0
Pierron Jardolle de Faing-Thiery,1,1,1.0,0
Vincent Gerard,1,1,1.0,0
Poirson Poirat boulengier de St Nicolas,1,1,1.0,0
Henry Jandel,10,1,0.1,0
"B 8986 no 2; witch 330, Barbe veuve Francois Barbi",9,0,0.0,1
Claudon Raguin,1,0,0.0,0
Demenge Ganaire,5,2,0.4,0
Nicolas Besdel,2,1,0.5,0
Susanne veuve Jean Rosselat,1,1,1.0,0
Jean George le jeune,6,1,0.16666666666666666,0
Demenge d'Avould Ie jeune,1,1,1.0,0
Mengeon,17,0,0.0,0
Jean Tanaire,1,1,1.0,0
Claudon Bonnier,1,0,0.0,0
Mengeon Bande,1,0,0.0,0
Anne veuve Nicolas de Lorette,1,1,1.0,0
Mengeat Marchand,1,0,0.0,0
Martin Humbert de Haraucourt,1,1,1.0,0
Mengin Regnault,1,0,0.0,0
Claude Remy Claude,10,1,0.1,0
Mengeatte femme Claudin Patenotte moictrier de la ,1,1,1.0,0
Mengeon Gillat,1,0,0.0,0
Cathin femme de Jehan Cabled de la Neufville,1,1,1.0,0
Denisatte,1,0,0.0,0
Bastien Hermemand du Vivier,1,1,1.0,0
Mongeatte femme François Tanaire,1,1,1.0,0
Catherine femme Adam Tarillon de Bassing,1,0,0.0,0
Dieudegnon Claude de Reillon,10,1,0.1,0
Elisabethe,1,0,0.0,0
Poirson Henry,1,0,0.0,0
Jean Masson de Moriviller,1,1,1.0,0
"Jean Regnier
Had lost a pig - did not know why. Ha",7,1,0.14285714285714285,0
Estienne Saigeant,1,0,0.0,0
Roze femme Didier Chottey,1,1,1.0,0
François Claudel Anthoine,9,1,0.1111111111111111,0
Didier Symonin,10,1,0.1,0
Hydoulx Grend,1,0,0.0,0
Adam Parmentier,1,1,1.0,0
George Gillet,1,0,0.0,0
Claudon Jean Coullon de la Chapelle,1,1,1.0,0
Jennon fille feu Jean Jennat,3,0,0.0,0
Bernard Didier Symonin,1,1,1.0,0
Demenge Gadel,1,0,0.0,0
Jean Demengeon Jacot peltre de Bussang,9,1,0.1111111111111111,0
Henry fils Henry,3,0,0.0,0
Le jeune Haman,1,1,1.0,0
Jean le Maire le viel,10,1,0.1,0
Jehennon femme Jean Hugo,10,1,0.1,0
Lienard Valentin Napuel,10,1,0.1,0
Chretienne fille Jean Parmentier de l'Estraye,1,0,0.0,0
Honnete homme Paul Villaume,10,1,0.1,0
veuve Claudin Clement,3,0,0.0,0
de Girompaire,2,0,0.0,0
Marguitte femme Claudon Piernille,1,1,1.0,0
Magdelaine femme a George Jeandat tabellion a Serc,1,1,1.0,0
Claudon Jacquot Charpentier,1,1,1.0,0
B 8700 no 4; witch 239,2,0,0.0,0
Claudon Mathieu de Fontenay,1,1,1.0,0
Demenge Chevallier,1,0,0.0,0
Nicolas Bourdemont,1,0,0.0,0
Dieudonné Antoine Dieudonné de Fontenay,1,1,1.0,0
Michiel Pilmant de Ste Marie,1,1,1.0,0
Didier Voignier dit Gros Didier,10,1,0.1,0
Jean Canot,10,0,0.0,0
Demenge Durand demeurant a Dompierre,10,1,0.1,0
Annon femme Jean Regnauldin,1,1,1.0,0
de l'Hoste du Bois (la Salle),2,0,0.0,0
Jean Henry de Domjevin,19,4,0.21052631578947367,0
Jean Nicklauss,10,1,0.1,0
Marie Canot,2,0,0.0,0
Jean Poirel,10,1,0.1,0
Nicolas David dit Mulnier de Bainville,1,0,0.0,0
Remy Masson,11,1,0.09090909090909091,0
"B 2583 no 3; witch 017, George Parmentier de l'Est",5,0,0.0,1
Jean Mareschal,2,2,1.0,0
Georgeatte veuve Jean Grand Didier,2,0,0.0,0
Barbe Braconnier de Raon,1,1,1.0,0
Hanns Fritsch,7,1,0.14285714285714285,0
Denise,1,0,0.0,0
Jean Cordonnier,11,2,0.18181818181818182,0
Didiere Pensee femme Jacquemin Reverts,8,1,0.125,0
B 2583 no 6; witch 020,2,0,0.0,0
"Nicolas Lyenard Gaulthier
Dieudonnée always repute",1,1,1.0,0
"B 8712 no 2; witch 273, Claudette femme Jean Dabo ",13,0,0.0,1
Dieudonné Marond,1,0,0.0,0
Durand Demenge Durand,1,1,1.0,0
Claudon Hursieu,1,0,0.0,0
Colin Menginot,10,1,0.1,0
Loys Melenicque,10,1,0.1,0
B 8704 no 2. Witch 252: Georgeatte femme Demenge J,13,0,0.0,1
Jean Febuatte,1,0,0.0,0
Mongin Godat,10,1,0.1,0
Cathellon,1,0,0.0,0
Catherine servante a Demenge Lorrain,10,1,0.1,0
Mongeon Colas,1,0,0.0,0
Jennon femme Didier Lorrique de Bathelemont,1,1,1.0,0
Isabelle veuve Didier Rouyer,10,1,0.1,0
Jean Didier Jacquemin,10,1,0.1,0
Jean Mourrat,1,0,0.0,0
Witch 344: Vosges G563,4,0,0.0,0
Claude Ambroise,1,1,1.0,0
"B 8281 no 2; witch 132, Margueritte veuve Claudin ",10,0,0.0,1
Thienon Boudart,1,0,0.0,0
Jean Masson bouchier,9,0,0.0,0
Demenge Didier Ydatte,1,1,1.0,0
Jean Clerc de Padoux,10,1,0.1,0
Estienne Haxaire de Rozieres,5,1,0.2,0
Nicolas Petit Didier d'Avould,10,1,0.1,0
Jennon femme Demenge des Boeufz,1,1,1.0,0
"B 8724 no 4. Witch 304, Anthoinette femme Didier C",4,0,0.0,1
Claudatte femme Jean de la Court,1,1,1.0,0
Blaisatte veuve de Thiery Breton de Moyemont,10,1,0.1,0
Claude Cognol,10,1,0.1,0
Dieudonnee veuve Colas Pairson du Vivier,1,1,1.0,0
Simon Demenge,1,0,0.0,0
Nicolas Jeannel,1,0,0.0,0
Mathillon veuve Jean Piarion,1,1,1.0,0
Mengeotte femme Jean Girard,1,1,1.0,0
Mongeon Virion,1,0,0.0,0
B 4500 no 1 Witch 083,2,0,0.0,0
Magdellaine fille de Hidult Thiebauld,1,1,1.0,0
"B 9554 no 2; witch 332, Denisatte femme Nicolas Hu",6,0,0.0,1
Jean Reillemant de la Chapelle,1,1,1.0,0
Jean Michiel,3,0,0.0,0
Colas Viriot,1,0,0.0,0
Mengeon Demenge de Montaigne,1,1,1.0,0
Hellenix femme Dieudonné Marchal de Reillon,9,1,0.1111111111111111,0
Catherine femme Demenge Valtin,1,1,1.0,0
Bastien Bacourt,10,1,0.1,0
Demenge Remy,12,1,0.08333333333333333,0
Alix femme Jean Jerome,1,1,1.0,0
had fight with Jeanne's son aged 10,10,1,0.1,0
Margueritte fille de la precedente,1,1,1.0,0
Jean de la Forge,1,1,1.0,0
Catherine femme de Nicolas George de la Chapelle,1,1,1.0,0
Thierron frere audit Bernard,1,1,1.0,0
Marguitte femme Nicolas de Cariolle,10,1,0.1,0
Colas Jean Mengenot le jeune,10,1,0.1,0
Colas Burquey paistre des bestes rouges du Vivier,1,1,1.0,0
Cler,1,0,0.0,0
Alix veuve de Nicolas de Vaubexy cordonnier de Cha,10,1,0.1,0
Benoist Mathieu,1,0,0.0,0
Catherine femme Colas de la Chambre,10,1,0.1,0
Claude Jean Demenge Mengin,18,2,0.1111111111111111,0
"B 7301; witch 119, Barbe la grosse gorge, de Jarvi",15,0,0.0,1
Witch 281; B8715 no 4,1,0,0.0,0
"B 2583 no 6; witch 020, Jean fils Nicolas Colombai",1,0,0.0,0
Babon femme Demenge Voinesson,1,1,1.0,0
Mengeon Demenge du Treux de Fouchifol,1,1,1.0,0
B 8712 no 1; witch 272,1,0,0.0,0
"was her mother.
(20) Plaisance veuve Nicolas Gerar",1,1,1.0,0
Demenge Vuillaumé,1,1,1.0,0
Jennon femme Cesar Jennat,1,1,1.0,0
Collatte,21,1,0.047619047619047616,0
Alizon femme Nicolas Coupechausse,1,1,1.0,0
Jacotte femme Jacot Simon,1,1,1.0,0
Gerard Rouyer,1,0,0.0,0
"Rollat Pivert
4 July 1602; interrogation
Prevot re",4,0,0.0,0
Valentin Claude Estaine,1,1,1.0,0
Claudatte femme Colas le Clerc,10,1,0.1,0
Mathieu Varin de la Neufville,1,1,1.0,0
Claudatte femme Jean Claudel le Maimbourg,2,0,0.0,0
Daniel Melon,1,1,1.0,0
Nicolas Hugo de Raon,10,1,0.1,0
Claudate veuve Jean Nancey de Docelles,1,1,1.0,0
B 8707 no 3; witch 255,3,0,0.0,0
"Colas Maimbourg de Ginfosse
3 years earlier had di",10,1,0.1,0
Bastienne Claudon Vaulthier,1,1,1.0,0
Martin Bourdon,10,1,0.1,0
Bastien Colas Parisat,10,1,0.1,0
Jean Bertremin Grand Homme de Fouchifol,10,1,0.1,0
Halbix femme Demenge Colas Girard,10,1,0.1,0
Didielle femme Demenge Simmonel,2,0,0.0,0
Jean Jacquot,2,0,0.0,0
Thienatte,1,0,0.0,0
de la Neveville-les-,2,0,0.0,0
Jeannon du Rupt,1,1,1.0,0
Mengeon Jean du Treux,10,1,0.1,0
Colas Vernier,1,1,1.0,0
Pierron Goudat,1,0,0.0,0
Germain Claudin,10,1,0.1,0
de Pargny,2,0,0.0,0
Jean Vincent Valdezey,1,1,1.0,0
"(Unknown witness)
Story of argument over a cow who",1,1,1.0,0
Claudon Durand,1,0,0.0,0
Barbe femme à Anthoine Bon Jean de la Nenfville,1,1,1.0,0
Jennon femme Didier Jobard,10,1,0.1,0
Adrian,1,0,0.0,0
Jennon femme Colas Chrestien mulnier de Moyenmouti,1,1,1.0,0
Marguitte femme David Pierre Guillemin,1,1,1.0,0
Parise femme Ferry Claude Ferry,1,1,1.0,0
Claudatte femme Symon de Besmont,10,1,0.1,0
Colas Jean Andreu de Brehimont,1,1,1.0,0
Fleurance,1,0,0.0,0
Didiere femme Gros Demenge,1,1,1.0,0
Claudon fils de Jean Pierat de Clingotte,1,1,1.0,0
Idoul Jean Martin de St Blaise,1,1,1.0,0
Jehenne femme Demenge la Forge,1,1,1.0,0
Jeanne femme Claudon Mengin,1,1,1.0,0
Agathe femme Jean Claude Estienne,1,1,1.0,0
de la Rochatte,2,0,0.0,0
Estienne Pescheur,10,1,0.1,0
Jean Laurens,1,0,0.0,0
Jean Baret,1,1,1.0,0
Marguitte femme Christophe de Forges,1,1,1.0,0
Anthoine le Maire,1,1,1.0,0
Agnon femme Claudon Barbier,1,1,1.0,0
Nicolas Barbellin,1,0,0.0,0
Idatte femme de Claude Richard de Charmes,1,1,1.0,0
Barbe femme Demenge Anguevin,10,1,0.1,0
Jean Barbellin de Bathelemont,1,1,1.0,0
Valtin Claudion Valtin de la Chapelle,1,1,1.0,0
Pairson Grand Jean de Mouriviller,10,1,0.1,0
Jean Thomas de Domfaing,1,1,1.0,0
B 8691 no 18; witch 229,2,0,0.0,0
B 5344 no 1; witch 098,3,0,0.0,0
Amprolle fille Mengel Jacquel Hellelbix du Void de,1,1,1.0,0
Claudatte veuve Michel Demenge Antoine du Viel Mar,1,0,0.0,0
Demenge Maillard,1,0,0.0,0
"B 3343; witch 046, Margueritte femme Claude Martin",16,0,0.0,1
Catherine veuve Jacot Rouyer de Rayegoutte,10,1,0.1,0
Colas Gaixotte,11,1,0.09090909090909091,0
Jean Zabey,1,0,0.0,0
Claude Vautrin,1,1,1.0,0
Urbain le Souche,10,1,0.1,0
Margueritte femme Nicolas Olry de Bathelemont,1,1,1.0,0
Jean Claude Felippé,1,1,1.0,0
Colas Jean George jeune fils de Robache,10,1,0.1,0
Gerard Marchal,20,2,0.1,0
Francois Vicaire,1,0,0.0,0
Mengeatte femme Jean Babé,2,0,0.0,0
Demenge Breton,7,1,0.14285714285714285,0
Idoulx de Mailley,10,1,0.1,0
Jennon femme Nicolas Bars,14,2,0.14285714285714285,0
"B 3323 no 1; witch 025, Jeannotte veuve Claudon To",19,0,0.0,1
Demenge Valtin,2,1,0.5,0
Jehenne femme Didier Xoudel de la Neufville,1,1,1.0,0
Catherine femme Jean Vincent Valdezey,1,1,1.0,0
Jean Haxart,1,0,0.0,0
Claudon Bagay de Memesnil,1,1,1.0,0
Agnelz femme Bastien Pieton,1,1,1.0,0
