node,n_neighbors,accused_neighbors,exposure_ratio,is_accused
Nicolas Foural,1,1,1.0,0
Jennon femme Colas Barrey,1,1,1.0,0
Jannon femme de Jean Waulthier de la Neufville,1,1,1.0,0
Jean George Laulney d’Entre-deux-Eaux,10,1,0.1,0
Barbelline veuve Demenge Mareschal,2,0,0.0,0
Bride femme Klein Nickel,1,1,1.0,0
Didier Nostonne,1,1,1.0,0
Jehenne femme Demenge Didier Ydatte,1,1,1.0,0
Jean Renolbard,1,0,0.0,0
Claudette femme Bastien Delat,2,0,0.0,0
Jean Forgeat,11,2,0.18181818181818182,0
Apelonne femme Stoffel Portier,1,1,1.0,0
Jeanne Petiotte,1,0,0.0,0
Catherine femme Toussain Colin Michiel,1,1,1.0,0
Margueritte femme Daniel Houin,10,1,0.1,0
Claude Colas Henry d’Entre-deux-Eaux,1,1,1.0,0
Enguel,1,0,0.0,0
Bresson Jeannel de Vicq,7,1,0.14285714285714285,0
Francoyse,1,0,0.0,0
Jean Dauphin,11,1,0.09090909090909091,0
Jean Callerey de Pajaille,1,0,0.0,0
Claude Barbier,1,0,0.0,0
Jennon veuve Mourice Jean de Lessus du Paire,1,1,1.0,0
Anthoine Diez du Prey,1,1,1.0,0
Toinotte,1,0,0.0,0
"Beniste femme Claude Jeandel du Chasnoy
Told story",10,1,0.1,0
Denise veuve Pierrat Charrier de Valdeures,1,1,1.0,0
Nicolas Guerard,3,2,0.6666666666666666,0
"B 8702 no 9; witch 248, Jean Pierron Geliat, de la",18,0,0.0,1
Jennon femme a Colas Didier Cherrier de St. Remy,1,1,1.0,0
Demenge Grand Martin,1,1,1.0,0
Catherine veuve de Mengeot,1,1,1.0,0
Jean Francois de Repas,1,1,1.0,0
Barthelemin de Veho,10,1,0.1,0
Jennon femme Chrestien Claude Michel,10,1,0.1,0
Jean Forgeot,10,1,0.1,0
Claude Blaise,1,1,1.0,0
Catherine femme Jean George de Rozieres,7,1,0.14285714285714285,0
Nicolas Barthremin le viel,1,1,1.0,0
Valentin Connis du Paire,1,1,1.0,0
"Colas ?
Reputation 7 years. Some 4 years before ha",1,1,1.0,0
"Lambert Claudel Ferry
Had had various disputes wit",1,1,1.0,0
Sibille femme Jean Vacquaire d'Einville,1,0,0.0,0
Mengeon Jacat Morel de Domfaing,1,1,1.0,0
"Lambert Jean Lambert
Asked about quarrel when one ",5,1,0.2,0
Idoult Willaume,1,1,1.0,0
Francoise,13,0,0.0,0
Demenge Ferry,2,0,0.0,0
Claudon Haxo,1,0,0.0,0
Demenge Brouvellant,1,0,0.0,0
Claudon Charniere,3,0,0.0,0
Claude Bertremin Jacquemin de la Harde d’Anould,10,1,0.1,0
Georgeon Barbier de Fontenay,1,1,1.0,0
Chrestaille,1,0,0.0,0
Jean Thierry du Viel Marché,10,1,0.1,0
Nicolas Graniere demeurant a La Brenche,1,1,1.0,0
"B 8684 no 1. Witch 188, Jean Demenge le Clerc dit ",17,0,0.0,1
Gregoire Vincent,1,0,0.0,0
Claudon Chapouxat,1,0,0.0,0
Mengeon Regnauldin,11,1,0.09090909090909091,0
Claudatte femme Nicolas des Montagnes de Repas,1,1,1.0,0
de La Chapelle,2,0,0.0,0
Françoise veuve Nicolas Micquel,10,1,0.1,0
Demenge Didon,1,0,0.0,0
B 3323 no 6; witch 030,2,0,0.0,0
Jannon femme de George Gouvernat le jeune de Charm,10,1,0.1,0
Anthoine Chollat,1,1,1.0,0
Georgeatte femme Claudon Prevost,10,1,0.1,0
Hannssman,1,0,0.0,0
? du Val le vieulx,7,1,0.14285714285714285,0
Susanne,1,0,0.0,0
Austette Clairier,1,1,1.0,0
Barbeline veuve Demenge Henriatte,10,1,0.1,0
Claudin Grand,1,0,0.0,0
Mengeon Colin de Moyemont,14,2,0.14285714285714285,0
Marguitte femme Didier Seigaire de Brehimont,10,1,0.1,0
Colas Jean Denise bouchier et bourgeois de Ste Mar,10,1,0.1,0
Agathe femme Colas Jobay du Faing,1,0,0.0,0
Claude Profette,1,0,0.0,0
Mre George,1,0,0.0,0
Michel Barbellin de Bathelemont,1,1,1.0,0
Marguerite femme Henry Zabey,1,1,1.0,0
Catherine femme honn homme Claude Moiron,1,1,1.0,0
Cesar Jannat,1,1,1.0,0
Mathieu Marchal,10,1,0.1,0
Mengin Richard,10,1,0.1,0
Claudon Prevost de La Bolle,1,1,1.0,0
Marguitte femme Claudon Jalley,1,1,1.0,0
Hans Grand Bernard,10,1,0.1,0
Mengeon le Petit Anthoine,10,1,0.1,0
George Crenelé,10,1,0.1,0
Nicolas Martinbois,2,1,0.5,0
Georgette femme Jean Lhoste,10,1,0.1,0
B 8691 no 7; witch 219,2,0,0.0,0
Dieudenon Maçon,1,1,1.0,0
Jean Mansuin Collenat de Clingotte,1,1,1.0,0
Claudon Ferry,2,0,0.0,0
Catherine Gelyat,1,0,0.0,0
Nicolas Chatton d'Estival,1,1,1.0,0
Jalby,1,0,0.0,0
Mengin Gerard,10,1,0.1,0
Nicolas Ory,1,1,1.0,0
Helleny femme de Damien le Menestrel,10,1,0.1,0
Humbert Rodot de Dignonville,1,1,1.0,0
Claudon Colas le viel homme,5,1,0.2,0
Moyemont,4,0,0.0,0
B 8677 no 13 and B 8680 no 1; witch 167,1,0,0.0,0
"la
Nigade",1,1,1.0,0
Laurence femme Laurent Blanc Didier,10,1,0.1,0
Mongeatte femme Nicolas Vuillaumé,1,1,1.0,0
Didier de Vilerne boulangier,10,1,0.1,0
Claudin Thiery,1,0,0.0,0
Roze,1,0,0.0,0
Jean Marchand Didelot,1,1,1.0,0
Colin Chopppat marechal de la Bourgonce,9,0,0.0,0
Catherine femme Jean Loure de Domjevin,1,1,1.0,0
Curien Daboncourt,1,1,1.0,0
Quentin Le Roy,1,1,1.0,0
Colatte femme Mathis Jeandel,1,1,1.0,0
Mengeotte veuve Jean Vaultrin de Bathelemont,1,1,1.0,0
of La Neuveville-,1,0,0.0,0
Jean Bourguignon musnier demeurant a Sainte Margar,1,1,1.0,0
Demenge Blaise,1,1,1.0,0
Nicolas Meon,1,0,0.0,0
Jehenne Gueriat femme Nicolas Demenge Henry manouv,1,1,1.0,0
Mengeatte femme Barbellin Michel de Bathelemont,1,1,1.0,0
Thomas Jacquat de Raon,1,1,1.0,0
Georgette,1,0,0.0,0
Lienard Jean Lienard,2,2,1.0,0
Demenge Mathieu cordonnier de la Neufville,8,1,0.125,0
Jean Tixerant,1,1,1.0,0
Marie femme Jean Demenge le Roy,10,1,0.1,0
B 3804 no 3; Witch 068,2,0,0.0,0
Vincent Yclon,1,0,0.0,0
Nicolas Miclin,1,0,0.0,0
Jean Jeannatte,1,0,0.0,0
B 8667 No 4 Witch 142,1,0,0.0,0
Holbin Colas Holbin,10,1,0.1,0
Mengeon Jean Durand de La Pelliere,9,1,0.1111111111111111,0
Claudon de Champ,10,1,0.1,0
Jean Claude le jeune,1,1,1.0,0
Anne femme Jacques des Fes de St Nicolas,1,1,1.0,0
Marguerite femme Nicolas Humbert dit de Serceour,1,1,1.0,0
Marguerite femme Jean Guillemart,4,0,0.0,0
Claudatte fille Godey Mandray,1,1,1.0,0
Jean Berthremin,1,1,1.0,0
Laurent,1,0,0.0,0
B 8684 no 9. Witch 196,1,0,0.0,0
Catherine femme Jean Mengin de Bathelemont,1,1,1.0,0
Agnes,5,0,0.0,0
B 8281 no 1; witch 131,1,0,0.0,0
Claudon Nicolle,1,0,0.0,0
Marie femme Diez Meschat de Saint Dié,1,1,1.0,0
Cesar Jennat,1,0,0.0,0
Demengeon Nicolas Jacot de Bussang,9,1,0.1111111111111111,0
"B 3323 no 7; witch 031, Didier femme Nicolas le Ve",11,0,0.0,1
Demenge Mathiat,1,0,0.0,0
Phelipe,1,0,0.0,0
Demenge Diez Schenault,1,1,1.0,0
Chrestien Colas,1,0,0.0,0
Colas Jean Peltre,1,1,1.0,0
Mengeotte femme Villermin Grillat de Rozieres,7,1,0.14285714285714285,0
Barbelline femme a Dieudonne Jean de la Gotte de M,10,1,0.1,0
Demenge Simmonel,1,0,0.0,0
Denise femme au precedent,1,1,1.0,0
Jennotte veuve Gerardin Rodeans,1,1,1.0,0
B 2203 no 1; witch 009,2,0,0.0,0
Thiery fils Claudin Thiery,10,1,0.1,0
Nicolas Chany,11,1,0.09090909090909091,0
Didier Maurice,10,1,0.1,0
Didier Bandesapt de Raon,1,1,1.0,0
Didier Pernille,1,0,0.0,0
Jean Demenge de la Borse,1,1,1.0,0
Nicolas Raimbault de Reillon,1,0,0.0,0
Jean Gillet,4,0,0.0,0
"B 7279; witch 118, Catherine Claude d'Azelot",20,0,0.0,1
Mongeotte femme Remy Claude Parmentier,1,1,1.0,0
Claudon Andreu d'Aydoille,1,1,1.0,0
"Demenge Thieriat
Believed he had caused loss of ca",6,1,0.16666666666666666,0
Belotte,1,0,0.0,0
"Claudette femme Jean Grand Jean
Witch 182",10,1,0.1,0
Jehanne femme Demenge Sollier,1,1,1.0,0
Hannezo Claudon,1,1,1.0,0
Nicolas Moullot,1,0,0.0,0
Mengeon Meschat Bourgeois de Saint-Dié,10,1,0.1,0
Antoine Binaud de Grandiviller,1,1,1.0,0
Yzabey femme Didier Doyen de Domjevin,10,1,0.1,0
Fleurance Mongeolle du Void de Belmont,1,1,1.0,0
Nicolas Herbel,1,0,0.0,0
"Thoussainct Gomay
Had been nearest neighbour of fa",10,1,0.1,0
Mongeotte veuve de George Gillet Pierre Geoffroy d,10,1,0.1,0
Izabel femme Demange Rougier,10,1,0.1,0
Jean Demenge,11,3,0.2727272727272727,0
Barbelline femme Valentin Micqua de Quebrux,7,1,0.14285714285714285,0
Mathieu Durant,1,1,1.0,0
Jean Cesar de Bru de St Remy,1,1,1.0,0
"B 8717 no 6; witch 289, Jennon femme Claude Mengin",11,0,0.0,1
Jean Girardin,3,0,0.0,0
Jean Goeury,11,1,0.09090909090909091,0
Barbon veuve Jean Claude,1,1,1.0,0
Mengeon Vincent,1,1,1.0,0
Suzanne Raguin,1,0,0.0,0
Henry Colas Henry mareschal a l'Hoste du Bois,9,0,0.0,0
Simon Colas Simon de Clemmecy,7,1,0.14285714285714285,0
Fleuratte femme Jean Maurice,2,0,0.0,0
Nicolas Pirot dudit lieu,10,1,0.1,0
Mengeon Demenge,1,0,0.0,0
Jean Didier Jeandel de La Bolle,10,1,0.1,0
Evatte femme Thiebault Hannast de Repas (soeur ger,1,1,1.0,0
Valentin Haillant,10,1,0.1,0
François Oudat,1,1,1.0,0
Sybille femme Stoffel Schmidt,1,1,1.0,0
Hellenix femme Jean Marchal,10,1,0.1,0
Demenge Cuning,1,0,0.0,0
Anthoine Sachot,1,0,0.0,0
Jannon vauve Claude Marchal d'Essegney,1,1,1.0,0
Jean Bietrix of Grand Faubourg de Raon,5,1,0.2,0
Jean Bontemps,1,0,0.0,0
Pierson Rouyer,10,1,0.1,0
Claudette femme Michel Parmentier hostelain de Rao,10,1,0.1,0
Didier Vosgien,1,0,0.0,0
Jehan Conat,1,0,0.0,0
Lyenard Demenge,1,0,0.0,0
Jehenne femme a Colin Dieudonne d'Entre-deux-Eaux,10,1,0.1,0
Claudon Colas Andreu,1,1,1.0,0
Gaspar Cherrier,1,0,0.0,0
Catherine femme Jean Jeandey,11,2,0.18181818181818182,0
Demenge Barbouiller,3,0,0.0,0
Claude Mengeon Jean le maimbourg,1,1,1.0,0
Nicolas Mongein,7,1,0.14285714285714285,0
Jean Simonin,2,1,0.5,0
Claudon George de Wanemont,9,1,0.1111111111111111,0
Estienne Brouvellant,1,1,1.0,0
Dieudonnée femme Jacquat Didier Valdexey,10,1,0.1,0
Demenge Mareschal,2,1,0.5,0
Noel Gaidat,1,0,0.0,0
Clemence fille Parisot Goeury,10,1,0.1,0
Jacquotte femme Melchior Vauldechamps de Bruyeres,9,1,0.1111111111111111,0
Catherine veuve de Nicolas Miclin bourgeois de Vie,10,1,0.1,0
"B 2148; witch 001; Jean Bulme et Didiere sa femme,",17,0,0.0,1
Barbe femme Quentin le Roy,1,1,1.0,0
Jean Mourel,1,1,1.0,0
Claudon Houchart,10,1,0.1,0
Françoise femme Louis Sauceratte,5,1,0.2,0
Laurent Doullat,10,1,0.1,0
Nicolas Loratte,1,1,1.0,0
Jean Moine,9,0,0.0,0
Mengin Jacquot retondeur de St Nicolas,1,1,1.0,0
Nicolas Hachon de Reillon,10,1,0.1,0
Colas Mengin de Saint Remy,1,0,0.0,0
Anne femme Nicolas Picard orfevre,9,1,0.1111111111111111,0
Demenge Marchal de Dompgevin,10,1,0.1,0
Jacquat Durand,1,1,1.0,0
Jean Vosgien,11,1,0.09090909090909091,0
Jean Vannier,2,0,0.0,0
B 8699; witch 235,1,0,0.0,0
Loys,1,0,0.0,0
Claudon du Pore,1,1,1.0,0
Barbon femme Bastien Marande,9,1,0.1111111111111111,0
Mayette femme Viryot Didier de Salm,10,1,0.1,0
Pierron George du Viel Marché,9,0,0.0,0
Synnelle,3,0,0.0,0
Saulfroy Poirsin,1,1,1.0,0
Andreu Bouillon cordonnier de Charmes,1,1,1.0,0
Jean Abriat,1,0,0.0,0
Jean Masson d’Auzelievre,10,1,0.1,0
Colas Bourlier,10,1,0.1,0
"B 8275 no 1; witch 128, Chrestaille femme Jean Wat",5,0,0.0,1
Claude Cabled,1,0,0.0,0
Nicolas Thomas,11,2,0.18181818181818182,0
Jean Collat,10,1,0.1,0
Jean Melain,7,1,0.14285714285714285,0
Bertremin Flandrey,11,1,0.09090909090909091,0
Jehennon femme Jacquot Ferry du Chasnoy,1,1,1.0,0
Gauthine again interrogated first; denied all that,1,0,0.0,0
Demenge Mulnier masson de Ste Marie,1,1,1.0,0
Jacot Hocley de la Moictresse des Etignes proche L,10,1,0.1,0
Jennon femme Mengeon Galdrimey de l'Hoste du Bois,9,0,0.0,0
Laurent Mathieu,10,1,0.1,0
Demenge Mourel,11,1,0.09090909090909091,0
Elysabeth femme Jacobs Haman,1,1,1.0,0
Marion femme Colas Aubertin,10,1,0.1,0
Mengin Demenge,1,0,0.0,0
Gerardine Noel,1,1,1.0,0
"B 3323 no 6; witch 030, Pierson fils Petit Pierson",3,0,0.0,1
Jacquotte veuve Claude Profette drappier de St Nic,10,1,0.1,0
Mariatte femme Médard Grand Bastien,1,1,1.0,0
Zabel femme Jean Mongeot,1,1,1.0,0
Nicolle femme a Jean des Boeufs,1,1,1.0,0
"B 2583 no 2; witch 016, Remiere veuve Bastien Clem",9,0,0.0,1
Bernard la Gaulde le jeune,10,1,0.1,0
Claude Gerardin,1,0,0.0,0
Aynel veuve Jean Abriat,1,1,1.0,0
Anne,28,1,0.03571428571428571,0
Claudon Magnien,1,1,1.0,0
Jean fils Nicolas Colombain,2,0,0.0,0
Jean Vaulthier paistre des bestes rouges de Condé,10,1,0.1,0
Demenge Jean Finance,1,1,1.0,0
Colas le Mareschal,10,1,0.1,0
Colas Symon de Brehimont,10,1,0.1,0
"had told
her of children's dispute in which Jacquo",9,0,0.0,0
Jannon,9,0,0.0,0
Claude Reullemand,1,0,0.0,0
Pierratte femme Henry Dieudonné Henry,5,1,0.2,0
Claudon Bresson,11,1,0.09090909090909091,0
Senelle femme du jeune Enguers,2,0,0.0,0
Didier Pescheur,2,1,0.5,0
Demenge Colas Girard,2,2,1.0,0
Barbe Symon,1,0,0.0,0
Claudate femme a Jacquemin Marchal du Memesnil,1,1,1.0,0
Mengeon Didier Noel du Paire d'Avould,10,1,0.1,0
"Jean Gelyat le jeune. ?
Story about her son Jean c",1,1,1.0,0
Anthoine Menginat,1,0,0.0,0
Margueritte veuve Claudon Forget de Rozieres,1,0,0.0,0
Marion femme Claudel Mengeot de Champs,9,1,0.1111111111111111,0
Claudon Jeannat,1,0,0.0,0
Tante Libar,1,0,0.0,0
Jean Demenge Jacquot,1,1,1.0,0
Missing apart from conclusion. Witness was Allison,10,1,0.1,0
Jean Breton,17,2,0.11764705882352941,0
Claude Jean Petit Colin de Layegotte,10,1,0.1,0
Nicolas Demenge Mongin,10,1,0.1,0
Babillon,5,0,0.0,0
Jean Barbellin le jeune de Bathelemont,1,1,1.0,0
Nicolas Claudon Petit Homme le jeune de Dompierre,10,1,0.1,0
Petter Boulengier,10,1,0.1,0
Marguitte veuve de Dieudonne Pierat du Moncel,1,1,1.0,0
Colas Thiehay,10,1,0.1,0
Colas Grosmaire,10,1,0.1,0
Francois Rouyer,1,0,0.0,0
Nicolas Picard,1,0,0.0,0
Vincent Jeandey,1,0,0.0,0
Claudon de Benamenil,2,0,0.0,0
Margueritte veuve Nicolas Vaultrin de Bathelemont,1,1,1.0,0
Jean Jacquot Estienne,10,1,0.1,0
Curien Daguet paistre des bestes rouges de Bruyere,1,1,1.0,0
Claudon Champestre tailleur d'habitz de Raon,9,1,0.1111111111111111,0
B 8712 no 6; witch 277,1,0,0.0,0
Jean fils Jacques Woitsch,1,1,1.0,0
B 3325 no 3; witch 036,1,0,0.0,0
Jehenne fille de Jean George d'Entre-deux-Eaux,10,1,0.1,0
Janne,1,0,0.0,0
Demenge Vian,1,0,0.0,0
Didier Ganat,3,1,0.3333333333333333,0
"Georgeatte femme Mongeon ?
Long reputation",1,1,1.0,0
Mongin Forney de la Neufville,1,1,1.0,0
Clement Behel de St. Prancher,1,1,1.0,0
Didier Aulbert,1,0,0.0,0
Jean Morel serrurier de Charmes,10,1,0.1,0
Elizabeth Choppat,1,1,1.0,0
Appoline,1,0,0.0,0
Antoine Paris de Dompierre,10,1,0.1,0
de Guinzeling,2,0,0.0,0
Demenge Claude Colnot d'Entre-deux-Eaux,10,1,0.1,0
Humbert le Grand Adam de Clemecey,1,1,1.0,0
Marguitte femme Anthoine Colas Colin,10,1,0.1,0
Jean Lambert,1,0,0.0,0
Mongeatte veuve Pieron Endreu du Paire,1,1,1.0,0
Jennon femme de Pieron Pourcel,1,1,1.0,0
Laurent Thihar de Belmont,1,1,1.0,0
Claudon Demenge Willaume,1,1,1.0,0
Demenge Saffrois,2,2,1.0,0
Nicolas Hardier,10,1,0.1,0
Catherine veuve Nicolas Menurgier du Vivier,1,1,1.0,0
Jacquat Didier Renouard,1,1,1.0,0
Curienne femme Jean Aulbry,1,1,1.0,0
Thoussaince femme a Didier Daulphin,1,1,1.0,0
Isabel femme de Jean Pordon de Charmes,5,1,0.2,0
de Champegnoult,4,0,0.0,0
Franceatte femme Nicolas Charier,2,0,0.0,0
Claudon Demenge Perrin de Remomeix,1,1,1.0,0
Marguerite femme Jean Thouvenat dit Lallemand,1,1,1.0,0
Catherine femme Jean des Anges,1,1,1.0,0
Catherine femme Demenge Mengin Claude,10,1,0.1,0
Schlosspetter Mre echevin,10,1,0.1,0
B 3323 no 9; Witch 033,2,0,0.0,0
Philippe la Tour,10,1,0.1,0
Jean Collignan,1,0,0.0,0
Laurence femme au maire Panchras Vincenot,10,1,0.1,0
Odile femme Martin Claude,2,0,0.0,0
Claude Jean Clerc,1,1,1.0,0
Catherine femme Lucas Mercier le jeune,1,1,1.0,0
Mre Estienne,1,0,0.0,0
Didier Colas le Maire,1,1,1.0,0
Bastien des Preys,1,1,1.0,0
Catherine veuve Anthoine Menzier,1,1,1.0,0
"la veuve Lourand Jacquot
Had heard her late husban",1,1,1.0,0
Jeannotte,2,0,0.0,0
Mengeon Jean Arnoulx du Mesnil,10,1,0.1,0
"Claudon Jean Simon
Reputation 6 years.
(15) Cather",1,1,1.0,0
Witch 157: B8677 no 3,1,0,0.0,0
Jacot Colas,1,0,0.0,0
Mengeon Demenge Henry alias d'Anould,10,1,0.1,0
"Demenge Ganaire
Repeated wife's deposition about i",1,1,1.0,0
René le Parmentier,10,1,0.1,0
Didier Jobard,1,0,0.0,0
Bastien Sachot le viel de Raon,10,1,0.1,0
Laurent Bassin,1,0,0.0,0
Dieudenon,1,0,0.0,0
Demengeon Blaise,1,0,0.0,0
w057,1,0,0.0,0
Jean Diez Jeandel le jeune,1,1,1.0,0
B 2148; witch 001; Jean Bulme,2,0,0.0,0
Marguitte femme Colas Brabant,1,1,1.0,0
Demenge Nicklauss,2,0,0.0,0
Jehennon femme Holbin Jean Holbin,1,1,1.0,0
"B 5344 no 3; witch 100, Synnelle femme Schneyder H",21,0,0.0,1
Jean Claudel,3,0,0.0,0
Senelle femme Waisen Petter,2,0,0.0,0
Nicolas Adam de Dompierre,1,0,0.0,0
Claudatte,81,1,0.012345679012345678,0
Colas Domberat,14,2,0.14285714285714285,0
Gerard de Vicherey,1,1,1.0,0
Plaisance femme Toussainct Charpentier,10,1,0.1,0
Girardin Haxo de ?,1,1,1.0,0
Claudon la Romaine,1,0,0.0,0
Jacques Charpentier,1,0,0.0,0
Guennotte fille de Jean Louys tixerant bourgeois d,3,1,0.3333333333333333,0
Colin Bourlier,1,0,0.0,0
"Claude Renolbay
Long reputation. Last year had ask",10,1,0.1,0
Denisatte femme Nicolas Humbert du Grand Rombach,1,0,0.0,0
Allison femme a Didier Jean Didier de Repas,1,1,1.0,0
Idatte veuve Jean Jeannatte,7,1,0.14285714285714285,0
Guillaume Masson,1,1,1.0,0
Annon,15,0,0.0,0
"Witch 281; B8715 no 4, Antoine Didier Valdexey of ",9,0,0.0,1
Valentin Claude,2,0,0.0,0
Jennon femme Claudon Mourchat,1,1,1.0,0
Nicolas Anthoine d'Aidoile,10,1,0.1,0
Demenge de Mailley,10,1,0.1,0
Jean Marion,3,0,0.0,0
Demenge d'Arracourt,1,1,1.0,0
Didiere femme Demenge d'Arracourt,1,1,1.0,0
Jean Huillier de Moriviller,10,1,0.1,0
Blason Charpentier de La Chapelle,1,0,0.0,0
Valentin Janet,1,1,1.0,0
Estienne Rouxiaud,1,0,0.0,0
"Marguitte femme Chrestofle l'Huillier
Reputation 2",1,1,1.0,0
Barbon veuve Claudon Mengeot du Vivier,1,1,1.0,0
Jean Babé,1,0,0.0,0
Claudon Hennemant,11,1,0.09090909090909091,0
Claudatte femme Gregoire Vincent Henryat,10,1,0.1,0
Witch 145: B8667 no 7,1,0,0.0,0
Nicolas Gegoult,1,0,0.0,0
Jacot Rouyer,1,0,0.0,0
Toussaincte,1,0,0.0,0
Jennon femme Thomas Gerardin,1,1,1.0,0
Noel George,1,1,1.0,0
Didier Xoudel,1,0,0.0,0
Chiens,1,0,0.0,0
Agnes veuve Jean Demenge Babel,1,1,1.0,0
Demenge fils Demenge Pecry de Sainte Margaree,1,1,1.0,0
Sebille Cloutier,1,0,0.0,0
Jennon veuve Didier Ramaixe alias Virtemberg,2,0,0.0,0
Mengeon Didier Hanriot du Faing,1,1,1.0,0
Bernarde femme Demenge Baille,2,0,0.0,0
"B 4126 no 2 Witch 079, Claudon du Puy",15,0,0.0,1
Jacotte femme Nicolas François Raon de Xennenay,1,0,0.0,0
Jean Colin de Bussang,9,1,0.1111111111111111,0
Elysabeth,1,0,0.0,0
B 8682 no 5; witch 183,2,0,0.0,0
Bastien Claude Jeandel de Houville,1,1,1.0,0
Colas Henryat,11,1,0.09090909090909091,0
George Mengin,12,1,0.08333333333333333,0
Colas Gerard de La Bolle,10,1,0.1,0
Epnon,6,0,0.0,0
Claude Tendon,1,0,0.0,0
Demenge Simonel de Sainte Margaree,10,1,0.1,0
Mengeon Moulat de St. Remy,1,1,1.0,0
Girardin Haxo,1,0,0.0,0
Barbe femme Didier Couresier (witness 2),10,1,0.1,0
Bietrix femme Didier Brouard,1,1,1.0,0
Jeannon femme Georgeon Grand Didier,2,0,0.0,0
Mengin Michiel mainouvrier de la Neufville,1,1,1.0,0
"Nicolas Mallenotte bouchier d'Amance
She was relat",10,1,0.1,0
"B 3358; witch 050, Jehenne femme Joseph de la Moic",13,0,0.0,1
Jehennon Colin,4,0,0.0,0
"B 8669 no 1; Witch 148, Jeanne femme Jean Lienard ",19,0,0.0,1
Mengeatte fille de feu Jean Gerard Noel du Paire d,9,1,0.1111111111111111,0
Catherine femme Jean Masson,1,1,1.0,0
Margo femme Jean Georges,2,0,0.0,0
Nicolas Grand demenge,10,1,0.1,0
Mathiette,1,0,0.0,0
Didier Perisc,1,0,0.0,0
Mengel le Duc de Brouvelieures,20,2,0.1,0
two people,1,1,1.0,0
Jacquemin Tout Bon,10,1,0.1,0
Nicolas Claudon de Chastay (Ban-de-Sapt),1,0,0.0,0
Nickel Marchal,1,0,0.0,0
Petter Boulangier,10,1,0.1,0
Annon femme Jean Clauderat de Raon,1,0,0.0,0
Vincent Xalley,1,0,0.0,0
Le maire Michiel Jean Michiel de Belmont,1,1,1.0,0
Catherine veuve Claude Jaiquemin,1,1,1.0,0
Nicolas Jacquart,1,1,1.0,0
Cathin femme Claudin Laurent,10,1,0.1,0
Annon veuve Bastien Piernille,20,2,0.1,0
Nicolas Veucey de Belmont,1,1,1.0,0
Mengeatte femme Pierron Prey de Lubine,8,1,0.125,0
Libaire femme Guillaume Bouchier,2,0,0.0,0
Sebille veuve Jean Mercier,1,1,1.0,0
Poiresson Mareschal,10,1,0.1,0
Colas Hanriat du Faing,1,1,1.0,0
Jacot,1,0,0.0,0
"B 3317 no 2; Witch 024, Jennon veuve Didier Ramaix",28,0,0.0,1
Ydeline femme de Colas Thouvenin de St. Prancher,1,1,1.0,0
Dieudonné Benay,1,1,1.0,0
Catherine femme Vaultrin Vaultrin,1,1,1.0,0
Mengeotte fille Didier Le Compaing,2,0,0.0,0
Jean Viole d'Entre-deux-Eaux,11,2,0.18181818181818182,0
Le maire Thiebault Vicaire de Mouriviller,1,1,1.0,0
Estienne Blosson,10,1,0.1,0
Thomasse,1,0,0.0,0
Mengeon fils Dieudonné Jean Demenge de la Pescheri,1,1,1.0,0
Claudon Gregoire,1,0,0.0,0
Colin Riotte,1,0,0.0,0
Colas Claudon Claude de Sachemont,10,1,0.1,0
de Clefcy,2,0,0.0,0
Bastien Delat,1,0,0.0,0
Jannon Marchal,1,0,0.0,0
Bergel Gros Girard,10,1,0.1,0
Claudatte femme de Colas Jean Mongeatte de Gondrex,10,1,0.1,0
Jean Colin le vieux,9,1,0.1111111111111111,0
Zabey,7,0,0.0,0
Jennon femme Lux Barquel de Blanche Eglise,1,0,0.0,0
Mre. René le Cerf,1,1,1.0,0
Claudatte femme Demenge Barbonnier de Raon,1,1,1.0,0
Margueritte Nicolas d'Arches,10,1,0.1,0
Jean Dizard,1,1,1.0,0
Claudatte femme Claudon de la Ruelle,1,1,1.0,0
Demenge Potier le jeune,1,1,1.0,0
Anthoine Grand,1,0,0.0,0
Toussaint Colin Michiel,1,1,1.0,0
Jean Purel du chauffour de Flin,1,1,1.0,0
Colas Demenge Willaume de Haillieulle,10,1,0.1,0
Pierron Urbain du Souche de Clemecy,9,1,0.1111111111111111,0
Collatte femme Claudon Gerard Thihar du Void de Be,1,1,1.0,0
femme Martin Thomas,3,0,0.0,0
Marsel Recouvreur de Xousse,1,1,1.0,0
Nicolas Mulnier,1,0,0.0,0
Claudatte femme Jean Parmentier,2,0,0.0,0
Jehenne fille Colin Lienard,3,0,0.0,0
Claudon veuve Aubertin Laurent,9,2,0.2222222222222222,0
de la Neuveille-,2,0,0.0,0
Gerard Husson,1,0,0.0,0
Catherine femme Colas Gaixotte mareschal,1,1,1.0,0
Jean Colas Dallegotte de Bonipaire,3,1,0.3333333333333333,0
Demenge du Rat de la Chapelle,2,2,1.0,0
"B 8691 no 8; witch 218, Marguitte femme Dieudonné ",7,0,0.0,1
Dietrich Gaste,1,0,0.0,0
Demenge Marond,1,0,0.0,0
Estiennatte,10,1,0.1,0
Claudel fils Claudon Jean Perrin de Remémont,1,0,0.0,0
Demenge Aulbry laboureur de Mesnil,10,1,0.1,0
Curienne,2,0,0.0,0
Claudin Babel,11,1,0.09090909090909091,0
Jacquot Jean le Maire,10,1,0.1,0
Didier Sagaire le Jeune de Brehimont,1,1,1.0,0
Laurent Jean Mours,10,1,0.1,0
Didier Bregeat,2,1,0.5,0
