source,target,relationship
Jennon femme Michiel Galdrimey,"B 8684 no 5; Witch 192, Barbelline veuve Demenge Mareschal, de Saulceray",TESTIFIED_AGAINST
Marie femme Remy Valdeliepvre de Mazelay,"B 8712 no 4; witch 275, Jehennon veuve Thomas Diez Thomas de Mazelay",TESTIFIED_AGAINST
Jennon femme Colas Parmentier le jeune,"B 8691 no 1; witch 212, François Marion de Raon",TESTIFIED_AGAINST
Jennon femme Demenge Galdrimey,"B 8707 no 8; witch 260, Jennon veuve Colas Ydoulx, de Nompatelize",TESTIFIED_AGAINST
Idotte femme Jean Thirion,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Chrestienne fille feu Demenge Collenot,"B 2583 no 3; witch 017, George Parmentier de l'Estraye",TESTIFIED_AGAINST
Gerard Thihar maire du Void de Belmont,"B 3728; witch 055, Jeanne veuve Valentin Claude Thihard du Void de Belmont",TESTIFIED_AGAINST
Claudon femme de Jean Ferry de Neufville,"B 4500 no 2 Witch 084, Margueritte Gallier, Hanriotte des Boeufs, Claudin Clerget,",TESTIFIED_AGAINST
Beniste femme Marthiolle François marchant,B 8721 no 4. Witch 296; Hantzo Alexis of Wisembach,TESTIFIED_AGAINST
Claudon Demenge Anthoine le jeune,"B 8684 no 2. Witch 189; Marion veuve Demenge Arnoulx, de Sauceray",TESTIFIED_AGAINST
Idatte femme Claude Didier Aulbry du Mesnil,"B 7122; witch 111, Claudatte femme Nicolas du Val du Mesnil les Gircourt",TESTIFIED_AGAINST
Estienne Chastelet dit Larchier,"B 9554 no 1; witch 331, Appoline femme Bastien Belz mineur de Ste Marie",TESTIFIED_AGAINST
Adam Varin de la Neufville,"B 4500 no 2 Witch 084, Margueritte Gallier, Hanriotte des Boeufs, Claudin Clerget,",TESTIFIED_AGAINST
Catherine femme a Jean Reullemant de la Chapelle,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Margueritte femme Claudon Forgeat de la Neufville,"B 8704 no 2. Witch 252: Georgeatte femme Demenge Jean Chopat, of La Neuveville-",TESTIFIED_AGAINST
Estienne Mulnier,"B 5312 no 4; witch 094, Senelle femme du jeune Enguers, de Guinzeling",TESTIFIED_AGAINST
Claudin Houchelot Cosson,"B 7394; witch 125, Pierrot Cosson and his wife Jeannotte, of Malzeville",TESTIFIED_AGAINST
Demenge Colas Jacquemin,"B 8682 no 8; witch 186, Françatte femme Jean Camont de Laygoutte",TESTIFIED_AGAINST
Mengeatte femme Demenge Mourel,"Vosges G 707 no 2; witch 337, Catherine veuve Jean Diez, de la Bolle",TESTIFIED_AGAINST
Jalby femme de Jean Willaume le jeune,"B 4500 no 2 Witch 084, Margueritte Gallier, Hanriotte des Boeufs, Claudin Clerget,",TESTIFIED_AGAINST
Jean Mereille,"B 8691 no 4; witch 215, Meline, veuve Nicolas Charier de Raon",TESTIFIED_AGAINST
Didielle femme Colas Claude Girard de Brehimont,"B 8708 no 3; witch 264, Marguitte veuve Jean Laurent de Brehimont",TESTIFIED_AGAINST
Jacat Doron d'Aidoile,"B 3789 no 4; witch 061, Ysabeau veuve Nicolas Demenge Richard, d'Aydoilles",TESTIFIED_AGAINST
Marguerite femme Anthoine Menginat bourgois et doyen de Ste Croix,"B 9573; witch 334, Barbelline fille Guillaume Jean Chaperey de Ste Croix",TESTIFIED_AGAINST
Mengeon Grand Didier alias Vennegney,"B 8702 no 11; witch 250, Marguitte Lairain femme Mengeon Moullot de la Vacherie",TESTIFIED_AGAINST
Humbert Bousendorff,"B 5344 no 1; witch 098, Synnel, femme Hans Stumpff, mulnier d'Amange (this is the",TESTIFIED_AGAINST
Anne femme Nicolas Granice,"B 2211 no 1; witch 011, Margueritte femme Jean Estienne, d'Amance",TESTIFIED_AGAINST
Estienne Connot,"B 3323 no 2; witch 026, Sebille femme Jean Pierson, de Leintrey",TESTIFIED_AGAINST
Estienne Connot,"B 3323 no 7; witch 031, Didier femme Nicolas le Vefue le Viel, de Leintrey",TESTIFIED_AGAINST
Jeniste,Witch 147: B8667 no 9: Laurence femme George Jolbay de Ste Margaree,TESTIFIED_AGAINST
Marguitte femme Jean de Boullain,"B 8707 no 8; witch 260, Jennon veuve Colas Ydoulx, de Nompatelize",TESTIFIED_AGAINST
Benite femme Mengeon Henriat,"B 8678 no 1; witch 168, Laurence femme Nicolas Viney, du Faing (Ste Marguerite)",TESTIFIED_AGAINST
Didier Bouvard,"B 4500 no 3 Witch 085, Jacquotte Gardeux et Marie Canot",TESTIFIED_AGAINST
Jean Voiry de Brouvelieures,"B 3792 no 1; Witch 062, Nicolas Herteman, de Brouvelieures",TESTIFIED_AGAINST
Mengeon fils Claudon Claude Nicolle de Fontenay,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Benicte femme Fiacre Vincent de Ste Marie,"B 9554 no 1; witch 331, Appoline femme Bastien Belz mineur de Ste Marie",TESTIFIED_AGAINST
Jean Bertremin grand homme de Fouchifol,"B 8717 no 5; witch 288, Demenge Mathis, of Entre-deux-Eaux",TESTIFIED_AGAINST
Barthel Weisskopff d'Albestorff,"B 5344 no 3; witch 100, Synnelle femme Schneyder Hanns d'Amange (Insming)",TESTIFIED_AGAINST
Dieudonne veuve Colas Pairson du Vivier,"B 8708 no 7; witch 268, Marguitte femme Girardin Haxo de La Fosse",TESTIFIED_AGAINST
Claudon Jean Claude de Moyemont,"Witch 211; B 8689 no 3, Jeannon veuve Valentin Poirot, Moyemont",TESTIFIED_AGAINST
Demenge Gouhier,"B 8535 no 4; witch 136, Mengin Lamourou paistre de Rozieres",TESTIFIED_AGAINST
Claude femme de Jean Vincenot,"B 4500 no 1 Witch 083, Jean et Claudin Aulbry",TESTIFIED_AGAINST
Didier Jacques,"B 8260; witch 126, Hillevix, femme Cuguin Magister, de Vilcey-sur-Trey",TESTIFIED_AGAINST
Catherine veuve Claude Pieton de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Nicolas Bresson de Belmont,"B 3728; witch 055, Jeanne veuve Valentin Claude Thihard du Void de Belmont",TESTIFIED_AGAINST
Jean Charpentier de Coinches,"B 8708 no 8; witch 269, Jean Jacques Gerardin de la Voivrelle",TESTIFIED_AGAINST
Plaisance femme Thoussainct Waultrin,"B 8687 no 3; witch 201, Claudette femme Claudon Jacquemin, du Vieux Marché",TESTIFIED_AGAINST
Margueritte femme de Marin Humbert d'Essegney,"B 4094 no 1 Witch 073, Catherine la Rondelatte",TESTIFIED_AGAINST
Didier Phelipe,"B 8939 ; witch 316, Claudon Charniere, femme François Picquet, de St. Nicolas-de-",TESTIFIED_AGAINST
Jean Belosse,"B 8721 no 8; Witch 300, Nicolas Claudon de Chastay (Ban-de-Sapt)",TESTIFIED_AGAINST
Betrix femme Jean Didier,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Nicolle Hazart,"B 7326; witch 123, Isabillon femme Jean Parmentier, de la Neufville-devant-Nancy",TESTIFIED_AGAINST
Colas Henriot du Fain,Witch 147: B8667 no 9: Laurence femme George Jolbay de Ste Margaree,TESTIFIED_AGAINST
Mengeon Maire Aulbry de Labarde de Saulcy,"B 8717 no 2; witch 285, Marguitte femme Chrestien Colas Thierry, of le Chanoy de",TESTIFIED_AGAINST
Collatte veuve de Jean Claudon Jean Meline de La Pelliere,"Witch 281; B8715 no 4, Antoine Didier Valdexey of Clemecy",TESTIFIED_AGAINST
Jennon femme Demenge Gros Demenge,"B 8682 no 2; witch 180, Marie Alexey femme Jean Chastellain, de Colroy",TESTIFIED_AGAINST
Jean Mongeay,"B 3347 no 2; witch 049, Jean Godot de Domjevin",TESTIFIED_AGAINST
Jean Mongeay,"B 8677 no 13 and B 8680 no 1; witch 167, Catherine femme Villaume Jean Martin du",TESTIFIED_AGAINST
Jehenne femme Jean Pieron,"B 8721 no 6. Witch 298, Catherine femme Jean le Maire, of Le Paire (Saulcy-sur-",TESTIFIED_AGAINST
Margueritte fille Nicolas Charrey,"B 8707 no 2; witch 254, Bastien Stablo de la Bolle",TESTIFIED_AGAINST
Elizabeth femme Dieudonné la Brux de la Warde de Saulcy,"B 8717 no 2; witch 285, Marguitte femme Chrestien Colas Thierry, of le Chanoy de",TESTIFIED_AGAINST
Francoise la Roche veuve de Nicolas Gaillot d'Essegney,"B 4093 (1) Witch 072, Jean de Socourt",TESTIFIED_AGAINST
Marguitte femme à Parisot Bertremin du Paire,"B 8667 No 4 Witch 142, Mengette Estienne",TESTIFIED_AGAINST
Marion femme Colas Jean Lienard,"B 8684 no 8. Witch 195, Mengeatte femme Jean Babé, de Sarupt",TESTIFIED_AGAINST
Nicolas Ozelle de Rozieres,"B 8535 no 1; witch 133, Jehenne Medexin veuve Bastien de Neufviller, de Rozieres",TESTIFIED_AGAINST
Didier Malenser de Rozieres,"B 8535 no 4; witch 136, Mengin Lamourou paistre de Rozieres",TESTIFIED_AGAINST
Thienon Blaise de Xennenay,"B 2521 no 1; Witch 013, Jacotte femme Nicolas François Raon de Xennenay",TESTIFIED_AGAINST
Marion jeune fille de Moyenmoustier,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Claude Cloppestein bouchier de Marsal,"B 5354 no 1; Witch 102, Jennon femme Lux Barquel de Blanche Eglise",TESTIFIED_AGAINST
Claudatte femme de Didier Borion,"B 3792 no 2; Witch 063, Jean Gerardin de Dompierre",TESTIFIED_AGAINST
Claudon fils Francoise Pieresson,B 8941 no 1. Witch 317; Mengotte femme Pierre Gascon de St. Nicolas.,TESTIFIED_AGAINST
Claude Trexon,"B 8702 no 1; witch 240, Jean Gregoire Mathis de Bertrimoutier",TESTIFIED_AGAINST
Blaisatte femme Colas le Masson,"B 8684 no 3. Witch 77, Françatte veuve Claudon Jardel de Clefcy",TESTIFIED_AGAINST
Marie veuve Colas Moyne,"B 4103; witch 076, Didelon l'Huillier et sa femme Bietrix, de Gripport",TESTIFIED_AGAINST
Mengeon Philipe Lanson jeune fils,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Balthazar la Hyre,"B 4576; witch 089, Jeanne veuve Mansuy Magnien, de Neufchâteau",TESTIFIED_AGAINST
Didiere femme Demenge Perrin,"B 8673 no 2; witch 153, Jehennon femme Jean Perrin de Girovillers-sous-Montfort",TESTIFIED_AGAINST
Jean Laurent le jeune,"B 8724 no 1; witch 301, Humbert Marchal de Coincourt",TESTIFIED_AGAINST
Alizon femme Lucas Massic,"B 8724 no 2. Witch 302, Jennon femme Demenge le Maire de Raon",TESTIFIED_AGAINST
Jean Prevost,"B 3347 no 1; witch 048, Claude Henri, d'Autrepierre",TESTIFIED_AGAINST
Jean Prevost,"B 8682 no 7; witch 185, Agathe femme Colas Jobay du Faing",TESTIFIED_AGAINST
Jean Musnier,"B 8717 no 3; witch 286, Catherine femme Benoist Mathieu de la Grandfosse",TESTIFIED_AGAINST
Jean Frocquel de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Jennon femme Jean Doridant,"B 8707 no 5; witch 257, Jennon la Mouratte, femme Bertremin de Laval, de",TESTIFIED_AGAINST
Margueritte veuve Claudon Estienne,"B 8702 no 10; witch 249, Jennon femme Jean Pieron Geliat, de la Neuveville-les-Raon.",TESTIFIED_AGAINST
Margueritte veuve Claudon Estienne,"B 8704 no 2. Witch 252: Georgeatte femme Demenge Jean Chopat, of La Neuveville-",TESTIFIED_AGAINST
"Didier de Neufville
Reputation 6 years. Had often been called witch in public wi","B 3347 no 1; witch 048, Claude Henri, d'Autrepierre",TESTIFIED_AGAINST
Jacquatte femme Claudon Agnes du Vivier,"B 8712 no 6; witch 277, Claudon Marchal du Vivier",TESTIFIED_AGAINST
Jean Choppat,"Vosges 3 C 239; Witch 340, Pierrotte Roy femme Nicolas Martin, de Badonviller.",TESTIFIED_AGAINST
Fiacre Estienne,"B 3347 no 2; witch 049, Jean Godot de Domjevin",TESTIFIED_AGAINST
Mansuy Tiriot de Brouvelieures,"B 3789 no 2; witch 059, Georgeatte femme Colas Herteman, de Brouvelieures",TESTIFIED_AGAINST
Beniste femme Mengeon Henryat,"Vosges G 708 no 1; witch 338, Marion femme Claudel Flandrey du Faing de Ste",TESTIFIED_AGAINST
Margueritte femme Courard Bergier,"B 3363; witch 052, Rose femme Louis Vincent, d'Autrepierre",TESTIFIED_AGAINST
Mengeon Demenge Everard de Layegoutte,"B 8669 no 1; Witch 148, Jeanne femme Jean Lienard le maimbourg, de Ginfosse",TESTIFIED_AGAINST
Demenge Aulbry,"B 3358 no 2; witch 051, Jeannon, femme Gerardin Marchal, d'Autrepierre",TESTIFIED_AGAINST
Colas François de Sarux,"Vosges G 707 no 1; Witch 336, Jean Lallemand de St Lyenard",TESTIFIED_AGAINST
Colas Blasat le jeune,"B 8702 no 9; witch 248, Jean Pierron Geliat, de la Neuveville-les-Raon",TESTIFIED_AGAINST
Marguitte femme Vincent Bandesapt de Pajaille,"B 8712 no 1; witch 272, Jean Callerey de Pajaille",TESTIFIED_AGAINST
Claus Arnolt,"B 5327 no 2; witch 097, Odile femme Martin Claude, d'Assenoncourt",TESTIFIED_AGAINST
Thiebault Jean Thiebault,"B 3323 no 1; witch 025, Jeannotte veuve Claudon Toussaint, de Leintrey.",TESTIFIED_AGAINST
Thiebault Jean Thiebault,"B 3343; witch 046, Margueritte femme Claude Martin, de Leintrey",TESTIFIED_AGAINST
Jacques Bastien cuysenier,"B 8941 no 2. Witch 318; Jaulne veuve Nicolas Vincent, de St Nicolas",TESTIFIED_AGAINST
Nicolas Mathieu,"B 7134 no 3; witch 114, Annon Bourguignotte, femme Didier Galay, de Bettoncourt",TESTIFIED_AGAINST
Nicolas Mathieu,"B 8677 no 13 and B 8680 no 1; witch 167, Catherine femme Villaume Jean Martin du",TESTIFIED_AGAINST
Nicolas Chastey,"B 3323 no 3; witch 027, la Grande Marye, veuve Didier Sotterel, de Leintrey",TESTIFIED_AGAINST
Jennon veuve Jean Henry de St Remy,B 8708 no 5; witch 266; Jennon femme Claudon Girard de St Remy.,TESTIFIED_AGAINST
Royne femme Remy Martin,"B 2583 no 4; witch 018, Mengeotte femme Nicolas Colombain, de l'Estraye",TESTIFIED_AGAINST
Jean Cherrier cordonnier bourgeois de Blamont,"B 3317 no 2; Witch 024, Jennon veuve Didier Ramaixe alias Virtemberg, de Blamont",TESTIFIED_AGAINST
Georgeatte veuve Claudon Henry de Pajaille,"B 8708 no 9; witch 270, Laurence femme Vincent Bandesapt, de Pajaille",TESTIFIED_AGAINST
Demenge Hurault alias Masson,"B 8673 no 2; witch 153, Jehennon femme Jean Perrin de Girovillers-sous-Montfort",TESTIFIED_AGAINST
Didier de Fer,"B 5757; witch 105, Sibille femme Jean Vacquaire d'Einville",TESTIFIED_AGAINST
Jannon femme Demenge Simon du Mesnil,"B 7122; witch 111, Claudatte femme Nicolas du Val du Mesnil les Gircourt",TESTIFIED_AGAINST
Magdelaine fille feu Florentin Pernot (surnomme Visage d'Ange),"B 4576; witch 089, Jeanne veuve Mansuy Magnien, de Neufchâteau",TESTIFIED_AGAINST
Zabey femme Didier Doyen,"B 3347 no 2; witch 049, Jean Godot de Domjevin",TESTIFIED_AGAINST
Jean George doyen en la justice de Bertrimoutier,"B 8702 no 1; witch 240, Jean Gregoire Mathis de Bertrimoutier",TESTIFIED_AGAINST
Nicolas Claudin jeune fils de Claudon Colas de Rozieres,"B 8535 no 1; witch 133, Jehenne Medexin veuve Bastien de Neufviller, de Rozieres",TESTIFIED_AGAINST
Dieudonné Stennenat,"B 8680 no 6; witch 176, Claude Tendon de Saulcy",TESTIFIED_AGAINST
Nicolas Bonnier cordonnier de St Nicolas,"B 8959 no 2; witch 322, Agnes femme Chrestofle Marcoussan, de St Nicolas",TESTIFIED_AGAINST
Villermin l'Huillier de St Nicolas,"B 8945; witch 319, Nicole veuve Mengin Nigal, de Saint Nicolas",TESTIFIED_AGAINST
"Didier Galand
Occasion when she was asked to heal a horse","B 8682 no 4; witch 182, Georgeatte fille Jean Pelisson, de Moriviller",TESTIFIED_AGAINST
George le Remendeur bourgeois de Ste Croix,"B 9573; witch 334, Barbelline fille Guillaume Jean Chaperey de Ste Croix",TESTIFIED_AGAINST
Nicolas Paticier,"B 8669 no 3; Witch 150, Barbeline femme Claude Wanesson, de St Dié",TESTIFIED_AGAINST
Estienne Louyot de Bures,"B 3325 no 2; witch 035, Clemence veuve Claudon Marchal, de Domjevin",TESTIFIED_AGAINST
Cathelon femme Humbert Dedion,"B 8721 no 8; Witch 300, Nicolas Claudon de Chastay (Ban-de-Sapt)",TESTIFIED_AGAINST
Magdellaine femme Ferry le Charpentier,"B 8687 no 1; witch 199, Mengeotte femme Jacot Blaise, du Viel Marché",TESTIFIED_AGAINST
Epurot Mulot le viel,"B 7134 no 1; witch 112, Jacquot Petit Jacquot, de Hymont",TESTIFIED_AGAINST
Nicole femme Demenge Thiebault Lamouratte,"B 2583 no 4; witch 018, Mengeotte femme Nicolas Colombain, de l'Estraye",TESTIFIED_AGAINST
Barbe femme Jean des Prez,"B 3335 no 3; witch 045, Babillon Cherier de Blamont",TESTIFIED_AGAINST
Didier Ferry,"B 8724 no 2. Witch 302, Jennon femme Demenge le Maire de Raon",TESTIFIED_AGAINST
Didier Ferry,"B 8726 no 2; witch 307, Gaspard Didier, marchal, du grand faubourg de Raon",TESTIFIED_AGAINST
Claude Renouard de Faing-Thiery,"B 8708 no 8; witch 269, Jean Jacques Gerardin de la Voivrelle",TESTIFIED_AGAINST
Colas Moullot,"B 8687 no 2; witch 200, Marguitte femme Jean Jacquot, de la Vacherie",TESTIFIED_AGAINST
Colas Moullot,"B 8687 no 7; witch 205, Georgeatte veuve Jean Grand Didier, de la Vacherie",TESTIFIED_AGAINST
Loudevic Thoussainct,"B 8687 no 1; witch 199, Mengeotte femme Jacot Blaise, du Viel Marché",TESTIFIED_AGAINST
Georgeatte femme Valentin Chapelle,"B 8677 no 12; witch 166, Mongeatte veuve Jacques de la Woeuvre, de St Blaise",TESTIFIED_AGAINST
Jacquatte femme de Didier Loys Rouyer de Charmes,"B 4093 (1) Witch 072, Jean de Socourt",TESTIFIED_AGAINST
Jean Renesson Vigenberg de Condé,"B 4998; witch 090, Gillette veuve Bastien Jean Page, de Condé (Custines)",TESTIFIED_AGAINST
David Viriot,"B 3789 No 3; Witch 060, Petroniere femme Jean Varnier dit Bessat, de Bruyères",TESTIFIED_AGAINST
Nicolle femme du precedent,"B 8535 no 4; witch 136, Mengin Lamourou paistre de Rozieres",TESTIFIED_AGAINST
Nicolle femme du precedent,B 8721 no 2. Witch 294; Jean Perrin de Giriviller,TESTIFIED_AGAINST
Nicolle femme du precedent,"B 8959 no 1; witch 321, Barbon femme Nicolas Moictrier, de Saint Nicolas",TESTIFIED_AGAINST
Barbelline femme Nicolas Meon le viel de St Nicolas,"B 8986 no 2; witch 330, Barbe veuve Francois Barbier de Saint Nicolas",TESTIFIED_AGAINST
Claudon Vincent,"Witch 211; B 8689 no 3, Jeannon veuve Valentin Poirot, Moyemont",TESTIFIED_AGAINST
Remiere femme Nicolas Villaume,"B 2583 no 4; witch 018, Mengeotte femme Nicolas Colombain, de l'Estraye",TESTIFIED_AGAINST
Mariette femme du precedent,"B 5344 no 3; witch 100, Synnelle femme Schneyder Hanns d'Amange (Insming)",TESTIFIED_AGAINST
Mengeatte femme Nicolas Humbert de Mazelay,"B 8712 no 4; witch 275, Jehennon veuve Thomas Diez Thomas de Mazelay",TESTIFIED_AGAINST
Jean Pierrat du Viel Marché,"Witch 146: B8667 no 8, Claudatte veuve Michel Demenge Antoine du Viel Marché",TESTIFIED_AGAINST
Jennon fille de feu la Grande Marye,"B 3323 no 7; witch 031, Didier femme Nicolas le Vefue le Viel, de Leintrey",TESTIFIED_AGAINST
Honn homme Panchras Vienot,"B 4495; witch 082, Claudon la Blanche, veuve Claudon Aulbry, de St Prancher",TESTIFIED_AGAINST
Claudon Valtin le jeune,"B 8677 no 11; witch 165, Claudel Demenge Martin, du Pair",TESTIFIED_AGAINST
Colas Hanry de Sainte Margarée,"B 8667 No 3 Witch 141, Mathieu Blaise",TESTIFIED_AGAINST
Dyon femme Jean Vosgien,"B 2148; witch 001; Jean Bulme et Didiere sa femme, de Mazerulles",TESTIFIED_AGAINST
Henry Goudot de Domjevin,"B 3325 no 2; witch 035, Clemence veuve Claudon Marchal, de Domjevin",TESTIFIED_AGAINST
Henry Goudot de Domjevin,"B 3325 no 3; witch 036, Jennon femme Gerardin Friot de Domjevin",TESTIFIED_AGAINST
Andreu Mengin bourgeois de Bruyeres,"B 3789 No 3; Witch 060, Petroniere femme Jean Varnier dit Bessat, de Bruyères",TESTIFIED_AGAINST
Jean Bauldomin,"B 8673 no 1; witch 152, Jean Colas Claude Martin, and his sister Jennon, de Lubine",TESTIFIED_AGAINST
Jennon femme Bastien Cuvelier,"B 8707 no 6; witch 258, Nicolas Pairson of le Vivier",TESTIFIED_AGAINST
Chretienne femme Demenge Moictrier laboureur de St Nicolas,"B 8959 no 2; witch 322, Agnes femme Chrestofle Marcoussan, de St Nicolas",TESTIFIED_AGAINST
Barbelline femme Blaise Lombrat,"Vosges G 707 no 1; Witch 336, Jean Lallemand de St Lyenard",TESTIFIED_AGAINST
Cleron femme de Mengeon Philippe Baguel de Fontenay,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Arnolt Mengin,"B 5312 no 4; witch 094, Senelle femme du jeune Enguers, de Guinzeling",TESTIFIED_AGAINST
Colas des Mailles,"B 8691 no 1; witch 212, François Marion de Raon",TESTIFIED_AGAINST
Jean Carriere,B 6760. Witch 109; Mengeatte veuve Grand Jacques de Rehainviller,TESTIFIED_AGAINST
Babillon femme Claude Malfort de Raon,"B 8735 no 2; witch 310, Didier Chaudron le jeune, de Raon",TESTIFIED_AGAINST
Marion veuve de Jacot Estiennon Petit Demenge de Seuch,"B 2512; witch 012, Jacotte femme Demenge Romary Petit Colin, de Seuche",TESTIFIED_AGAINST
Mongeatte femme Demenge Malfort,"B 8677 no 13 and B 8680 no 1; witch 167, Catherine femme Villaume Jean Martin du",TESTIFIED_AGAINST
Mengeon Bandesapt du Mesnil,"B 8719 no 2; witch 291, Jennon femme Jean Jacquot Etienne du Menil",TESTIFIED_AGAINST
Chrestien le Clerc,"B 5327 no 1; witch 096, Colas Hardier de Mulcey",TESTIFIED_AGAINST
Simon Vincent Valdezey du Ban le Duc,"B 8684 no 6. Witch 193, Catherine femme Jean Bertremin de Clefcy",TESTIFIED_AGAINST
Jean George,"B 8707 no 6; witch 258, Nicolas Pairson of le Vivier",TESTIFIED_AGAINST
Anthoine Brocquelat,"B 6723 no 2; witch 108, Jean Cachette de Flin",TESTIFIED_AGAINST
"denied
telling her she had not eaten pears","B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Jean Marchal de Benamesnil,"B 3325 no 2; witch 035, Clemence veuve Claudon Marchal, de Domjevin",TESTIFIED_AGAINST
Jean des Rechey,"B 8700 no 1; witch 236, Colatte femme Colas Bertrand, du Vic, Ban-le-Duc de Clefcy",TESTIFIED_AGAINST
Jean des Rechey,"Witch 280: B8715 no 3, Claudatte femme Lambert Claudel Ferry de Vicq",TESTIFIED_AGAINST
Didielle femme au jeune Colas Demenge Henry de Sainte Margaree,Witch 147: B8667 no 9: Laurence femme George Jolbay de Ste Margaree,TESTIFIED_AGAINST
Thiriot le Duc de Brouvelieures,"B 3789 no 2; witch 059, Georgeatte femme Colas Herteman, de Brouvelieures",TESTIFIED_AGAINST
Margueritte femme François Mourel,"B 8979 no 3; witch 326, Ydatte Marchal, femme Humbert Waulthier, de St Nicolas",TESTIFIED_AGAINST
Barbe Chouquant veuve Nicolas Rieuval,"B 8986 no 1; witch 329, Jeanne Petiotte veuve Pierre Maulgrais de St Nicolas",TESTIFIED_AGAINST
Vincent Badel de la Neufville,"B 4500 no 2 Witch 084, Margueritte Gallier, Hanriotte des Boeufs, Claudin Clerget,",TESTIFIED_AGAINST
Claudon femme Claude Laudart (second echevin),"B 8535 no 1; witch 133, Jehenne Medexin veuve Bastien de Neufviller, de Rozieres",TESTIFIED_AGAINST
Magdellaine femme Warin Cherrier,"B 2148; witch 001; Jean Bulme et Didiere sa femme, de Mazerulles",TESTIFIED_AGAINST
Margueritte femme Didier Ottenat couroyeur de St Nicolas,"B 8986 no 1; witch 329, Jeanne Petiotte veuve Pierre Maulgrais de St Nicolas",TESTIFIED_AGAINST
Polnie femme George Bademenil drappier de Saint Dié,"B 8712 no 3; witch 274, Mengeatte femme Jean Frampart de Saint Dié",TESTIFIED_AGAINST
Jean Martin le vieux,"B 8700 no 4; witch 239, Claudette femme Bastien Delat, de St Dié",TESTIFIED_AGAINST
Jean de Gonville,"B 6723 no 1: witch 107, Mengette femme Jean Cachette de Flin",TESTIFIED_AGAINST
Jennon veuve Demenge Vannier,"B 3335 no 1; witch 043, Jennon veuve Jean Zabey, de Leintrey",TESTIFIED_AGAINST
Magdelaine femme de Demenge le Fevre du Paire,"B 8667 No 4 Witch 142, Mengette Estienne",TESTIFIED_AGAINST
Claudotte femme de Jean Cordebotte de Xennenay,"B 2521 no 1; Witch 013, Jacotte femme Nicolas François Raon de Xennenay",TESTIFIED_AGAINST
Laurent François,"B 7326; witch 123, Isabillon femme Jean Parmentier, de la Neufville-devant-Nancy",TESTIFIED_AGAINST
Demenge Perey jeune fils de Champegnoult,"B 2203 no 1; witch 009, Catherine femme Claudon Malgrais, de Champegnoult",TESTIFIED_AGAINST
Catherine femme a Mengeon Meschat,"Witch 146: B8667 no 8, Claudatte veuve Michel Demenge Antoine du Viel Marché",TESTIFIED_AGAINST
Barbe veuve Demenge Surien de Moyenmoutier,"B 8719 no 1; witch 290, Mongeatte femme Jean Johel de Moyenmoutier",TESTIFIED_AGAINST
Le maire Claude le Bailly de Sainte Margaree,Witch 147: B8667 no 9: Laurence femme George Jolbay de Ste Margaree,TESTIFIED_AGAINST
Jehennon femme Didier de Bedecourt,"B 8721 no 1. Witch 293, Dieudonnée femme Toussaint Jalley de Mazelay, 20 March -",TESTIFIED_AGAINST
Symon Hanry,"B 6723 no 2; witch 108, Jean Cachette de Flin",TESTIFIED_AGAINST
Chrestien Brandecq,"B 8693 no 5; witch 234, Bernarde femme Demenge Baille, de la Neuveville-les-Raon",TESTIFIED_AGAINST
Pierre Colin,"B 8691 no 1; witch 212, François Marion de Raon",TESTIFIED_AGAINST
Curien Colas Marie de la Chapelle,"Witch 159: B8677 no 5, Blason Charpentier de La Chapelle",TESTIFIED_AGAINST
Demenge Blancpieds,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Mariotte femme Gergonne Mengin,"B 8272; witch 127, Jeannon femme Didier Collignon, de Pargny",TESTIFIED_AGAINST
Jennon veuve Ydoulx Grand Didier,"B 8684 no 5; Witch 192, Barbelline veuve Demenge Mareschal, de Saulceray",TESTIFIED_AGAINST
Perise femme Nicolas Gaspart,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Colas Henry de St Remy,B 8708 no 5; witch 266; Jennon femme Claudon Girard de St Remy.,TESTIFIED_AGAINST
Jennon femme Estienne Cariot,"B 8693 no 2; witch 231, Jean Aulbry du Vivier d'Etival",TESTIFIED_AGAINST
