source,target,relationship
Marguitte veuve Claudon Claude Jean Mariatte,"B 8687 no 2; witch 200, Marguitte femme Jean Jacquot, de la Vacherie",TESTIFIED_AGAINST
Marguitte veuve Claudon Claude Jean Mariatte,"B 8687 no 9; witch 207, Jean Grand Didier, de la Vacherie",TESTIFIED_AGAINST
Didier Simon mercier à Charmes,"B 4126 no 3 Witch 080, Claudon Martin",TESTIFIED_AGAINST
Jean Bastien Jehandel de Develine,"B 8669 no 4; witch 151, Mengeotte fille Didier Le Compaing, of Develine, ban",TESTIFIED_AGAINST
Claude Jean Charpentier de Coinches,"B 8708 no 8; witch 269, Jean Jacques Gerardin de la Voivrelle",TESTIFIED_AGAINST
Nicolas Segaire de Pajaille,"B 8712 no 1; witch 272, Jean Callerey de Pajaille",TESTIFIED_AGAINST
"Cler femme Nicolas Chany
Told of hearing her say 'que mauldit soit la mort et qu","B 7354; witch 124, Barbe veuve Mengin Remicourt, de Vandeuvre",TESTIFIED_AGAINST
Jean Thomas,"B 8693 no 4; witch 233, Claude Colin Michiel dit Bejolley, de Wisembach",TESTIFIED_AGAINST
Bastienne femme à Demenge Daulphin de la Neuveville,"Witch 282; B 8715 no 5, Fleuratte femme Bastien des Boeufs, de la Neuveville-les-",TESTIFIED_AGAINST
Idoult fils Idoult Thiebault de Clingotte,"Witch 156: B8677 no 2, George de Hault of Clingotte.",TESTIFIED_AGAINST
Claudatte femme Colas Jean le Rouyer,"B 8693 no 3; witch 232; Barbelline femme Didier Antoine, d'Entre-deux-Eaux",TESTIFIED_AGAINST
Jennon femme Claudon Hursieu,"B 6723 no 1: witch 107, Mengette femme Jean Cachette de Flin",TESTIFIED_AGAINST
Jean Odille,"B 3347 no 2; witch 049, Jean Godot de Domjevin",TESTIFIED_AGAINST
"Blaisette femme Dieudonné Demenge Gerard
Witch 196","B 8684 no 9. Witch 196, Jean Goeury de St Lienard",TESTIFIED_AGAINST
Colas Marquis,"B 8687 no 8; witch 206, Aley femme Jean Perrin, du Mesnil",TESTIFIED_AGAINST
Thiery Faltin,"B 3358; witch 050, Jehenne femme Joseph de la Moictresse, de Nutting",TESTIFIED_AGAINST
Mengin Regnard,"B 7279; witch 118, Catherine Claude d'Azelot",TESTIFIED_AGAINST
Le maire Michiel,"B 5312 no 5; witch 095, Senelle femme Waisen Petter, de Bisping",TESTIFIED_AGAINST
Jean Vallois courdier de St Nicolas,"B 8947; witch 320, Mengeatte des Woirelz, veuve Regnaud Tixerand de St Nicolas",TESTIFIED_AGAINST
Dieudonné Jean Thierion,"B 8687 no 10; witch 208, Mengeon Claude Perrin de Brehimont",TESTIFIED_AGAINST
Sabillon femme Didier de Dompierre,"B 3317 no 1; Witch 023, Didie veuve Demenge Pourlatte, de Blamont",TESTIFIED_AGAINST
Cathnion femme Jean Cordier,"B 8947; witch 320, Mengeatte des Woirelz, veuve Regnaud Tixerand de St Nicolas",TESTIFIED_AGAINST
Claudon Voyrien drappier de St Nicolas,"B 8945; witch 319, Nicole veuve Mengin Nigal, de Saint Nicolas",TESTIFIED_AGAINST
Jean de la Roue,"B 8693 no 1; witch 230, Marion femme Demenge Husson, de Colroy",TESTIFIED_AGAINST
Françoise femme Nicolas Brunquart,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Jean Villemin,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Fleurent Morlot de Moyemont,"Witch 211; B 8689 no 3, Jeannon veuve Valentin Poirot, Moyemont",TESTIFIED_AGAINST
Jeannon femme du precedent,"B 7137 no 3; witch 117, Margo femme Jean Georges, de Parey-sous-Montfort",TESTIFIED_AGAINST
Le maire Mengel Houssemand de Mandray,"B 8717 no 5; witch 288, Demenge Mathis, of Entre-deux-Eaux",TESTIFIED_AGAINST
Marc Olry de Xennenay,"B 2521 no 1; Witch 013, Jacotte femme Nicolas François Raon de Xennenay",TESTIFIED_AGAINST
Dedie femme Lucas Champestre le jeune de Raon,"B 8735 no 5; witch 312, Margueritte Jean Symon jeune fille de Raon",TESTIFIED_AGAINST
Andress Huraldei bourgeois de Sainte Croix,"B 9554 no 2; witch 332, Denisatte femme Nicolas Humbert du Grand Rombach",TESTIFIED_AGAINST
Mengeon Jeannel,"B 8684 no 3. Witch 77, Françatte veuve Claudon Jardel de Clefcy",TESTIFIED_AGAINST
Nicolas Didier l'hoste dit des Montagnes,"B 3329; Witch 041, Claudatte femme Nicolas Chollat, de Repas",TESTIFIED_AGAINST
Demenge Saulnier,"B 7314 no 2; witch 113, Margueritte veuve Barthelemin Liegey d'Ambacourt",TESTIFIED_AGAINST
Demenge Colas Chappel,"B 8693 no 1; witch 230, Marion femme Demenge Husson, de Colroy",TESTIFIED_AGAINST
Colas fils Jacot Girard Pechey,"B 8702 no 6; witch 245, Jennon veuve Demenge Napuel, de Raves",TESTIFIED_AGAINST
Nicolas Alexis,"B 8673 no 2; witch 153, Jehennon femme Jean Perrin de Girovillers-sous-Montfort",TESTIFIED_AGAINST
Nicolas Alexis,"Witch 344: Vosges G563, Jehennon Colin, femme Jean Poirson, de Giriviller, 1594",TESTIFIED_AGAINST
Ysabel fille Claudon Claude Nicolle de Fontenay,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Demenge Violle de Ste Margaree,Witch 147: B8667 no 9: Laurence femme George Jolbay de Ste Margaree,TESTIFIED_AGAINST
Martin le Duc,"B 7326; witch 123, Isabillon femme Jean Parmentier, de la Neufville-devant-Nancy",TESTIFIED_AGAINST
Jean Colin Dieudonné d'Entre-deux-Eaux,"B 8717 no 5; witch 288, Demenge Mathis, of Entre-deux-Eaux",TESTIFIED_AGAINST
Barbe femme Demenge Mengin,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
"and (16) Two unnamed witnesses to same effect as above.
(17) Didier Messel","B 4495; witch 082, Claudon la Blanche, veuve Claudon Aulbry, de St Prancher",TESTIFIED_AGAINST
Florent Jacquemin,"B 8693 no 2; witch 231, Jean Aulbry du Vivier d'Etival",TESTIFIED_AGAINST
Catherine femme Honnble Lucas Mercier,"B 8724 no 2. Witch 302, Jennon femme Demenge le Maire de Raon",TESTIFIED_AGAINST
Demenge Bageat,"B 3347 no 1; witch 048, Claude Henri, d'Autrepierre",TESTIFIED_AGAINST
Jean Remy,"B 8693 no 4; witch 233, Claude Colin Michiel dit Bejolley, de Wisembach",TESTIFIED_AGAINST
Valençaine femme Didier du Prey,"B 8721 no 5; Witch 297, Beniste le Houff de Norbepaire (Wisembach)",TESTIFIED_AGAINST
Jean Ferry de Nogeprey,"B 3325 no 2; witch 035, Clemence veuve Claudon Marchal, de Domjevin",TESTIFIED_AGAINST
Catherine femme Colas Jean Bagay de Fontenay,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Jean Marlier,"B 8678 no 4; witch 171, Libaire femme Guillaume Bouchier, de St Dié",TESTIFIED_AGAINST
Hellaine femme Didier Claudon Noel,"B 8707 no 5; witch 257, Jennon la Mouratte, femme Bertremin de Laval, de",TESTIFIED_AGAINST
"Pierron Pourel de Fontenay. c. 40
Repeated father's story (3) about dispute over","B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Annon femme Henry Mulnier,"B 3333; witch 042, Chretienne Simon, femme Demenge Fennay, de Domjevin",TESTIFIED_AGAINST
Louy Vincent,"B 3358 no 2; witch 051, Jeannon, femme Gerardin Marchal, d'Autrepierre",TESTIFIED_AGAINST
Hanns Cordonnier,"B 5344 no 3; witch 100, Synnelle femme Schneyder Hanns d'Amange (Insming)",TESTIFIED_AGAINST
Sebille fille Didier de Vacory,"B 3323 no 3; witch 027, la Grande Marye, veuve Didier Sotterel, de Leintrey",TESTIFIED_AGAINST
Andreu Gaixatte,"B 8693 no 4; witch 233, Claude Colin Michiel dit Bejolley, de Wisembach",TESTIFIED_AGAINST
Bernard Jacquot d'Einville,"B 5757; witch 105, Sibille femme Jean Vacquaire d'Einville",TESTIFIED_AGAINST
Nicolas le Clerc de Moulin,"B 2521 no 1; Witch 013, Jacotte femme Nicolas François Raon de Xennenay",TESTIFIED_AGAINST
Mengeon Guichard jeune fils,"B 8682 no 1; witch 179, Barbelline femme Holbin le Jalley, des Trois Maisons",TESTIFIED_AGAINST
Mengin Millecy,"B 7326; witch 123, Isabillon femme Jean Parmentier, de la Neufville-devant-Nancy",TESTIFIED_AGAINST
Claudon Thirion de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Jennon veuve Thouvenin Recepvier,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Marguitte veuve Colas Demenge Thomas,"B 8693 no 4; witch 233, Claude Colin Michiel dit Bejolley, de Wisembach",TESTIFIED_AGAINST
Jennon femme Claude Jean Petit Colin,"B 8682 no 8; witch 186, Françatte femme Jean Camont de Laygoutte",TESTIFIED_AGAINST
Marie femme Jacques Houllon,B 8684 no 7. Witch 194; Jean Lallemant de St Lienard,TESTIFIED_AGAINST
Barbelline femme Jean Bouchat,"B 3317 no 1; Witch 023, Didie veuve Demenge Pourlatte, de Blamont",TESTIFIED_AGAINST
Sybille femme Pierron Goudat de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Colatte femme Vincent Henryat,"B 8682 no 5; witch 183, Didielle femme Demenge Simmonel, de St Marguerite",TESTIFIED_AGAINST
Colatte femme Vincent Henryat,"B 8682 no 7; witch 185, Agathe femme Colas Jobay du Faing",TESTIFIED_AGAINST
Colas Didier de la Faigne,"B 8684 no 6. Witch 193, Catherine femme Jean Bertremin de Clefcy",TESTIFIED_AGAINST
Jean Lallemant de Dompierre,"B 3804 no 2; Witch 067, Demenge Demongeot, of Dompierre",TESTIFIED_AGAINST
Zabel fille Jean de la Dague,"B 8684 no 3. Witch 77, Françatte veuve Claudon Jardel de Clefcy",TESTIFIED_AGAINST
Noble Nicolas Regnault,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Catherine femme Poirson Poirson de Mouriviller,"B 8741; witch 315, Margueritte femme Didier Perisc de Mouriviller",TESTIFIED_AGAINST
Curien de Champ du Vivier,"B 8719 no 2; witch 291, Jennon femme Jean Jacquot Etienne du Menil",TESTIFIED_AGAINST
"Colas Gagaire
Had lost animals to value of more than 100 francs","B 8667 No 5 (1) Witch 143, Jean Diez",TESTIFIED_AGAINST
Annel veuve Jean Thomas,"B 5312 no 4; witch 094, Senelle femme du jeune Enguers, de Guinzeling",TESTIFIED_AGAINST
Michiel Girard,"B 8684 no 11; witch 198, Jean Thierion le vieux de Brehimont",TESTIFIED_AGAINST
Nicolas fils Demenge Lamouratte,"B 2583 no 4; witch 018, Mengeotte femme Nicolas Colombain, de l'Estraye",TESTIFIED_AGAINST
Lienard Adam,"B 8680 no 8; witch 178, Colas François de Sarupt",TESTIFIED_AGAINST
Lienard Adam,B 8684 no 7. Witch 194; Jean Lallemant de St Lienard,TESTIFIED_AGAINST
Sybille femme Colin Riotte de Ste Croix,"B 9573; witch 334, Barbelline fille Guillaume Jean Chaperey de Ste Croix",TESTIFIED_AGAINST
Claudatte fille Anthoine Jean Mareschal,"B 8707 no 9; witch 261, Esnel femme Demenge Bourrotte, de l'Hoste du Bois (la Salle)",TESTIFIED_AGAINST
Allison femme Demenge Vincent,"B 3345; witch 047, Jeanne femme Demenge Mercier, d'Autrepierre",TESTIFIED_AGAINST
Claudon Diez Martin,"B 8693 no 4; witch 233, Claude Colin Michiel dit Bejolley, de Wisembach",TESTIFIED_AGAINST
Claude le Maire,B 8721 no 4. Witch 296; Hantzo Alexis of Wisembach,TESTIFIED_AGAINST
Barbeline femme du precedent,"B 8707 no 2; witch 254, Bastien Stablo de la Bolle",TESTIFIED_AGAINST
Claudon Simonel de la Fosse,"B 8717 no 6; witch 289, Jennon femme Claude Mengin de Fouchifol (commune de",TESTIFIED_AGAINST
Claudon Jacquel,"B 3789 No 3; Witch 060, Petroniere femme Jean Varnier dit Bessat, de Bruyères",TESTIFIED_AGAINST
Jennon femme François de Veze,"B 8677 no 12; witch 166, Mongeatte veuve Jacques de la Woeuvre, de St Blaise",TESTIFIED_AGAINST
"Claudatte femme Thoussainct Gornay
Quarrel with his wife over hen he had killed","B 8682 no 3; witch 181, Jean Pelisson de Moriviller",TESTIFIED_AGAINST
Colas George Mongenat de la Chapelle,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Jennon femme Claude Hersier,"B 6723 no 2; witch 108, Jean Cachette de Flin",TESTIFIED_AGAINST
Jean de Besmont de Nompatelize,"B 8708 no 4: witch 265; Jean Marechal, ermite de l'ermitage de Boulain",TESTIFIED_AGAINST
Arnould Jacquel demeurant a Moulin,"B 2512; witch 012, Jacotte femme Demenge Romary Petit Colin, de Seuche",TESTIFIED_AGAINST
Pieron Jean Pierat de Develine,"B 8669 no 4; witch 151, Mengeotte fille Didier Le Compaing, of Develine, ban",TESTIFIED_AGAINST
Jean Apvril,"B 8721 no 8; Witch 300, Nicolas Claudon de Chastay (Ban-de-Sapt)",TESTIFIED_AGAINST
Chrestienne femme Jean Blaise de Moyenmoutier,"B 8719 no 1; witch 290, Mongeatte femme Jean Johel de Moyenmoutier",TESTIFIED_AGAINST
Mengeatte femme Mengeat Marchand,"B 8682 no 4; witch 182, Georgeatte fille Jean Pelisson, de Moriviller",TESTIFIED_AGAINST
Anne femme Nicolas Lambert,"B 8939 ; witch 316, Claudon Charniere, femme François Picquet, de St. Nicolas-de-",TESTIFIED_AGAINST
Nicole femme Loys Thiery manouvrier du ban des Rozieres,"B 8959 no 2; witch 322, Agnes femme Chrestofle Marcoussan, de St Nicolas",TESTIFIED_AGAINST
Demenge Goguette d'Einville,"B 5757; witch 105, Sibille femme Jean Vacquaire d'Einville",TESTIFIED_AGAINST
Alison femme Demenge le Conte,"B 3317 no 2; Witch 024, Jennon veuve Didier Ramaixe alias Virtemberg, de Blamont",TESTIFIED_AGAINST
Gerardin Marquis,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Demenge Conna,"B 3343; witch 046, Margueritte femme Claude Martin, de Leintrey",TESTIFIED_AGAINST
Nicolas Aulbry,"B 4103; witch 076, Didelon l'Huillier et sa femme Bietrix, de Gripport",TESTIFIED_AGAINST
Jean Maxeray carpentier de St Nicolas,"B 8959 no 2; witch 322, Agnes femme Chrestofle Marcoussan, de St Nicolas",TESTIFIED_AGAINST
Marguitte veuve Jean Regnauldin,"B 8707 no 8; witch 260, Jennon veuve Colas Ydoulx, de Nompatelize",TESTIFIED_AGAINST
Catherine femme Jean Cordier,"B 8945; witch 319, Nicole veuve Mengin Nigal, de Saint Nicolas",TESTIFIED_AGAINST
Claude Finance de Develine,"B 8669 no 4; witch 151, Mengeotte fille Didier Le Compaing, of Develine, ban",TESTIFIED_AGAINST
Didier fils du precedent,"B 8680 no 5; witch 175, Mongeatte femme Claude Tendon, de Saulcy-sur-Meurthe",TESTIFIED_AGAINST
Claudin Hylaire,"B 7354; witch 124, Barbe veuve Mengin Remicourt, de Vandeuvre",TESTIFIED_AGAINST
"Mengeatte femme Demenge Treuchey
Same story about his wife. Late husband of witn",B 8684 no 7. Witch 194; Jean Lallemant de St Lienard,TESTIFIED_AGAINST
Jean des Anges,"B 8677 no 11; witch 165, Claudel Demenge Martin, du Pair",TESTIFIED_AGAINST
Claudatte femme Didier Villemin,"B 8691 no 1; witch 212, François Marion de Raon",TESTIFIED_AGAINST
Claudatte femme Didier Villemin,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Mengeon Claudon de Fontenay,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
"(unknown witness)
For several years had heard 'des particuliers qui cachettement","Witch 145: B8667 no 7, Colas Mengin de Saint Remy",TESTIFIED_AGAINST
Mengeotte femme Maurice Houchard,"B 8693 no 2; witch 231, Jean Aulbry du Vivier d'Etival",TESTIFIED_AGAINST
Mengeon Bouray de St Blaise,B 8721 no 7. Witch 299; Babelon femme Mongeon Voirin de Moyenmoutier,TESTIFIED_AGAINST
"Sebille veuve Claudon Colas Claudon de Gondrexon
Had known Claudon all her life","B 3325 no 1; witch 034, Claudon de Benamenil, living at Gondrexon",TESTIFIED_AGAINST
Claudon veuve Thiery Didier cordonnier de St Nicolas,"B 8959 no 2; witch 322, Agnes femme Chrestofle Marcoussan, de St Nicolas",TESTIFIED_AGAINST
Claudon Jean Remy,"B 3789 No 3; Witch 060, Petroniere femme Jean Varnier dit Bessat, de Bruyères",TESTIFIED_AGAINST
Claudon Jean Remy,"B 8700 no 1; witch 236, Colatte femme Colas Bertrand, du Vic, Ban-le-Duc de Clefcy",TESTIFIED_AGAINST
Marie veuve Demenge Jacquemin,"B 8677 no 10; Witch 164, Jeanne femme Demenge Claude Martin, de Mandray",TESTIFIED_AGAINST
Chrestienne femme Claude Bastien,"B 3345; witch 047, Jeanne femme Demenge Mercier, d'Autrepierre",TESTIFIED_AGAINST
Chrestienne femme Claude Bastien,"B 3347 no 1; witch 048, Claude Henri, d'Autrepierre",TESTIFIED_AGAINST
Sebille femme du precedent,"B 8687 no 8; witch 206, Aley femme Jean Perrin, du Mesnil",TESTIFIED_AGAINST
Demenge Antoine de Dompierre,"B 3792 no 2; Witch 063, Jean Gerardin de Dompierre",TESTIFIED_AGAINST
Demenge Antoine de Dompierre,"B 3792 no 3; witch 064, Claudate femme Jacquat George, de Dompierre",TESTIFIED_AGAINST
Demenge Antoine de Dompierre,"B 3792 no 4; witch 065, Thomasse femme Jean Poirot, de Dompierre",TESTIFIED_AGAINST
Didiere femme Demenge Jacques,"B 2583 no 4; witch 018, Mengeotte femme Nicolas Colombain, de l'Estraye",TESTIFIED_AGAINST
Didier Valentin Napuel,"B 8682 no 8; witch 186, Françatte femme Jean Camont de Laygoutte",TESTIFIED_AGAINST
Jean fils Thienon Boudart de Xennenay,"B 2521 no 1; Witch 013, Jacotte femme Nicolas François Raon de Xennenay",TESTIFIED_AGAINST
Marye femme a Claudon Cherier,"Witch 278: B8715 no 1, Georgeatte femme de Didier Malley de la Neufville-les-Raon",TESTIFIED_AGAINST
Jehennon fille Demenge de Mortaigne,"B 8708 no 2; witch 263, Clement Cheneviere de la Bolle",TESTIFIED_AGAINST
Mengeatte femme Colas Jean le Maire,"B 8693 no 4; witch 233, Claude Colin Michiel dit Bejolley, de Wisembach",TESTIFIED_AGAINST
Clement l'Allemand,"B 7279; witch 118, Catherine Claude d'Azelot",TESTIFIED_AGAINST
Margueritte veuve Nicolas Houel,"B 8979 no 4; witch 327, Mengeotte Gourdot, femme Jean Pierre Cordier de St Nicolas",TESTIFIED_AGAINST
Nicolas Charpentier du Mesnil,"B 8708 no 9; witch 270, Laurence femme Vincent Bandesapt, de Pajaille",TESTIFIED_AGAINST
Bastien Mangeot,"B 7354; witch 124, Barbe veuve Mengin Remicourt, de Vandeuvre",TESTIFIED_AGAINST
Jean Gigoux,"B 5327 no 2; witch 097, Odile femme Martin Claude, d'Assenoncourt",TESTIFIED_AGAINST
Agnatte femme du precedent,"B 3365 no 4; witch 054, Noel Raimbault de Reillon",TESTIFIED_AGAINST
Claudon Cordier,"B 8691 no 3; witch 214, Alix veuve Demenge Marond, de Raon",TESTIFIED_AGAINST
"Claude Demenge Claude Girard de Bonipaire
General reputation only.","Witch 157: B8677 no 3, Barbelline femme Jean Girardin de Bonipaire",TESTIFIED_AGAINST
Remy Jean Parmentier,"B 2583 no 5; witch 019, Jean Brice George de Xouarupt",TESTIFIED_AGAINST
Remy Jean Parmentier,"B 2583 no 7; witch 021, Royne veuve Dilan Parmentier, dite des Tartres, de",TESTIFIED_AGAINST
Sebille femme Demenge Broulland de Mouriviller,"B 8741; witch 315, Margueritte femme Didier Perisc de Mouriviller",TESTIFIED_AGAINST
Robert fils de Nicolas Thierat,"B 4093 (1) Witch 072, Jean de Socourt",TESTIFIED_AGAINST
Claudatte femme Colas Gerard,"Vosges G 708 no 1; witch 338, Marion femme Claudel Flandrey du Faing de Ste",TESTIFIED_AGAINST
Claudon Demenge Grand Didier de Brehimont,"B 8712 no 5; witch 276, Dieudonné Jean Thierion, of Brehimont",TESTIFIED_AGAINST
Isabelle Remy Rainville,"B 7134 no 3; witch 114, Annon Bourguignotte, femme Didier Galay, de Bettoncourt",TESTIFIED_AGAINST
Claudatte femme Claudon Ydoulx,"B 8702 no 11; witch 250, Marguitte Lairain femme Mengeon Moullot de la Vacherie",TESTIFIED_AGAINST
Barbon femme Lienard Jean Lienard,"B 8687 no 5; witch 203, Dieudonnée femme Pierre Chrestien de Moriviller",TESTIFIED_AGAINST
Barbon femme Lienard Jean Lienard,"Witch 209; B 8689 no 1, Chrétien Pierre, Moriviller",TESTIFIED_AGAINST
Curien Gonnel de Dignonville,"B 3804 no 1; Witch 066, Nicolas Adam de Dompierre",TESTIFIED_AGAINST
Jennon femme Demenge Colas Noel,"B 8721 no 8; Witch 300, Nicolas Claudon de Chastay (Ban-de-Sapt)",TESTIFIED_AGAINST
Pasquin Vyon,"B 8281 no 2; witch 132, Margueritte veuve Claudin Hierosme, de Vilcey-sur-Trey",TESTIFIED_AGAINST
Britz,"B 5312 no 2; Witch 092, Catherine veuve Jean Lhuillier de Maizieres, demeurant à",TESTIFIED_AGAINST
Demenge Grand Didier de Laveline,"B 3728; witch 055, Jeanne veuve Valentin Claude Thihard du Void de Belmont",TESTIFIED_AGAINST
Colin Claudel Colin du Ban le Duc,"B 8684 no 6. Witch 193, Catherine femme Jean Bertremin de Clefcy",TESTIFIED_AGAINST
Thoussainct Grand Didier,"B 8682 no 8; witch 186, Françatte femme Jean Camont de Laygoutte",TESTIFIED_AGAINST
Dimenche Schweitzer,"B 5344 no 1; witch 098, Synnel, femme Hans Stumpff, mulnier d'Amange (this is the",TESTIFIED_AGAINST
Jean Simon de Brehimont,"B 8712 no 5; witch 276, Dieudonné Jean Thierion, of Brehimont",TESTIFIED_AGAINST
Claudette femme Mengeon des Hayette de Fontenay,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Jennon femme Claudin Babel,"B 8691 no 1; witch 212, François Marion de Raon",TESTIFIED_AGAINST
Jean Babel,"Vosges G 707 no 1; Witch 336, Jean Lallemand de St Lyenard",TESTIFIED_AGAINST
Nicolas Perrin,"B 7394; witch 125, Pierrot Cosson and his wife Jeannotte, of Malzeville",TESTIFIED_AGAINST
Anthoinette femme Jean Warin,"B 8677 no 11; witch 165, Claudel Demenge Martin, du Pair",TESTIFIED_AGAINST
Le maire Estienne Cougnat,"B 3323 no 4; witch 028, Marguerite Jobarde, veuve Demenge Vaultrin, de Leintrey",TESTIFIED_AGAINST
Claudon femme a Jean Grainel d'Essegney,"B 4094 no 1 Witch 073, Catherine la Rondelatte",TESTIFIED_AGAINST
Colas Didier Noel du Paire d’Avould,"B 8667 No 4 Witch 142, Mengette Estienne",TESTIFIED_AGAINST
Mathis Gregoire Hidoult bourgeois a Saint Dié,"B 8712 no 3; witch 274, Mengeatte femme Jean Frampart de Saint Dié",TESTIFIED_AGAINST
Colas Jean Martin du Paire,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Didier Chatron,"B 5327 no 2; witch 097, Odile femme Martin Claude, d'Assenoncourt",TESTIFIED_AGAINST
Nicolas Laube,"B 3335 no 1; witch 043, Jennon veuve Jean Zabey, de Leintrey",TESTIFIED_AGAINST
Austette Petter Fretz,"Witch 343; Dumont, t. 2, i-xxvii, Claudon Hardier, de Hesse",TESTIFIED_AGAINST
Didiere femme Demenge Danguille de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Hays Bernet,"Witch 343; Dumont, t. 2, i-xxvii, Claudon Hardier, de Hesse",TESTIFIED_AGAINST
Colas Colin de Haillieulle,"B 8667 No 1 Witch 139, Jehenne Stablo",TESTIFIED_AGAINST
Jehenne femme a Claude Gabourel d'Entre-deux-Eaux,"Witch 161; B8677 no 7, Claudatte veuve Estienne Jean Saulcy, d’Entre-deux-Eaux",TESTIFIED_AGAINST
Claudatte femme Estienne Rouxiaud (dit le jeune Estienne) de Repas,"B 3329; Witch 041, Claudatte femme Nicolas Chollat, de Repas",TESTIFIED_AGAINST
Sebille veuve Claudon Blaise,"B 8678 no 2; witch 169, Marion veuve Demenge le Masson, de St Dié",TESTIFIED_AGAINST
Sebille veuve Claudon Blaise,"B 8700 no 4; witch 239, Claudette femme Bastien Delat, de St Dié",TESTIFIED_AGAINST
Mongeatte femme Jean Recouvreur de St Nicolas,"B 8945; witch 319, Nicole veuve Mengin Nigal, de Saint Nicolas",TESTIFIED_AGAINST
Mengeon femme Demenge Palligny,"B 8979 no 2; witch 325, Alizon Chardot, veuve Claudin Clement, drappier de St",TESTIFIED_AGAINST
Demenge Michiel le jeune,"B 8702 no 7; Witch 246, Claudatte femme Jean Claudel le Maimbourg, de Raves",TESTIFIED_AGAINST
Claudon Mequin,"B 7316; witch 122, Hellenix Hottin, de la Neufville de Nancy",TESTIFIED_AGAINST
Claudon Valtin de la Chapelle,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Claudon Valtin de la Chapelle,"Witch 163; B8667 no 9, Jehenne femme Demenge le Maire, de La Chapelle",TESTIFIED_AGAINST
Nicolas Charmelle de Sachemont,"B 8708 no 1; witch 262, Agathe femme Claudon Urbain, de Sachemont",TESTIFIED_AGAINST
Marguitte femme Demenge le Cueffre,"B 8678 no 2; witch 169, Marion veuve Demenge le Masson, de St Dié",TESTIFIED_AGAINST
Beniste femme du precedent,"B 8708 no 8; witch 269, Jean Jacques Gerardin de la Voivrelle",TESTIFIED_AGAINST
Beniste femme du precedent,"B 8719 no 1; witch 290, Mongeatte femme Jean Johel de Moyenmoutier",TESTIFIED_AGAINST
Demenge Potier partie formelle,"B 8719 no 3; witch 292, Dion veuve Jean Remy de Raon",TESTIFIED_AGAINST
Clemence,"B 5312 no 3; witch 093, Anon veuve Didier Vosgien de Bassing",TESTIFIED_AGAINST
"& (11) Missing - very short.
(12) Jean Parmentier","B 8682 no 5; witch 183, Didielle femme Demenge Simmonel, de St Marguerite",TESTIFIED_AGAINST
Didier Dauphin,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Demenge Malfort,"B 8680 no 2; witch 172, Demenge Martin, du Paire",TESTIFIED_AGAINST
Demenge Malfort,"B 8721 no 6. Witch 298, Catherine femme Jean le Maire, of Le Paire (Saulcy-sur-",TESTIFIED_AGAINST
Chrestofle Due,"B 8281 no 1; witch 131, Jeanne femme Claudin Bigenel de Villers-sous-Preny",TESTIFIED_AGAINST
Claudon Jalley de Mazelay,"B 8712 no 4; witch 275, Jehennon veuve Thomas Diez Thomas de Mazelay",TESTIFIED_AGAINST
Claudon veuve Husson le cordonnier,"B 8959 no 2; witch 322, Agnes femme Chrestofle Marcoussan, de St Nicolas",TESTIFIED_AGAINST
Marie femme Hannssman,"B 5312 no 4; witch 094, Senelle femme du jeune Enguers, de Guinzeling",TESTIFIED_AGAINST
